hgnc_symbol,ensembl_gene_id
SCYL3,ENSG00000000457
SDCBP,ENSG00000137575
SDE2,ENSG00000143751
SDF2L1,ENSG00000128228
SDHAF2,ENSG00000167985
SDHD,ENSG00000204370
SDHDP2,ENSG00000227073
SDR16C6P,ENSG00000253542
SEC11A,ENSG00000140612
SEC11B,ENSG00000226098
SEC13,ENSG00000157020
SEC14L4,ENSG00000133488
SEC16A,ENSG00000148396
SEC23B,ENSG00000101310
SEC24B,ENSG00000138802
SEC61A1,ENSG00000058262
SEC61B,ENSG00000106803
SECISBP2,ENSG00000187742
SEH1L,ENSG00000085415
SEL1L2,ENSG00000291539
SELENOI,ENSG00000138018
SELENOP,ENSG00000250722
SELENOW,ENSG00000178980
SELL,ENSG00000188404
SEMA4F,ENSG00000135622
SEMG1,ENSG00000124233
SEMG2,ENSG00000124157
SENP3,ENSG00000161956
SENP6,ENSG00000112701
SEPHS2,ENSG00000179918
SEPSECS-AS1,ENSG00000281501
SEPTIN1,ENSG00000180096
SEPTIN8,ENSG00000164402
SERGEF,ENSG00000129158
SERHL,ENSG00000172250
SERHL2,ENSG00000183569
SERINC2,ENSG00000168528
SERINC3,ENSG00000132824
SERINC4,ENSG00000184716
SERPINA9,ENSG00000170054
SERPINB2,ENSG00000197632
SERPINB5,ENSG00000206075
SERPINB9P1,ENSG00000230438
SERPIND1,ENSG00000099937
SERPINF2,ENSG00000276838
SERTAD2,ENSG00000179833
SERTM1,ENSG00000180440
SETD3,ENSG00000183576
SETD9,ENSG00000155542
SETMAR,ENSG00000170364
SEZ6,ENSG00000063015
SF3A2,ENSG00000104897
SFTA1P,ENSG00000225383
SFTPB,ENSG00000168878
SFXN1,ENSG00000164466
SGCA,ENSG00000108823
SGIP1,ENSG00000118473
SGK1,ENSG00000118515
SGPP1,ENSG00000285281
SH2D3A,ENSG00000125731
SH3BGR,ENSG00000185437
SH3BGRL3,ENSG00000142669
SH3BP1,ENSG00000100092
SH3BP2,ENSG00000087266
SH3BP5L,ENSG00000175137
SH3GL2,ENSG00000107295
SH3PXD2A-AS1,ENSG00000280693
SH3RF2,ENSG00000156463
SHANK1,ENSG00000161681
SHD,ENSG00000105251
SHISA3,ENSG00000178343
SHISAL2B,ENSG00000145642
SHLD1,ENSG00000171984
SHLD2,ENSG00000122376
SHLD2P1,ENSG00000165874
SHMT1,ENSG00000284320
SHQ1,ENSG00000144736
SHROOM1,ENSG00000164403
SI,ENSG00000090402
SIAH1,ENSG00000196470
SIAH2,ENSG00000181788
SIGLEC10,ENSG00000142512
SIGLEC14,ENSG00000254415
SIGMAR1,ENSG00000147955
SIRPA,ENSG00000198053
SIRT5,ENSG00000124523
SIT1,ENSG00000137078
SIX4,ENSG00000100625
SKAP2,ENSG00000005020
SKI,ENSG00000157933
SKOR1,ENSG00000188779
SLA,ENSG00000155926
SLC10A4,ENSG00000145248
SLC10A5,ENSG00000253598
SLC10A7,ENSG00000120519
SLC12A1,ENSG00000074803
SLC13A3,ENSG00000158296
SLC13A5,ENSG00000141485
SLC16A10,ENSG00000112394
SLC16A13,ENSG00000174327
SLC16A5,ENSG00000170190
SLC16A7,ENSG00000118596
SLC16A9,ENSG00000165449
SLC17A6,ENSG00000091664
SLC18A2,ENSG00000165646
SLC18A3,ENSG00000187714
SLC19A2,ENSG00000117479
SLC1A2,ENSG00000110436
SLC1A4,ENSG00000115902
SLC1A6,ENSG00000105143
SLC1A7,ENSG00000162383
SLC20A1,ENSG00000144136
SLC22A10,ENSG00000184999
SLC22A4,ENSG00000197208
SLC23A1,ENSG00000170482
SLC25A1,ENSG00000100075
SLC25A2,ENSG00000120329
SLC25A25-AS1,ENSG00000234771
SLC25A28,ENSG00000155287
SLC25A29,ENSG00000197119
SLC25A31,ENSG00000151475
SLC25A34,ENSG00000162461
SLC25A35,ENSG00000125434
SLC25A38,ENSG00000144659
SLC25A40,ENSG00000075303
SLC25A41,ENSG00000181240
SLC25A43,ENSG00000077713
SLC25A44,ENSG00000160785
SLC25A51,ENSG00000122696
SLC25A6P2,ENSG00000232203
SLC26A2,ENSG00000155850
SLC26A3,ENSG00000091138
SLC26A6,ENSG00000225697
SLC27A3,ENSG00000263163
SLC27A4,ENSG00000167114
SLC27A5,ENSG00000083807
SLC28A1,ENSG00000156222
SLC28A2,ENSG00000137860
SLC2A11,ENSG00000133460
SLC2A3,ENSG00000059804
SLC2A3P1,ENSG00000253861
SLC2A4RG,ENSG00000125520
SLC2A8,ENSG00000136856
SLC30A2,ENSG00000158014
SLC30A4,ENSG00000104154
SLC30A6,ENSG00000152683
SLC30A7,ENSG00000162695
SLC32A1,ENSG00000101438
SLC33A1,ENSG00000169359
SLC34A1,ENSG00000131183
SLC34A3,ENSG00000198569
SLC35A1,ENSG00000164414
SLC35B3,ENSG00000124786
SLC35C2,ENSG00000080189
SLC35D2,ENSG00000130958
SLC35E2A,ENSG00000215790
SLC35E3,ENSG00000175782
SLC35G1,ENSG00000176273
SLC35G5,ENSG00000285084
SLC36A3,ENSG00000186334
SLC36A4,ENSG00000180773
SLC38A9,ENSG00000177058
SLC39A14,ENSG00000104635
SLC39A5,ENSG00000139540
SLC39A8,ENSG00000138821
SLC41A3,ENSG00000114544
SLC43A3,ENSG00000134802
SLC44A1,ENSG00000070214
SLC45A3,ENSG00000158715
SLC5A1,ENSG00000100170
SLC5A10,ENSG00000154025
SLC5A11,ENSG00000288216
SLC66A1,ENSG00000040487
SLC6A15,ENSG00000072041
SLC6A17,ENSG00000197106
SLC6A7,ENSG00000011083
SLC7A11-AS1,ENSG00000250033
SLC7A4,ENSG00000099960
SLC7A5P2,ENSG00000258186
SLC7A6OS,ENSG00000103061
SLC7A7,ENSG00000155465
SLC8A3,ENSG00000100678
SLC9A1,ENSG00000090020
SLC9A5,ENSG00000135740
SLC9B1,ENSG00000164037
SLCO1B1,ENSG00000134538
SLCO1B3,ENSG00000111700
SLCO1B7,ENSG00000205754
SLFNL1,ENSG00000171790
SLIRP,ENSG00000119705
SLIT2,ENSG00000145147
SLK,ENSG00000065613
SMAD1,ENSG00000170365
SMAD1-AS2,ENSG00000250582
SMAD7,ENSG00000101665
SMAD9,ENSG00000120693
SMAP2,ENSG00000084070
SMARCA1,ENSG00000102038
SMARCC2,ENSG00000139613
SMARCD3,ENSG00000082014
SMC3,ENSG00000108055
SMC6,ENSG00000163029
SMCHD1,ENSG00000101596
SMCO3,ENSG00000179256
SMCO4,ENSG00000166002
SMG1P1,ENSG00000237296
SMG1P5,ENSG00000183604
SMG1P6,ENSG00000254634
SMIM1,ENSG00000235169
SMIM10,ENSG00000184785
SMIM10L2B,ENSG00000196972
SMIM11,ENSG00000205670
SMIM13,ENSG00000224531
SMIM2-AS1,ENSG00000227258
SMIM30,ENSG00000214194
SMIM45,ENSG00000205704
SMIM6,ENSG00000259120
SMIM9,ENSG00000203870
SMLR1,ENSG00000256162
SMOX,ENSG00000088826
SMPD2,ENSG00000135587
SMR3B,ENSG00000171201
SNAI1,ENSG00000124216
SNAI2,ENSG00000019549
SNAP23,ENSG00000092531
SNAP25,ENSG00000132639
SNAP25-AS1,ENSG00000227906
SNAP47,ENSG00000143740
SNAPC3,ENSG00000164975
SNAPIN,ENSG00000143553
SNCB,ENSG00000074317
SNCG,ENSG00000173267
SNED1,ENSG00000162804
SNF8,ENSG00000159210
SNHG1,ENSG00000255717
SNHG12,ENSG00000197989
SNHG18,ENSG00000250786
SNHG19,ENSG00000260260
SNHG4,ENSG00000281398
SNORA10,ENSG00000291932
SNORA11,ENSG00000221716
SNORA13,ENSG00000238363
SNORA14A,ENSG00000201643
SNORA14B,ENSG00000207181
SNORA20,ENSG00000207392
SNORA22,ENSG00000206634
SNORA2B,ENSG00000207313
SNORA2C,ENSG00000221491
SNORA31B,ENSG00000253051
SNORA38,ENSG00000200816
SNORA40,ENSG00000210825
SNORA44,ENSG00000273544
SNORA50A,ENSG00000206952
SNORA56,ENSG00000206693
SNORA59A,ENSG00000239149
SNORA64,ENSG00000291933
SNORA71C,ENSG00000201512
SNORA71D,ENSG00000200354
SNORA74B,ENSG00000212402
SNORA8,ENSG00000207304
SNORA80B,ENSG00000206633
SNORA9,ENSG00000277184
SNORD100,ENSG00000221500
SNORD102,ENSG00000207500
SNORD104,ENSG00000199753
SNORD11,ENSG00000238317
SNORD114-1,ENSG00000199575
SNORD114-24,ENSG00000201899
SNORD114-26,ENSG00000200413
SNORD114-30,ENSG00000201318
SNORD115-10,ENSG00000201943
SNORD115-11,ENSG00000200486
SNORD115-14,ENSG00000199960
SNORD115-22,ENSG00000201326
SNORD115-23,ENSG00000201331
SNORD115-27,ENSG00000201300
SNORD115-3,ENSG00000199970
SNORD115-37,ENSG00000200638
SNORD115-4,ENSG00000200680
SNORD115-8,ENSG00000200726
SNORD116-13,ENSG00000207137
SNORD116-15,ENSG00000207174
SNORD116-2,ENSG00000207001
SNORD116-22,ENSG00000275127
SNORD118,ENSG00000200463
SNORD121B,ENSG00000238300
SNORD127,ENSG00000239043
SNORD138,ENSG00000284078
SNORD16,ENSG00000199673
SNORD18A,ENSG00000200623
SNORD1C,ENSG00000274091
SNORD27,ENSG00000275996
SNORD30,ENSG00000277846
SNORD32B,ENSG00000201330
SNORD36A,ENSG00000281907
SNORD42A,ENSG00000238649
SNORD45C,ENSG00000206620
SNORD48,ENSG00000201823
SNORD49B,ENSG00000277108
SNORD5,ENSG00000239195
SNORD59A,ENSG00000207031
SNORD63,ENSG00000206989
SNORD69,ENSG00000212452
SNORD89,ENSG00000212283
SNORD93,ENSG00000221740
SNRNP40,ENSG00000060688
SNRPA1,ENSG00000131876
SNRPB,ENSG00000125835
SNRPB2,ENSG00000125870
SNRPC,ENSG00000124562
SNRPCP2,ENSG00000251235
SNRPD2,ENSG00000125743
SNRPF,ENSG00000139343
SNRPN,ENSG00000128739
SNTB1,ENSG00000172164
SNTB2,ENSG00000260873
SNTG1,ENSG00000147481
SNTG2,ENSG00000172554
SNURF,ENSG00000273173
SNX10,ENSG00000086300
SNX14,ENSG00000135317
SNX25,ENSG00000109762
SNX3,ENSG00000112335
SNX33,ENSG00000173548
SNX9,ENSG00000130340
SOCS5,ENSG00000171150
SOCS7,ENSG00000274229
SOD3,ENSG00000109610
SORBS1,ENSG00000095637
SORCS1,ENSG00000108018
SORT1,ENSG00000134243
SOSTDC1,ENSG00000171243
SOX17,ENSG00000164736
SOX30,ENSG00000039600
SOX5,ENSG00000134532
SOX6,ENSG00000110693
SP110,ENSG00000135899
SP140,ENSG00000079263
SP140L,ENSG00000185404
SP2,ENSG00000167182
SPAAR,ENSG00000235387
SPAG11A,ENSG00000288309
SPAG6,ENSG00000077327
SPAG8,ENSG00000137098
SPANXN5,ENSG00000204363
SPARC,ENSG00000113140
SPARCL1,ENSG00000152583
SPART,ENSG00000133104
SPAST,ENSG00000021574
SPATA16,ENSG00000144962
SPATA24,ENSG00000170469
SPATA3,ENSG00000173699
SPATA31A3,ENSG00000275969
SPATA31C1,ENSG00000230246
SPATA31D4,ENSG00000189357
SPATA31E1,ENSG00000177992
SPATA8-AS1,ENSG00000259282
SPATS1,ENSG00000249481
SPC24,ENSG00000161888
SPDYA,ENSG00000163806
SPDYE3,ENSG00000214300
SPEF1,ENSG00000101222
SPG11,ENSG00000104133
SPHKAP,ENSG00000153820
SPIDR,ENSG00000164808
SPIN3,ENSG00000204271
SPIN4,ENSG00000186767
SPINK4,ENSG00000122711
SPINK6,ENSG00000178172
SPINK7,ENSG00000145879
SPINK8,ENSG00000229453
SPINT1,ENSG00000166145
SPINT3,ENSG00000101446
SPIRE2,ENSG00000204991
SPMIP10,ENSG00000196900
SPMIP9,ENSG00000172073
SPO11,ENSG00000054796
SPOCK2,ENSG00000107742
SPOCK3,ENSG00000196104
SPON1,ENSG00000262655
SPOPL,ENSG00000144228
SPRED2,ENSG00000198369
SPRING1,ENSG00000111412
SPRYD3,ENSG00000167778
SPSB2,ENSG00000111671
SPSB4,ENSG00000175093
SPTA1,ENSG00000163554
SPTBN4,ENSG00000160460
SPTLC3,ENSG00000172296
SQLE,ENSG00000104549
SRA1,ENSG00000213523
SRC,ENSG00000291971
SRF,ENSG00000112658
SRGAP2,ENSG00000266028
SRGAP2-AS1,ENSG00000230806
SRGAP2B,ENSG00000196369
SRMS,ENSG00000125508
SRP14,ENSG00000140319
SRP14P1,ENSG00000224906
SRPK1,ENSG00000096063
SRSF12,ENSG00000154548
SRSF9,ENSG00000111786
SRY,ENSG00000184895
SS18L1,ENSG00000184402
SSBP3-AS1,ENSG00000198711
SSNA1,ENSG00000176101
SSPN,ENSG00000123096
SSR1,ENSG00000124783
ST13P5,ENSG00000288248
ST20-MTHFS,ENSG00000259332
ST3GAL2,ENSG00000157350
ST3GAL6,ENSG00000064225
ST6GAL1,ENSG00000073849
ST6GALNAC2,ENSG00000070731
ST6GALNAC5,ENSG00000117069
STAC,ENSG00000144681
STAC2,ENSG00000141750
STAG1,ENSG00000118007
STAG3L1,ENSG00000205583
STAG3L5P-PVRIG2P-PILRB,ENSG00000272752
STAMBPL1,ENSG00000138134
STAP1,ENSG00000035720
STARD13,ENSG00000133121
STARD3,ENSG00000131748
STAT3,ENSG00000168610
STAT5A,ENSG00000126561
STAT5B,ENSG00000173757
STAU2,ENSG00000040341
STIMATE-MUSTN1,ENSG00000248592
STK10,ENSG00000072786
STK25,ENSG00000115694
STK26,ENSG00000134602
STK33,ENSG00000130413
STK40,ENSG00000196182
STMN4,ENSG00000015592
STMND1,ENSG00000230873
STN1,ENSG00000107960
STON1-GTF2A1L,ENSG00000068781
STPG3,ENSG00000197768
STRADA,ENSG00000266173
STRN,ENSG00000115808
STT3A,ENSG00000134910
STX16,ENSG00000124222
STX17,ENSG00000136874
STX18,ENSG00000168818
STX7,ENSG00000079950
STXBP1,ENSG00000136854
STYX,ENSG00000198252
STYXL2,ENSG00000198842
SUCNR1,ENSG00000198829
SUGP2,ENSG00000064607
SULT6B1,ENSG00000138068
SUMO2,ENSG00000188612
SUPT6H,ENSG00000109111
SUPT7L,ENSG00000119760
SUSD3,ENSG00000157303
SUSD6,ENSG00000100647
SUZ12,ENSG00000178691
SV2A,ENSG00000159164
SV2B,ENSG00000185518
SV2C,ENSG00000122012
SVIL,ENSG00000197321
SVIL-AS1,ENSG00000224597
SVOPL,ENSG00000157703
SYCE1L,ENSG00000205078
SYNC,ENSG00000162520
SYNCRIP,ENSG00000135316
SYNPO2,ENSG00000172403
SYP,ENSG00000102003
SYS1,ENSG00000204070
SYT16,ENSG00000139973
SYT2,ENSG00000143858
SYT3,ENSG00000213023
SYT5,ENSG00000129990
SYT7,ENSG00000011347
SYTL1,ENSG00000142765
SYVN1,ENSG00000162298
TAB3,ENSG00000157625
TAB3-AS2,ENSG00000235512
TACC1,ENSG00000147526
TAF10,ENSG00000166337
TAF12,ENSG00000120656
TAF1A-AS1,ENSG00000225265
TAF1L,ENSG00000122728
TAF4,ENSG00000280529
TAF4B,ENSG00000141384
TAF9,ENSG00000276463
TAFA3,ENSG00000184599
TALDO1,ENSG00000177156
TAMALIN,ENSG00000161835
TAMM41,ENSG00000279643
TAP1,ENSG00000227816
TAPT1-AS1,ENSG00000263327
TARM1,ENSG00000276604
TAS1R2,ENSG00000179002
TAS2R10,ENSG00000272805
TAS2R13,ENSG00000273457
TAS2R50,ENSG00000273431
TASL,ENSG00000120280
TASOR,ENSG00000163946
TATDN2,ENSG00000157014
TATDN3,ENSG00000203705
TAX1BP1,ENSG00000106052
TAX1BP3,ENSG00000213977
TBATA,ENSG00000166220
TBC1D14,ENSG00000132405
TBC1D2,ENSG00000095383
TBC1D20,ENSG00000125875
TBC1D27P,ENSG00000128438
TBC1D28,ENSG00000189375
TBC1D31,ENSG00000156787
TBC1D32,ENSG00000146350
TBC1D3P5,ENSG00000290422
TBC1D7,ENSG00000145979
TBCA,ENSG00000171530
TBCD,ENSG00000278759
TBCK,ENSG00000145348
TBR1,ENSG00000136535
TBX2-AS1,ENSG00000267280
TBX22,ENSG00000122145
TBXAS1,ENSG00000059377
TBXT,ENSG00000164458
TCEA3,ENSG00000282941
TCERG1,ENSG00000113649
TCF15,ENSG00000125878
TCF19,ENSG00000224941
TCF20,ENSG00000100207
TCF24,ENSG00000261787
TCF3,ENSG00000071564
TCFL5,ENSG00000101190
TCTA,ENSG00000145022
TDH,ENSG00000284856
TDRD1,ENSG00000095627
TDRD10,ENSG00000163239
TDRD3,ENSG00000083544
TDRKH,ENSG00000182134
TDRKH-AS1,ENSG00000203288
TECPR1,ENSG00000205356
TECPR2,ENSG00000196663
TECTB,ENSG00000119913
TEDC2,ENSG00000162062
TENM4,ENSG00000149256
TERB1,ENSG00000249961
TERF2,ENSG00000132604
TESC,ENSG00000088992
TESK2,ENSG00000070759
TET2-AS1,ENSG00000251586
TEX12,ENSG00000150783
TEX261,ENSG00000144043
TEX35,ENSG00000240021
TEX36-AS1,ENSG00000237675
TEX38,ENSG00000186118
TF,ENSG00000091513
TFDP3,ENSG00000183434
TFEB,ENSG00000112561
TGFA,ENSG00000163235
TGFBR3,ENSG00000069702
TGIF2,ENSG00000118707
TGIF2-RAB5IF,ENSG00000259399
TGIF2LX,ENSG00000153779
THAP5,ENSG00000177683
THAP7-AS1,ENSG00000230513
THAP9-AS1,ENSG00000251022
THBD,ENSG00000178726
THBS1,ENSG00000137801
THBS4,ENSG00000113296
THOC3,ENSG00000051596
THOC7,ENSG00000163634
THORLNC,ENSG00000226856
THSD1P1,ENSG00000285160
TIE1,ENSG00000066056
TIGAR,ENSG00000078237
TIMM17B,ENSG00000292215
TIMM8A,ENSG00000126953
TIMMDC1,ENSG00000113845
TIMP3,ENSG00000100234
TINAGL1,ENSG00000142910
TJP2,ENSG00000119139
TKTL2,ENSG00000151005
TLCD3A,ENSG00000167695
TLK1,ENSG00000198586
TLL2,ENSG00000095587
TLR1,ENSG00000174125
TLR10,ENSG00000174123
TLX1,ENSG00000107807
TM2D1,ENSG00000162604
TM4SF1-AS1,ENSG00000240541
TM4SF19-DYNLT2B,ENSG00000273331
TM4SF20,ENSG00000168955
TM7SF3,ENSG00000064115
TM9SF1,ENSG00000285465
TMBIM6,ENSG00000139644
TMC2,ENSG00000149488
TMC3-AS1,ENSG00000259343
TMC6,ENSG00000141524
TMCO3,ENSG00000150403
TMCO5B,ENSG00000215296
TMED1,ENSG00000099203
TMED10,ENSG00000170348
TMED7,ENSG00000134970
TMEFF1,ENSG00000241697
TMEFF2,ENSG00000144339
TMEM105,ENSG00000185332
TMEM106A,ENSG00000184988
TMEM119,ENSG00000183160
TMEM121,ENSG00000184986
TMEM121B,ENSG00000183307
TMEM125,ENSG00000179178
TMEM127,ENSG00000135956
TMEM131,ENSG00000291574
TMEM131L,ENSG00000121210
TMEM132C,ENSG00000181234
TMEM139,ENSG00000178826
TMEM144,ENSG00000164124
TMEM14A,ENSG00000096092
TMEM165,ENSG00000134851
TMEM167B,ENSG00000215717
TMEM171,ENSG00000157111
TMEM174,ENSG00000164325
TMEM175,ENSG00000127419
TMEM198,ENSG00000188760
TMEM204,ENSG00000131634
TMEM207,ENSG00000198398
TMEM212,ENSG00000186329
TMEM219,ENSG00000149932
TMEM220-AS1,ENSG00000263400
TMEM223,ENSG00000168569
TMEM230,ENSG00000089063
TMEM232,ENSG00000186952
TMEM235,ENSG00000204278
TMEM245,ENSG00000106771
TMEM248,ENSG00000106609
TMEM249,ENSG00000285272
TMEM255A,ENSG00000125355
TMEM255B,ENSG00000184497
TMEM262,ENSG00000187066
TMEM263,ENSG00000151135
TMEM267,ENSG00000151881
TMEM30A,ENSG00000112697
TMEM35A,ENSG00000126950
TMEM44-AS1,ENSG00000231770
TMEM45A,ENSG00000181458
TMEM45B,ENSG00000151715
TMEM51-AS2,ENSG00000204464
TMEM65,ENSG00000164983
TMEM72,ENSG00000187783
TMEM81,ENSG00000174529
TMEM86A,ENSG00000151117
TMEM86B,ENSG00000180089
TMEM8B,ENSG00000137103
TMEM91,ENSG00000142046
TMEM98,ENSG00000006042
TMEM9B,ENSG00000175348
TMPRSS11A,ENSG00000187054
TMPRSS5,ENSG00000166682
TMSB4Y,ENSG00000154620
TNF,ENSG00000228978
TNFAIP8L1,ENSG00000185361
TNFAIP8L2,ENSG00000163154
TNFRSF10A-AS1,ENSG00000253930
TNFRSF10B,ENSG00000120889
TNFRSF11B,ENSG00000164761
TNFRSF13B,ENSG00000240505
TNFRSF1A,ENSG00000067182
TNFSF13B,ENSG00000102524
TNFSF14,ENSG00000125735
TNK2,ENSG00000061938
TNNI2,ENSG00000288219
TNNI3K,ENSG00000116783
TNNT1,ENSG00000105048
TNRC6A,ENSG00000090905
TNS4,ENSG00000131746
TOB2P1,ENSG00000176933
TOGARAM2,ENSG00000189350
TOLLIP-DT,ENSG00000291427
TOMM22,ENSG00000100216
TOP1P1,ENSG00000285665
TOP2A,ENSG00000131747
TOP3B,ENSG00000100038
TOR1A,ENSG00000136827
TOR1AIP1,ENSG00000143337
TOR2A,ENSG00000160404
TOX4,ENSG00000092203
TPGS1,ENSG00000141933
TPI1P1,ENSG00000226415
TPK1,ENSG00000196511
TPM1,ENSG00000140416
TPRKB,ENSG00000291480
TPT1,ENSG00000133112
TPTE2,ENSG00000132958
TRA2B,ENSG00000136527
TRABD,ENSG00000170638
TRAIP,ENSG00000183763
TRAM2-AS1,ENSG00000225791
TRAPPC3,ENSG00000054116
TRAPPC5,ENSG00000181029
TRAPPC6A,ENSG00000007255
TRAPPC9,ENSG00000167632
TRARG1,ENSG00000280938
TRAT1,ENSG00000163519
TRBV5-4,ENSG00000282466
TRDN,ENSG00000186439
TRDV3,ENSG00000256590
TREX2,ENSG00000183479
TRG-AS1,ENSG00000281103
TRGV5,ENSG00000211697
TRGV9,ENSG00000211695
TRIM16,ENSG00000221926
TRIM32,ENSG00000119401
TRIM39,ENSG00000226437
TRIM43,ENSG00000292076
TRIM48,ENSG00000150244
TRIM50,ENSG00000146755
TRIM51,ENSG00000124900
TRIM54,ENSG00000138100
TRIM55,ENSG00000147573
TRIM6,ENSG00000121236
TRIM60,ENSG00000176979
TRIM61,ENSG00000183439
TRIM63,ENSG00000158022
TRIM64,ENSG00000204450
TRIM68,ENSG00000167333
TRIP4,ENSG00000103671
TRMT10B,ENSG00000165275
TRMT10C,ENSG00000174173
TRMT6,ENSG00000089195
TRNP1,ENSG00000253368
TROAP,ENSG00000135451
TRPC4,ENSG00000133107
TRPM1,ENSG00000274965
TRPM2,ENSG00000142185
TRPM8,ENSG00000144481
TRPV4,ENSG00000111199
TRPV6,ENSG00000276971
TSC2,ENSG00000103197
TSHZ2,ENSG00000182463
TSIX,ENSG00000270641
TSPAN13,ENSG00000106537
TSPAN14,ENSG00000108219
TSPAN5,ENSG00000168785
TSPO,ENSG00000100300
TSPOAP1-AS1,ENSG00000265148
TSPYL2,ENSG00000184205
TSR3,ENSG00000007520
TSSK1B,ENSG00000212122
TST,ENSG00000128311
TSTD1,ENSG00000215845
TSTD2,ENSG00000136925
TTBK2,ENSG00000128881
TTC1,ENSG00000113312
TTC17,ENSG00000052841
TTC19,ENSG00000011295
TTC21A,ENSG00000168026
TTC23L,ENSG00000205838
TTC3,ENSG00000182670
TTC7A,ENSG00000068724
TTC9B,ENSG00000174521
TTC9C,ENSG00000162222
TTF2,ENSG00000116830
TTLL10,ENSG00000162571
TTLL11,ENSG00000175764
TTLL12,ENSG00000100304
TTPA,ENSG00000137561
TTTY16,ENSG00000290323
TTTY3,ENSG00000231141
TTTY4C,ENSG00000228296
TUBA1B,ENSG00000123416
TUBA1C,ENSG00000167553
TUBA4A,ENSG00000127824
TUBB2B,ENSG00000137285
TUBB3,ENSG00000258947
TUBBP1,ENSG00000127589
TUBBP5,ENSG00000159247
TUG1,ENSG00000253352
TULP3,ENSG00000078246
TULP4,ENSG00000130338
TWF2,ENSG00000247596
TXNDC17,ENSG00000129235
TXNDC8,ENSG00000204193
TXNDC9,ENSG00000115514
TXNIP,ENSG00000265972
TYSND1,ENSG00000156521
U2AF2,ENSG00000063244
UAP1L1,ENSG00000197355
UBA7,ENSG00000182179
UBAC1,ENSG00000130560
UBAP1,ENSG00000165006
UBBP4,ENSG00000263563
UBE2B,ENSG00000119048
UBE2D1,ENSG00000072401
UBE2J1,ENSG00000198833
UBE2NL,ENSG00000292243
UBE2S,ENSG00000108106
UBN1,ENSG00000118900
UBN2,ENSG00000157741
UBR2,ENSG00000024048
UBTD2,ENSG00000168246
UBXN11,ENSG00000158062
UCK1,ENSG00000130717
UFC1,ENSG00000143222
UFD1,ENSG00000070010
UFM1,ENSG00000120686
UFSP1,ENSG00000176125
UFSP2,ENSG00000109775
UGDH,ENSG00000109814
UGT1A1,ENSG00000241635
UGT1A10,ENSG00000242515
UGT1A3,ENSG00000288702
UGT1A5,ENSG00000288705
UGT1A6,ENSG00000167165
UGT1A9,ENSG00000241119
UGT2B11,ENSG00000213759
ULBP1,ENSG00000111981
ULBP2,ENSG00000131015
ULK4P1,ENSG00000261279
UNC13C,ENSG00000137766
UNC13D,ENSG00000092929
UOX,ENSG00000240520
UPP2,ENSG00000007001
UQCC2,ENSG00000137288
UQCC6,ENSG00000204954
UQCRB,ENSG00000156467
UQCRC1,ENSG00000010256
URAHP,ENSG00000222019
URB1,ENSG00000142207
URGCP,ENSG00000106608
USF1,ENSG00000158773
USF3,ENSG00000176542
USP10,ENSG00000103194
USP14,ENSG00000101557
USP17L25,ENSG00000230430
USP17L5,ENSG00000227140
USP17L7,ENSG00000284991
USP22,ENSG00000124422
USP24,ENSG00000162402
USP28,ENSG00000048028
USP3-AS1,ENSG00000259248
USP39,ENSG00000168883
USP4,ENSG00000114316
USP48,ENSG00000090686
USP50,ENSG00000170236
USP51,ENSG00000247746
USP54,ENSG00000166348
USP9Y,ENSG00000114374
UTP14A,ENSG00000156697
UTP14C,ENSG00000253797
UTP18,ENSG00000011260
UTP6,ENSG00000108651
UTS2,ENSG00000049247
VAC14-AS1,ENSG00000214353
VAMP1,ENSG00000139190
VAPA,ENSG00000101558
VARS1,ENSG00000204394
VASH1,ENSG00000071246
VAX2,ENSG00000116035
VCAN,ENSG00000038427
VGLL1,ENSG00000102243
VHL,ENSG00000134086
VIPR2,ENSG00000106018
VMAC,ENSG00000292061
VN1R1,ENSG00000178201
VPREB3,ENSG00000128218
VPS13D,ENSG00000048707
VPS16,ENSG00000215305
VPS26B,ENSG00000151502
VPS33B-DT,ENSG00000214432
VPS45,ENSG00000136631
VPS4A,ENSG00000132612
VRK3,ENSG00000105053
VSIG10L,ENSG00000186806
VSIR,ENSG00000107738
VTN,ENSG00000109072
VWC2L-IT1,ENSG00000224257
WARS2-AS1,ENSG00000231365
WASF2,ENSG00000158195
WASF3,ENSG00000132970
WASH2P,ENSG00000146556
WASH3P,ENSG00000288207
WASHC2C,ENSG00000172661
WBP1,ENSG00000239779
WDFY1,ENSG00000085449
WDFY3,ENSG00000163625
WDR13,ENSG00000101940
WDR3,ENSG00000065183
WDR37,ENSG00000047056
WDR38,ENSG00000136918
WDR49,ENSG00000174776
WDR55,ENSG00000120314
WDR62,ENSG00000075702
WDR64,ENSG00000162843
WDR81,ENSG00000276021
WDR83,ENSG00000123154
WDR86,ENSG00000187260
WDR87,ENSG00000171804
WDR90,ENSG00000161996
WFDC21P,ENSG00000261040
WHAMM,ENSG00000156232
WHRN,ENSG00000095397
WIF1,ENSG00000156076
WIPF2,ENSG00000171475
WIPI2,ENSG00000157954
WNK3,ENSG00000196632
WNT1,ENSG00000125084
WNT11,ENSG00000085741
WNT5B,ENSG00000111186
WNT7A,ENSG00000154764
WNT7B,ENSG00000188064
WNT8B,ENSG00000075290
WSCD2,ENSG00000075035
WTAP,ENSG00000146457
WWOX,ENSG00000186153
