target_set,overlap_size,target_set_size,hit_list_size,universe_size,p_value,overlap_hits,fdr
NUDT14,1,64,138,13176,0.4910825008349675,"2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
COL21A1,0,89,138,13176,1.0,"",1.0
FUBP1,0,46,138,13176,1.0,"",1.0
CASP6,0,91,138,13176,1.0,"",1.0
CASKIN1,0,31,138,13176,1.0,"",1.0
SLC17A5,0,74,138,13176,1.0,"",1.0
CASP10,0,60,138,13176,1.0,"",1.0
UAP1,1,47,138,13176,0.39087092732088696,Glycerol_3.34_P22_plate_41002889,1.0
CYBB,1,89,138,13176,0.6094601225020597,Melatonin_3.82_D16_plate_41002692,1.0
RHOC,0,63,138,13176,1.0,"",1.0
ADCY10,2,48,138,13176,0.0899484529971214,"Glycerol_3.34_P22_plate_41002889,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
ADGRF1,0,45,138,13176,1.0,"",1.0
MGAM,1,60,138,13176,0.46908615608088705,Glycerol_3.34_P22_plate_41002889,1.0
CAMLG,1,46,138,13176,0.38440080632106327,Cyclosporin A_3.34_P19_plate_41002701,1.0
EPHB4,0,78,138,13176,1.0,"",1.0
SCOC,0,32,138,13176,1.0,"",1.0
NR6A1,0,194,138,13176,1.0,"",1.0
SAR1B,1,46,138,13176,0.38440080632106327,Disulfiram_3.82_I17_plate_41002692,1.0
MORF4L2,0,31,138,13176,1.0,"",1.0
METRN,0,63,138,13176,1.0,"",1.0
PRIM2,0,46,138,13176,1.0,"",1.0
CD52,0,76,138,13176,1.0,"",1.0
AFAP1L2,0,47,138,13176,1.0,"",1.0
SLC6A7,1,91,138,13176,0.6176533504119434,Clomipramine_3.82_F03_plate_41002878,1.0
WNT5A,0,117,138,13176,1.0,"",1.0
TULP4,1,46,138,13176,0.38440080632106327,Cyclosporin A_3.34_P19_plate_41002701,1.0
DONSON,0,62,138,13176,1.0,"",1.0
LIMCH1,1,89,138,13176,0.6094601225020597,Disulfiram_3.82_I17_plate_41002692,1.0
CPNE5,0,31,138,13176,1.0,"",1.0
ZMYM3,0,32,138,13176,1.0,"",1.0
PPP3CB,1,46,138,13176,0.38440080632106327,Cyclosporin A_3.34_P19_plate_41002701,1.0
SSU72,0,48,138,13176,1.0,"",1.0
CRYBG2,0,31,138,13176,1.0,"",1.0
AIFM1,1,92,138,13176,0.6216857415195591,Glycerol_3.34_P22_plate_41002889,1.0
OLFML3,0,120,138,13176,1.0,"",1.0
PAXX,0,32,138,13176,1.0,"",1.0
CPSF7,1,46,138,13176,0.38440080632106327,Glycerol_3.34_P22_plate_41002889,1.0
LHX2,0,78,138,13176,1.0,"",1.0
SOCS1,1,104,138,13176,0.6669034377456655,Cyclosporin A_3.34_P19_plate_41002701,1.0
GOT1L1,1,32,138,13176,0.28632057245144965,Glycerol_3.34_P22_plate_41002889,1.0
FOXD4,0,32,138,13176,1.0,"",1.0
NOD1,2,106,138,13176,0.30506029684840336,"Metformin_3.34_J22_plate_41002701,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
GHDC,0,47,138,13176,1.0,"",1.0
TYMSOS,0,16,138,13176,1.0,"",1.0
DDX46,0,32,138,13176,1.0,"",1.0
CTNNB1,4,317,138,13176,0.42530588212973824,"Atazanavir_3.82_B10_plate_41002896,Glycerol_3.34_P22_plate_41002889,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883,Melatonin_3.82_D16_plate_41002692",1.0
AGMAT,1,48,138,13176,0.39727353315756336,Glycerol_3.34_P22_plate_41002889,1.0
SLC43A1,1,60,138,13176,0.46908615608088705,Cyclosporin A_3.34_P19_plate_41002701,1.0
LBR,0,62,138,13176,1.0,"",1.0
PTPRZ1,0,46,138,13176,1.0,"",1.0
SLC11A2,0,63,138,13176,1.0,"",1.0
CALHM5,0,32,138,13176,1.0,"",1.0
TMEM208,1,62,138,13176,0.48019982481872137,Disulfiram_3.82_I17_plate_41002692,1.0
PRSS16,0,31,138,13176,1.0,"",1.0
PNRC2,0,45,138,13176,1.0,"",1.0
MX2,0,45,138,13176,1.0,"",1.0
TENM3,0,31,138,13176,1.0,"",1.0
EDN1,1,301,138,13176,0.9594820089631261,Isosorbide dinitrate_3.82_K10_plate_41002897,1.0
RMI2,1,44,138,13176,0.3712551847178332,Cyclosporin A_3.34_P19_plate_41002701,1.0
LMAN2,1,48,138,13176,0.39727353315756336,Glycerol_3.34_P22_plate_41002889,1.0
NOP2,0,32,138,13176,1.0,"",1.0
SAMM50,0,32,138,13176,1.0,"",1.0
FSTL4,0,14,138,13176,1.0,"",1.0
STAT5A,0,47,138,13176,1.0,"",1.0
HMOX1,5,524,138,13176,0.6465766861893334,"Bortezomib_1.43_O21_plate_41002945,5-Aminosalicylic Acid_3.82_P23_plate_41002877,Bortezomib_0.95_N08_plate_41002875,Cyclosporin A_3.34_P19_plate_41002701,Disulfiram_3.82_I17_plate_41002692",1.0
FXYD6,0,46,138,13176,1.0,"",1.0
BCL11A,0,75,138,13176,1.0,"",1.0
B4GALT4,0,30,138,13176,1.0,"",1.0
TRIM6,0,46,138,13176,1.0,"",1.0
CYP4F22,0,47,138,13176,1.0,"",1.0
STC1,0,102,138,13176,1.0,"",1.0
SELPLG,0,45,138,13176,1.0,"",1.0
NRF1,1,44,138,13176,0.3712551847178332,Cyclosporin A_3.34_P19_plate_41002701,1.0
MBD3,0,16,138,13176,1.0,"",1.0
ZCCHC12,0,47,138,13176,1.0,"",1.0
PIK3CD,1,152,138,13176,0.8000467074377745,Glycerol_3.34_P22_plate_41002889,1.0
C11orf54,0,63,138,13176,1.0,"",1.0
MYBL1,0,61,138,13176,1.0,"",1.0
CHRNA7,0,59,138,13176,1.0,"",1.0
PARK7,0,16,138,13176,1.0,"",1.0
PPP3R1,2,109,138,13176,0.3166460851864065,"Cyclosporin A_3.34_P19_plate_41002701,Glycerol_3.34_P22_plate_41002889",1.0
SIPA1L2,0,76,138,13176,1.0,"",1.0
SERTM1,1,44,138,13176,0.3712551847178332,Cyclosporin A_3.34_P19_plate_41002701,1.0
ITPR1,1,138,138,13176,0.7679087653194222,Glycerol_3.34_P22_plate_41002889,1.0
DNAJC4,0,32,138,13176,1.0,"",1.0
RAD51AP1,0,30,138,13176,1.0,"",1.0
RAB15,0,45,138,13176,1.0,"",1.0
FKBP4,2,121,138,13176,0.3624754429328139,"Cyclosporin A_3.34_P19_plate_41002701,Glycerol_3.34_P22_plate_41002889",1.0
MAPKAPK3,2,90,138,13176,0.24294290882209493,"Cyclosporin A_3.34_P19_plate_41002701,Atazanavir_3.82_B10_plate_41002896",1.0
ATP5F1E,1,48,138,13176,0.39727353315756336,Glycerol_3.34_P22_plate_41002889,1.0
ERI3,1,32,138,13176,0.28632057245144965,Glycerol_3.34_P22_plate_41002889,1.0
WFDC2,0,105,138,13176,1.0,"",1.0
ULK2,0,47,138,13176,1.0,"",1.0
DDX19A,0,16,138,13176,1.0,"",1.0
MAP3K14,0,48,138,13176,1.0,"",1.0
XPOT,0,30,138,13176,1.0,"",1.0
YTHDF1,0,16,138,13176,1.0,"",1.0
CHIC2,0,46,138,13176,1.0,"",1.0
G2E3,0,30,138,13176,1.0,"",1.0
SP140L,0,62,138,13176,1.0,"",1.0
NDC1,0,30,138,13176,1.0,"",1.0
CDX1,0,30,138,13176,1.0,"",1.0
ATPAF2,0,30,138,13176,1.0,"",1.0
AFDN-DT,0,59,138,13176,1.0,"",1.0
FRMD6,0,73,138,13176,1.0,"",1.0
COMT,2,231,138,13176,0.700056522821025,"Glycerol_3.34_P22_plate_41002889,Entacapone_3.82_A15_plate_41002693",1.0
NDUFB7,1,30,138,13176,0.27109701643053735,Metformin_3.34_J22_plate_41002701,1.0
SEMA3B,0,106,138,13176,1.0,"",1.0
LHFPL2,0,63,138,13176,1.0,"",1.0
WNT2,0,32,138,13176,1.0,"",1.0
ARTN,0,44,138,13176,1.0,"",1.0
IL13RA2,0,76,138,13176,1.0,"",1.0
KCNK9,0,16,138,13176,1.0,"",1.0
MCOLN3,0,46,138,13176,1.0,"",1.0
A4GALT,0,62,138,13176,1.0,"",1.0
GJA3,0,30,138,13176,1.0,"",1.0
PNOC,1,107,138,13176,0.6773426673512546,Melatonin_3.82_D16_plate_41002692,1.0
LIN28B,1,30,138,13176,0.27109701643053735,Glycerol_3.34_P22_plate_41002889,1.0
HBA1,1,73,138,13176,0.5373215488085691,Disulfiram_3.82_I17_plate_41002692,1.0
CHRM3,8,545,138,13176,0.2123786391291992,"Fesoterodine_3.34_L07_plate_41002890,Cyproheptadine_3.82_F03_plate_41002897,Darifenacin_3.82_E17_plate_41002878,Clomipramine_3.82_F03_plate_41002878,Levomepromazine_3.82_L15_plate_41002897,Fesoterodine_3.34_E11_plate_41002893,Chlorpromazine_3.82_B03_plate_41002878,Darifenacin_3.82_G11_plate_41002692",1.0
FBLN7,0,61,138,13176,1.0,"",1.0
COLGALT2,0,76,138,13176,1.0,"",1.0
YAP1,0,75,138,13176,1.0,"",1.0
LINC00261,0,31,138,13176,1.0,"",1.0
P2RY4,1,123,138,13176,0.7277706110145585,Melatonin_3.82_D16_plate_41002692,1.0
SS18L2,0,30,138,13176,1.0,"",1.0
BMI1,0,48,138,13176,1.0,"",1.0
GOLGA7,0,32,138,13176,1.0,"",1.0
KMO,1,64,138,13176,0.4910825008349675,"2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
MIF,1,107,138,13176,0.6773426673512546,Glycerol_3.34_P22_plate_41002889,1.0
PCSK6,0,91,138,13176,1.0,"",1.0
EOGT,0,46,138,13176,1.0,"",1.0
MGAT2,0,32,138,13176,1.0,"",1.0
SERPINA1,0,110,138,13176,1.0,"",1.0
RAD54L,0,30,138,13176,1.0,"",1.0
DGKZ,0,16,138,13176,1.0,"",1.0
CXCL8,14,1140,138,13176,0.30625100217595025,"Capsaicin_3.34_P14_plate_41002701,Cyclosporin A_3.34_P19_plate_41002701,Ciprofloxacin_3.82_M08_plate_41002947,Ketoprofen_3.82_K03_plate_41002897,Bortezomib_1.43_O21_plate_41002945,Erlotinib_1.43_J23_plate_41002703,Terbinafine_3.34_G18_plate_41002957,Bortezomib_0.95_N08_plate_41002875,Osimertinib_3.34_B11_plate_41002889,Capsaicin_3.82_F24_plate_41002878,Atazanavir_3.82_B10_plate_41002896,Sulfasalazine_3.34_O23_plate_41002701,Chlorpromazine_3.82_B03_plate_41002878,Melatonin_3.82_D16_plate_41002692",1.0
CYP2B6,19,1535,138,13176,0.25278097862091453,"Nevirapine_3.34_N14_plate_41002956,Chlorpromazine_3.82_B03_plate_41002878,Lopinavir_3.82_O13_plate_41002692,Amlodipine_3.82_N07_plate_41002897,Lopinavir_3.82_F09_plate_41002897,Atazanavir_3.82_B10_plate_41002896,Ixazomib_2.36_M08_plate_41002898,Rilpivirine_1.43_M01_plate_41002703,Amlodipine_3.34_C02_plate_41002892,Triclosan_3.82_F22_plate_41002946,Pexidartinib_1.43_L07_plate_41002703,Ixazomib_2.86_L10_plate_41002905,Cyclosporin A_3.34_P19_plate_41002701,Ivosidenib_3.34_D19_plate_41002893,Rifapentine_3.82_M11_plate_41002693,Glycerol_3.34_P22_plate_41002889,Triclosan_3.82_D24_plate_41002877,Lopinavir_3.34_O01_plate_41002700,Pexidartinib_3.34_D19_plate_41002892",1.0
WRN,0,32,138,13176,1.0,"",1.0
ANXA2,0,93,138,13176,1.0,"",1.0
CSPP1,0,16,138,13176,1.0,"",1.0
HLA-A,0,163,138,13176,1.0,"",1.0
PEX11G,0,30,138,13176,1.0,"",1.0
CENPU,0,92,138,13176,1.0,"",1.0
MANEAL,0,45,138,13176,1.0,"",1.0
POLR3G,0,62,138,13176,1.0,"",1.0
SSR1,0,30,138,13176,1.0,"",1.0
MIS12,0,32,138,13176,1.0,"",1.0
KRT80,0,47,138,13176,1.0,"",1.0
RELB,0,91,138,13176,1.0,"",1.0
CLDN3,0,61,138,13176,1.0,"",1.0
STAG1,0,32,138,13176,1.0,"",1.0
PDGFRL,0,32,138,13176,1.0,"",1.0
PAPSS2,2,107,138,13176,0.30892647697920195,"Glycerol_3.34_P22_plate_41002889,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
TRAPPC2L,0,32,138,13176,1.0,"",1.0
HS3ST1,0,45,138,13176,1.0,"",1.0
TTYH1,0,16,138,13176,1.0,"",1.0
ADGRV1,0,59,138,13176,1.0,"",1.0
PDHX,1,32,138,13176,0.28632057245144965,Glycerol_3.34_P22_plate_41002889,1.0
MXRA5,0,91,138,13176,1.0,"",1.0
MCRIP2,1,45,138,13176,0.3778624634650871,Cyclosporin A_3.34_P19_plate_41002701,1.0
NCF1,0,91,138,13176,1.0,"",1.0
KMT5B,1,63,138,13176,0.4856697366819983,Glycerol_3.34_P22_plate_41002889,1.0
ZRANB3,0,46,138,13176,1.0,"",1.0
ARHGEF26,1,47,138,13176,0.39087092732088696,Glycerol_3.34_P22_plate_41002889,1.0
TECPR2,1,30,138,13176,0.27109701643053735,Cyclosporin A_3.34_P19_plate_41002701,1.0
KAT6B,0,45,138,13176,1.0,"",1.0
BCL2L13,0,31,138,13176,1.0,"",1.0
ZFP14,0,30,138,13176,1.0,"",1.0
LZTS2,0,32,138,13176,1.0,"",1.0
HPSE,0,63,138,13176,1.0,"",1.0
GAK,3,168,138,13176,0.25779934565960555,"Afatinib_3.82_P09_plate_41002692,Glycerol_3.34_P22_plate_41002889,Erlotinib_1.43_J23_plate_41002703",1.0
ZCCHC24,0,45,138,13176,1.0,"",1.0
ZNRF1,0,32,138,13176,1.0,"",1.0
SLC18A1,0,32,138,13176,1.0,"",1.0
IL13,3,48,138,13176,0.013791348965675713,"Triclosan_3.82_F22_plate_41002946,Glycerol_3.34_P22_plate_41002889,Triclosan_3.82_D24_plate_41002877",1.0
DOK4,0,16,138,13176,1.0,"",1.0
IQCA1,0,30,138,13176,1.0,"",1.0
CBFA2T3,0,16,138,13176,1.0,"",1.0
ETV5,0,77,138,13176,1.0,"",1.0
ARF5,0,16,138,13176,1.0,"",1.0
SLC35D3,0,46,138,13176,1.0,"",1.0
PAK1,0,32,138,13176,1.0,"",1.0
TAOK3,0,92,138,13176,1.0,"",1.0
TAF4B,0,28,138,13176,1.0,"",1.0
ATP9B,1,30,138,13176,0.27109701643053735,Cyclosporin A_3.34_P19_plate_41002701,1.0
LACTB,0,91,138,13176,1.0,"",1.0
PLK1,3,170,138,13176,0.26344716308382987,"Palbociclib_3.34_P21_plate_41002889,Glycerol_3.34_P22_plate_41002889,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
SKP1,0,78,138,13176,1.0,"",1.0
TPI1,2,107,138,13176,0.30892647697920195,"Glycerol_3.34_P22_plate_41002889,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
NIPAL2,0,45,138,13176,1.0,"",1.0
ZNF385C,0,45,138,13176,1.0,"",1.0
ACOT1,1,16,138,13176,0.15511742986376995,Glycerol_3.34_P22_plate_41002889,1.0
TLE2,0,32,138,13176,1.0,"",1.0
AVP,0,78,138,13176,1.0,"",1.0
ALDOC,0,48,138,13176,1.0,"",1.0
EGFL7,0,32,138,13176,1.0,"",1.0
NALF2,0,16,138,13176,1.0,"",1.0
DUSP9,0,47,138,13176,1.0,"",1.0
OSCAR,0,31,138,13176,1.0,"",1.0
UBE2QL1,0,30,138,13176,1.0,"",1.0
H6PD,1,60,138,13176,0.46908615608088705,Disulfiram_3.82_I17_plate_41002692,1.0
CSTF1,1,48,138,13176,0.39727353315756336,"2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
OPLAH,0,32,138,13176,1.0,"",1.0
TNNC1,1,75,138,13176,0.5470163983920299,Glycerol_3.34_P22_plate_41002889,1.0
AGBL5,2,62,138,13176,0.13748499867623679,"Cyclosporin A_3.34_P19_plate_41002701,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
DPYSL2,0,59,138,13176,1.0,"",1.0
CTTNBP2NL,0,46,138,13176,1.0,"",1.0
FMOD,0,47,138,13176,1.0,"",1.0
MT1L,1,58,138,13176,0.4577366281739692,Disulfiram_3.82_I17_plate_41002692,1.0
FDFT1,1,119,138,13176,0.7159497577008199,Cyclosporin A_3.34_P19_plate_41002701,1.0
MCM10,0,77,138,13176,1.0,"",1.0
PLAG1,1,30,138,13176,0.27109701643053735,Cyclosporin A_3.34_P19_plate_41002701,1.0
CELA1,1,31,138,13176,0.27874866801524656,Glycerol_3.34_P22_plate_41002889,1.0
PHF11,0,77,138,13176,1.0,"",1.0
ZNF831,1,46,138,13176,0.38440080632106327,Cyclosporin A_3.34_P19_plate_41002701,1.0
PFKFB2,1,63,138,13176,0.4856697366819983,Glycerol_3.34_P22_plate_41002889,1.0
PIPOX,0,60,138,13176,1.0,"",1.0
FAM20A,1,45,138,13176,0.3778624634650871,Cyclosporin A_3.34_P19_plate_41002701,1.0
PRDX5,1,110,138,13176,0.6874570288329402,Glycerol_3.34_P22_plate_41002889,1.0
AHNAK2,0,77,138,13176,1.0,"",1.0
WDR74,0,32,138,13176,1.0,"",1.0
CDC25C,0,120,138,13176,1.0,"",1.0
RNASE4,0,31,138,13176,1.0,"",1.0
TBRG1,1,46,138,13176,0.38440080632106327,Glycerol_3.34_P22_plate_41002889,1.0
HNF1A,1,61,138,13176,0.47467216633255205,5-Azacytidine_2.86_I02_plate_41002951,1.0
FAAP100,0,16,138,13176,1.0,"",1.0
PIK3R1,2,132,138,13176,0.403466277906698,"Cyclosporin A_3.34_P19_plate_41002701,Atazanavir_3.82_B10_plate_41002896",1.0
TPM3,0,32,138,13176,1.0,"",1.0
SLC16A9,0,29,138,13176,1.0,"",1.0
GPR153,0,32,138,13176,1.0,"",1.0
RPL27,0,16,138,13176,1.0,"",1.0
PRKCH,0,61,138,13176,1.0,"",1.0
MYO18A,0,16,138,13176,1.0,"",1.0
SATB2,0,61,138,13176,1.0,"",1.0
PPFIBP2,1,77,138,13176,0.556509545887919,Glycerol_3.34_P22_plate_41002889,1.0
RNF217,0,46,138,13176,1.0,"",1.0
ACTR3,0,32,138,13176,1.0,"",1.0
CPB2,2,48,138,13176,0.0899484529971214,"Glycerol_3.34_P22_plate_41002889,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
RXRG,0,223,138,13176,1.0,"",1.0
EZH1,0,48,138,13176,1.0,"",1.0
CELF5,0,30,138,13176,1.0,"",1.0
MSRB2,0,47,138,13176,1.0,"",1.0
NEBL,0,73,138,13176,1.0,"",1.0
PTP4A3,0,60,138,13176,1.0,"",1.0
H2BC12,1,90,138,13176,0.6135782934422834,Disulfiram_3.82_I17_plate_41002692,1.0
VIPR2,0,108,138,13176,1.0,"",1.0
SCG3,0,46,138,13176,1.0,"",1.0
TRPV1,2,91,138,13176,0.24682316617292527,"Capsaicin_3.34_P14_plate_41002701,Capsaicin_3.82_F24_plate_41002878",1.0
PPP2R5C,0,45,138,13176,1.0,"",1.0
PDXK,0,77,138,13176,1.0,"",1.0
CNPY4,0,61,138,13176,1.0,"",1.0
CDV3,0,61,138,13176,1.0,"",1.0
BAIAP2L1,0,32,138,13176,1.0,"",1.0
NNT,1,47,138,13176,0.39087092732088696,Glycerol_3.34_P22_plate_41002889,1.0
CCDC77,0,46,138,13176,1.0,"",1.0
CD44,1,210,138,13176,0.8923501584231612,Glycerol_3.34_P22_plate_41002889,1.0
PI15,0,45,138,13176,1.0,"",1.0
SLC1A3,0,75,138,13176,1.0,"",1.0
KMT2A,3,94,138,13176,0.07584054082033591,"Glycerol_3.34_P22_plate_41002889,Bortezomib_0.95_N08_plate_41002875,Bortezomib_1.43_O21_plate_41002945",1.0
GPCPD1,0,92,138,13176,1.0,"",1.0
MRPL45,1,46,138,13176,0.38440080632106327,Disulfiram_3.82_I17_plate_41002692,1.0
TCF15,0,30,138,13176,1.0,"",1.0
CRABP1,0,105,138,13176,1.0,"",1.0
ALKBH2,0,48,138,13176,1.0,"",1.0
FETUB,2,30,138,13176,0.0391300434135816,"Cyclosporin A_3.34_P19_plate_41002701,Chlorpromazine_3.82_B03_plate_41002878",1.0
MXD1,0,89,138,13176,1.0,"",1.0
RASEF,0,45,138,13176,1.0,"",1.0
NQO1,4,480,138,13176,0.7454741948151775,"Cyclosporin A_3.34_P19_plate_41002701,Metformin_3.34_J22_plate_41002701,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883,Melatonin_3.82_D16_plate_41002692",1.0
ANKRD2,0,31,138,13176,1.0,"",1.0
SENP6,0,30,138,13176,1.0,"",1.0
LZTS1,0,75,138,13176,1.0,"",1.0
HDAC2,0,121,138,13176,1.0,"",1.0
SLC2A1,2,123,138,13176,0.3700111151459543,"Ciprofloxacin_3.82_M08_plate_41002947,Levofloxacin_3.82_P18_plate_41002878",1.0
COL4A5,1,32,138,13176,0.28632057245144965,Glycerol_3.34_P22_plate_41002889,1.0
SPTAN1,1,64,138,13176,0.4910825008349675,Glycerol_3.34_P22_plate_41002889,1.0
TM4SF4,0,48,138,13176,1.0,"",1.0
GALNT3,0,60,138,13176,1.0,"",1.0
FAP,1,91,138,13176,0.6176533504119434,Linagliptin_2.86_J02_plate_41002904,1.0
BMP6,2,107,138,13176,0.30892647697920195,"Triclosan_3.82_F22_plate_41002946,Triclosan_3.82_D24_plate_41002877",1.0
rpsS,0,45,138,13176,1.0,"",1.0
IFNG,5,348,138,13176,0.30082516205651866,"Metformin_3.34_J22_plate_41002701,Cyclosporin A_3.34_P19_plate_41002701,Azathioprine_3.34_D21_plate_41002701,Sulfasalazine_3.34_O23_plate_41002701,Chlorpromazine_3.82_B03_plate_41002878",1.0
GABRA5,0,271,138,13176,1.0,"",1.0
FBXO4,0,32,138,13176,1.0,"",1.0
WNT3A,0,29,138,13176,1.0,"",1.0
GATM,1,59,138,13176,0.4634411826267809,Cyclosporin A_3.34_P19_plate_41002701,1.0
RHOBTB1,0,45,138,13176,1.0,"",1.0
C1R,1,76,138,13176,0.5517879224758316,Disulfiram_3.82_I17_plate_41002692,1.0
P2RY10,0,32,138,13176,1.0,"",1.0
CCL25,1,107,138,13176,0.6773426673512546,Melatonin_3.82_D16_plate_41002692,1.0
EXD3,0,31,138,13176,1.0,"",1.0
ASAP2,0,45,138,13176,1.0,"",1.0
DOT1L,1,48,138,13176,0.39727353315756336,Glycerol_3.34_P22_plate_41002889,1.0
PSME1,0,47,138,13176,1.0,"",1.0
MT1B,1,44,138,13176,0.3712551847178332,Disulfiram_3.82_I17_plate_41002692,1.0
FTH1,2,152,138,13176,0.47458536928418904,"Chlorpromazine_3.82_B03_plate_41002878,Glycerol_3.34_P22_plate_41002889",1.0
SCML1,0,62,138,13176,1.0,"",1.0
COMMD6,0,32,138,13176,1.0,"",1.0
MYO1C,1,62,138,13176,0.48019982481872137,Glycerol_3.34_P22_plate_41002889,1.0
OR8B8,0,31,138,13176,1.0,"",1.0
SCG2,0,32,138,13176,1.0,"",1.0
SCML2,1,48,138,13176,0.39727353315756336,"2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
RSAD2,1,45,138,13176,0.3778624634650871,Disulfiram_3.82_I17_plate_41002692,1.0
GFPT2,0,46,138,13176,1.0,"",1.0
TMEM201,0,32,138,13176,1.0,"",1.0
PHACTR3,0,45,138,13176,1.0,"",1.0
WNT4,0,75,138,13176,1.0,"",1.0
LINC01134,0,31,138,13176,1.0,"",1.0
PAN3,1,32,138,13176,0.28632057245144965,Glycerol_3.34_P22_plate_41002889,1.0
FOSL1,2,152,138,13176,0.47458536928418904,"Cyclosporin A_3.34_P19_plate_41002701,Atazanavir_3.82_B10_plate_41002896",1.0
ZNF428,0,45,138,13176,1.0,"",1.0
TIAL1,1,48,138,13176,0.39727353315756336,Glycerol_3.34_P22_plate_41002889,1.0
PTPRK,0,47,138,13176,1.0,"",1.0
ANKRD13A,0,32,138,13176,1.0,"",1.0
HYAL1,1,48,138,13176,0.39727353315756336,Glycerol_3.34_P22_plate_41002889,1.0
ANKFY1,0,30,138,13176,1.0,"",1.0
NPRL3,0,30,138,13176,1.0,"",1.0
ANK3,0,31,138,13176,1.0,"",1.0
ARHGAP26,0,74,138,13176,1.0,"",1.0
PIK3C2B,1,104,138,13176,0.6669034377456655,Cyclosporin A_3.34_P19_plate_41002701,1.0
MPC1,0,46,138,13176,1.0,"",1.0
APEX1,4,62,138,13176,0.004017264868690172,"Triclosan_3.82_F22_plate_41002946,Metformin_3.34_J22_plate_41002701,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883,Triclosan_3.82_D24_plate_41002877",1.0
DCAF4,0,44,138,13176,1.0,"",1.0
NDUFA1,1,46,138,13176,0.38440080632106327,Metformin_3.34_J22_plate_41002701,1.0
FAM167A,1,61,138,13176,0.47467216633255205,Cyclosporin A_3.34_P19_plate_41002701,1.0
TMEM43,1,44,138,13176,0.3712551847178332,Disulfiram_3.82_I17_plate_41002692,1.0
L3MBTL2,0,32,138,13176,1.0,"",1.0
DLL3,0,47,138,13176,1.0,"",1.0
GASK1B,0,61,138,13176,1.0,"",1.0
RNF139,0,45,138,13176,1.0,"",1.0
CCSER1,0,16,138,13176,1.0,"",1.0
PAPPA,0,90,138,13176,1.0,"",1.0
HSD17B14,0,47,138,13176,1.0,"",1.0
PAX2,0,30,138,13176,1.0,"",1.0
ATF6,2,106,138,13176,0.30506029684840336,"Cyclosporin A_3.34_P19_plate_41002701,Atazanavir_3.82_B10_plate_41002896",1.0
GRHL1,0,59,138,13176,1.0,"",1.0
IL20,0,44,138,13176,1.0,"",1.0
NDUFV1,1,62,138,13176,0.48019982481872137,Metformin_3.34_J22_plate_41002701,1.0
MIR146A,0,72,138,13176,1.0,"",1.0
YWHAH,0,32,138,13176,1.0,"",1.0
LMO3,0,78,138,13176,1.0,"",1.0
DDX17,0,32,138,13176,1.0,"",1.0
MFNG,0,62,138,13176,1.0,"",1.0
LPAR2,0,46,138,13176,1.0,"",1.0
F9,0,31,138,13176,1.0,"",1.0
TNK2,0,78,138,13176,1.0,"",1.0
MARCHF4,0,31,138,13176,1.0,"",1.0
PRKAB1,1,88,138,13176,0.6052983848113481,Metformin_3.34_J22_plate_41002701,1.0
ANK2,0,16,138,13176,1.0,"",1.0
PGAM2,1,63,138,13176,0.4856697366819983,Glycerol_3.34_P22_plate_41002889,1.0
FDX1,1,64,138,13176,0.4910825008349675,Glycerol_3.34_P22_plate_41002889,1.0
LAT2,0,32,138,13176,1.0,"",1.0
KLK6,0,63,138,13176,1.0,"",1.0
PPIH,0,32,138,13176,1.0,"",1.0
PNPLA2,0,47,138,13176,1.0,"",1.0
EFR3B,0,47,138,13176,1.0,"",1.0
KDM1A,1,62,138,13176,0.48019982481872137,Glycerol_3.34_P22_plate_41002889,1.0
MCM2,1,76,138,13176,0.5517879224758316,Cyclosporin A_3.34_P19_plate_41002701,1.0
CFAP300,0,31,138,13176,1.0,"",1.0
FGFR2,1,291,138,13176,0.954873806291085,Nintedanib_3.82_J18_plate_41002878,1.0
TAPBPL,0,31,138,13176,1.0,"",1.0
GOT1,1,137,138,13176,0.7654261213084218,Glycerol_3.34_P22_plate_41002889,1.0
KRT6A,0,109,138,13176,1.0,"",1.0
ECSCR,0,48,138,13176,1.0,"",1.0
KRT13,0,30,138,13176,1.0,"",1.0
PEPD,1,32,138,13176,0.28632057245144965,Glycerol_3.34_P22_plate_41002889,1.0
ACSM3,0,89,138,13176,1.0,"",1.0
THSD4,0,30,138,13176,1.0,"",1.0
PMCH,1,123,138,13176,0.7277706110145585,Melatonin_3.82_D16_plate_41002692,1.0
SOX6,0,47,138,13176,1.0,"",1.0
