target_set,p_value,fdr,overlap_size,target_set_size,overlap_hits
BCR,0.3689852733342547,1.0,1,46,Dasatinib_0.1369294673204422_A18_plate_41002699
MIR126,1.0,1.0,0,46,""
OLFM1,1.0,1.0,0,45,""
JAG2,1.0,1.0,0,75,""
CYP2E1,0.9995986600698917,1.0,2,990,"Sildenafil_33.5_P24_plate_41002701,Tamoxifen_100.0_F23_plate_41002896"
IRF5,1.0,1.0,0,76,""
CSTF3,1.0,1.0,0,61,""
ETV4,1.0,1.0,0,45,""
TBXA2R,0.9932630295459823,1.0,1,491,Tamoxifen_100.0_F23_plate_41002896
MUC12,1.0,1.0,0,31,""
NCOR2,0.5377403351261745,1.0,1,77,Tamoxifen_100.0_F23_plate_41002896
BCLAF1,1.0,1.0,0,47,""
RCAN2,0.3626265864732384,1.0,1,45,Tamoxifen_100.0_F23_plate_41002896
COX7A2,1.0,1.0,0,32,""
ARHGAP11A,1.0,1.0,0,31,""
TSSC4,1.0,1.0,0,16,""
TFCP2,1.0,1.0,0,32,""
SLC51A,0.5377403351261745,1.0,1,77,Atazanavir_33.5_M08_plate_41002892
MRAS,1.0,1.0,0,90,""
UBR5,0.3626265864732384,1.0,1,45,Tamoxifen_100.0_F23_plate_41002896
SDC1,1.0,1.0,0,75,""
TTC32,1.0,1.0,0,77,""
EXOSC5,1.0,1.0,0,48,""
AJUBA,1.0,1.0,0,60,""
KLHL14,1.0,1.0,0,32,""
GLRA3,1.0,1.0,0,31,""
HAUS7,0.3689852733342547,1.0,1,46,Cyclosporin A_11.0_J15_plate_41002880
IKBKG,1.0,1.0,0,74,""
BMP4,0.32824192443991906,1.0,2,118,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
DNAJB6,0.5819583836438769,1.0,1,87,Cyclosporin A_11.0_J15_plate_41002880
ADCY9,1.0,1.0,0,45,""
INHBB,1.0,1.0,0,31,""
TRBC1,1.0,1.0,0,45,""
FANCB,1.0,1.0,0,61,""
OCLN,0.5984463878801752,1.0,1,91,Tamoxifen_100.0_F23_plate_41002896
PCDHB10,1.0,1.0,0,30,""
TNPO1,1.0,1.0,0,60,""
RIOX2,1.0,1.0,0,47,""
PCED1A,1.0,1.0,0,16,""
TXNRD1,0.9180524391324971,1.0,1,248,Cyclosporin A_11.0_J15_plate_41002880
EIF4G1,1.0,1.0,0,75,""
SLC17A5,0.16757070369173077,1.0,2,74,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
MARCHF11,1.0,1.0,0,32,""
XRCC6,1.0,1.0,0,32,""
VPS13B,1.0,1.0,0,32,""
ABCA12,0.4679372883614132,1.0,1,63,Docetaxel_100.0_E02_plate_41002946
AGXT,1.0,1.0,0,46,""
TUBA3C,0.5030229339048784,1.0,2,169,"Docetaxel_100.0_E02_plate_41002946,Cabazitaxel_100.0_C06_plate_41002692"
ADORA1,1.0,1.0,0,140,""
SLCO2A1,1.0,1.0,0,106,""
PPAT,0.16405129613805505,1.0,2,73,"Dasatinib_0.1369294673204422_A18_plate_41002699,Azathioprine_3.5_M22_plate_41002689"
DANCR,1.0,1.0,0,47,""
LACTB,0.22894267424988365,1.0,2,91,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
REV3L,1.0,1.0,0,122,""
FAAP100,1.0,1.0,0,16,""
NIBAN1,1.0,1.0,0,74,""
NMD3,1.0,1.0,0,16,""
CASP9,1.0,1.0,0,135,""
STRIP1,1.0,1.0,0,16,""
CDC42,1.0,1.0,0,31,""
HTR2B,0.9972231770897639,1.0,2,789,"Olanzapine_100.0_K15_plate_41002693,Gilteritinib_2.200000047683716_M09_plate_41002951"
COL16A1,1.0,1.0,0,43,""
CEP57,1.0,1.0,0,44,""
KLHL22,1.0,1.0,0,60,""
TP73,0.5984463878801752,1.0,1,91,Cyclosporin A_11.0_J15_plate_41002880
PAFAH1B3,1.0,1.0,0,30,""
TMPRSS4,1.0,1.0,0,46,""
HS3ST1,1.0,1.0,0,45,""
JAZF1,0.18177322011111363,1.0,2,78,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
EHMT2,1.0,1.0,0,30,""
INA,1.0,1.0,0,48,""
GPX2,0.6209180670034247,1.0,2,210,"Atazanavir_33.5_M08_plate_41002892,Cyclosporin A_11.0_J15_plate_41002880"
MYL3,1.0,1.0,0,16,""
PLEKHA6,1.0,1.0,0,61,""
ZBTB9,1.0,1.0,0,47,""
SOCS2,0.33188383007440647,1.0,2,119,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
ACOT13,1.0,1.0,0,62,""
FAM210B,1.0,1.0,0,61,""
KCNJ8,0.7061522588523297,1.0,1,122,Tamoxifen_100.0_F23_plate_41002896
CRYM,1.0,1.0,0,46,""
SPIN4,1.0,1.0,0,76,""
BEND3,1.0,1.0,0,30,""
MRPL33,0.22894267424988365,1.0,2,91,"Tamoxifen_100.0_F23_plate_41002896,Cyclosporin A_11.0_J15_plate_41002880"
MYO7A,1.0,1.0,0,32,""
ATP5F1C,1.0,1.0,0,46,""
TSPAN10,1.0,1.0,0,16,""
TMEM97,1.0,1.0,0,76,""
KCNK5,1.0,1.0,0,46,""
CDH13,1.0,1.0,0,47,""
PRDX5,1.0,1.0,0,110,""
ALPL,1.0,1.0,0,152,""
PDE9A,1.0,1.0,0,59,""
MFGE8,1.0,1.0,0,30,""
ERCC1,0.7499668282393372,1.0,1,138,Triclosan_100.0_F22_plate_41002946
SALL1,0.446138333782513,1.0,1,59,Tamoxifen_100.0_F23_plate_41002896
PTPRM,1.0,1.0,0,32,""
PGLS,1.0,1.0,0,32,""
PFN1,1.0,1.0,0,48,""
LY6E,1.0,1.0,0,44,""
CASZ1,1.0,1.0,0,31,""
SLC23A2,1.0,1.0,0,62,""
TERT,0.8172385857863015,1.0,1,169,Tamoxifen_100.0_F23_plate_41002896
GPR143,1.0,1.0,0,32,""
NARF,1.0,1.0,0,30,""
ZFP62,1.0,1.0,0,46,""
LHFPL3,1.0,1.0,0,32,""
FZD4,1.0,1.0,0,61,""
SORT1,1.0,1.0,0,48,""
CTBP2,0.7061522588523297,1.0,1,122,Cyclosporin A_11.0_J15_plate_41002880
LIPF,1.0,1.0,0,46,""
A2M,1.0,1.0,0,64,""
GLT6D1,1.0,1.0,0,46,""
CDK11A,1.0,1.0,0,46,""
DDIT4L,1.0,1.0,0,59,""
SEC14L2,1.0,1.0,0,61,""
IGLJ3,1.0,1.0,0,44,""
UEVLD,1.0,1.0,0,48,""
TMEM132D,1.0,1.0,0,32,""
CHPF,1.0,1.0,0,32,""
NDUFAF6,1.0,1.0,0,32,""
SLC51B,0.39628775627638246,1.0,2,137,"Atazanavir_33.5_M08_plate_41002892,Cyclosporin A_11.0_J15_plate_41002880"
UBE3D,1.0,1.0,0,48,""
MTR,1.0,1.0,0,76,""
STAT3,0.7091010909413715,1.0,1,123,Docetaxel_100.0_E02_plate_41002946
PARVG,1.0,1.0,0,16,""
POSTN,1.0,1.0,0,44,""
PPM1F,1.0,1.0,0,47,""
NDUFV1,1.0,1.0,0,62,""
TAS2R30,1.0,1.0,0,123,""
CCL13,1.0,1.0,0,31,""
PON1,0.16757070369173077,1.0,2,74,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
NFYA,1.0,1.0,0,46,""
CSNK1D,1.0,1.0,0,32,""
DYNC1LI2,1.0,1.0,0,44,""
EIF2B3,1.0,1.0,0,15,""
KCNJ1,1.0,1.0,0,93,""
RIMKLB,1.0,1.0,0,32,""
GLB1L3,1.0,1.0,0,32,""
AQP3,1.0,1.0,0,120,""
UNC79,1.0,1.0,0,16,""
TBXAS1,1.0,1.0,0,77,""
OLFML3,0.3355203132447274,1.0,2,120,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
NANOG,0.22894267424988365,1.0,2,91,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
RPS14,1.0,1.0,0,32,""
STARD13,1.0,1.0,0,45,""
ARMCX2,1.0,1.0,0,31,""
MTNR1A,1.0,1.0,0,168,""
IQSEC1,1.0,1.0,0,16,""
TBX15,1.0,1.0,0,32,""
LIN9,1.0,1.0,0,32,""
OAZ1,1.0,1.0,0,16,""
IL18R1,1.0,1.0,0,16,""
FAT2,1.0,1.0,0,16,""
PHF21B,1.0,1.0,0,16,""
STMN2,0.40328024447731203,1.0,2,139,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
MED12,1.0,1.0,0,47,""
NUP62CL,1.0,1.0,0,46,""
SDCBP,0.46256871289929685,1.0,1,62,Tamoxifen_100.0_F23_plate_41002896
EMG1,1.0,1.0,0,62,""
RAD51AP1,1.0,1.0,0,30,""
RBPJ,1.0,1.0,0,108,""
PALM2AKAP2,1.0,1.0,0,47,""
ABHD16B,1.0,1.0,0,32,""
SECISBP2L,1.0,1.0,0,32,""
CTSC,1.0,1.0,0,79,""
STX1A,1.0,1.0,0,15,""
ZNF518A,1.0,1.0,0,47,""
PTPRR,1.0,1.0,0,43,""
F2,1.0,1.0,0,138,""
PDE6B,1.0,1.0,0,46,""
PFKFB2,1.0,1.0,0,63,""
TRA2A,1.0,1.0,0,61,""
SLCO1A2,0.9614987696175413,1.0,2,499,"Mirabegron_100.0_O22_plate_41002878,Cyclosporin A_11.0_J15_plate_41002880"
MAP9,1.0,1.0,0,30,""
CUBN,1.0,1.0,0,32,""
TNXB,0.25925160885185383,1.0,1,30,Cyclosporin A_11.0_J15_plate_41002880
KCNE4,1.0,1.0,0,45,""
ETFDH,1.0,1.0,0,91,""
HTR1A,0.9813414790756072,1.0,4,899,"Olanzapine_100.0_K15_plate_41002693,Granisetron_100.0_I01_plate_41002692,Gilteritinib_2.200000047683716_M09_plate_41002951,Ziprasidone_100.0_C16_plate_41002877"
THAP4,1.0,1.0,0,48,""
LARP7,1.0,1.0,0,46,""
GPR183,1.0,1.0,0,32,""
FUS,1.0,1.0,0,32,""
NOC2L,1.0,1.0,0,32,""
NDUFA7,1.0,1.0,0,30,""
HADHA,1.0,1.0,0,32,""
GNG7,1.0,1.0,0,48,""
NDUFS2,1.0,1.0,0,46,""
PDZK1IP1,1.0,1.0,0,16,""
C1RL,0.446138333782513,1.0,1,59,Cyclosporin A_11.0_J15_plate_41002880
SLC5A1,1.0,1.0,0,44,""
GUSBP2,1.0,1.0,0,47,""
SOBP,1.0,1.0,0,62,""
PLAAT4,1.0,1.0,0,48,""
REPS1,1.0,1.0,0,30,""
PLA2G1B,1.0,1.0,0,76,""
DUSP2,0.446138333782513,1.0,1,59,Tamoxifen_100.0_F23_plate_41002896
MED7,1.0,1.0,0,47,""
MRTFA,1.0,1.0,0,32,""
SDC2,0.4376490717257504,1.0,2,149,"Atazanavir_33.5_M08_plate_41002892,Cyclosporin A_11.0_J15_plate_41002880"
MMP14,0.16405129613805505,1.0,2,73,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
CCN2,0.5942546108470583,1.0,2,200,"Triclosan_100.0_F22_plate_41002946,Cyclosporin A_11.0_J15_plate_41002880"
TMEM43,1.0,1.0,0,44,""
IFITM1,0.34639474398929443,1.0,2,123,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
DPCD,1.0,1.0,0,16,""
GPR151,1.0,1.0,0,383,""
PARD3,1.0,1.0,0,32,""
DISP3,1.0,1.0,0,16,""
POLR3D,1.0,1.0,0,29,""
ELAVL4,1.0,1.0,0,48,""
ZBTB7C,1.0,1.0,0,31,""
ACTB,1.0,1.0,0,48,""
GNRHR,1.0,1.0,0,430,""
NRARP,1.0,1.0,0,45,""
FOXRED2,1.0,1.0,0,30,""
EPB41L2,0.2666331727679047,1.0,1,31,Tamoxifen_100.0_F23_plate_41002896
B4GALT2,1.0,1.0,0,32,""
GGT7,1.0,1.0,0,48,""
AMPD2,1.0,1.0,0,47,""
PTPN23,1.0,1.0,0,32,""
MMP13,0.9025734298679418,1.0,1,231,Bicalutamide_100.0_I11_plate_41002692
MT1G,1.0,1.0,0,105,""
DDHD1,1.0,1.0,0,47,""
SOCS6,1.0,1.0,0,61,""
OSBPL5,1.0,1.0,0,31,""
HLA-DRA,1.0,1.0,0,60,""
KDELR2,1.0,1.0,0,30,""
KCNN4,0.8413985460210291,1.0,1,183,Tamoxifen_100.0_F23_plate_41002896
MIX23,1.0,1.0,0,46,""
DFFB,1.0,1.0,0,64,""
ABHD11,1.0,1.0,0,60,""
CHRFAM7A,1.0,1.0,0,59,""
ABCA7,0.27394173529110005,1.0,1,32,Docetaxel_100.0_E02_plate_41002946
SPTBN5,1.0,1.0,0,31,""
RAMP1,1.0,1.0,0,110,""
GPSM2,0.45166977224210647,1.0,1,60,Cyclosporin A_11.0_J15_plate_41002880
ADAM33,1.0,1.0,0,48,""
ABHD5,1.0,1.0,0,91,""
BDKRB1,1.0,1.0,0,581,""
C9orf85,1.0,1.0,0,32,""
ISYNA1,1.0,1.0,0,79,""
ARHGEF10,0.446138333782513,1.0,1,59,Cyclosporin A_11.0_J15_plate_41002880
MBD2,1.0,1.0,0,47,""
AK3,1.0,1.0,0,48,""
GNAQ,1.0,1.0,0,45,""
PLEKHA1,1.0,1.0,0,32,""
NKAP,1.0,1.0,0,31,""
KLHDC4,1.0,1.0,0,32,""
CENPQ,1.0,1.0,0,46,""
PPIAL4A,1.0,1.0,0,47,""
HOXB3,1.0,1.0,0,61,""
GTF3C1,1.0,1.0,0,16,""
FANCG,0.651233074736314,1.0,1,105,Cyclosporin A_11.0_J15_plate_41002880
PDE7B,1.0,1.0,0,30,""
CRAT,1.0,1.0,0,48,""
DUSP9,1.0,1.0,0,47,""
GLRX2,0.22527583106341445,1.0,2,90,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
SLC22A5,1.0,1.0,0,355,""
CRBN,1.0,1.0,0,43,""
TUBG2,1.0,1.0,0,47,""
ENDOG,1.0,1.0,0,45,""
ZFP36,0.7785134778131428,1.0,1,150,Tamoxifen_100.0_F23_plate_41002896
MT-ND2,1.0,1.0,0,46,""
JUND,0.3391511228362021,1.0,2,121,"Atazanavir_33.5_M08_plate_41002892,Cyclosporin A_11.0_J15_plate_41002880"
LMNB1,1.0,1.0,0,61,""
PLTP,1.0,1.0,0,32,""
NME1,1.0,1.0,0,105,""
TTTY14,1.0,1.0,0,32,""
INS,1.0,1.0,0,31,""
FAM81A,1.0,1.0,0,16,""
BCL10,1.0,1.0,0,60,""
ALG1,1.0,1.0,0,32,""
ING5,1.0,1.0,0,32,""
VKORC1,1.0,1.0,0,76,""
PGD,1.0,1.0,0,109,""
UGT1A3,0.7006592695627042,1.0,3,361,"Fluvastatin_11.0_M06_plate_41002904,Fluvastatin_3.5_C21_plate_41002688,Fluvastatin_100.0_C24_plate_41002896"
TAC3,1.0,1.0,0,46,""
SLA,1.0,1.0,0,45,""
CLDN5,1.0,1.0,0,45,""
DUSP22,1.0,1.0,0,16,""
NPB,1.0,1.0,0,123,""
FAM210A,1.0,1.0,0,60,""
PEAR1,0.3689852733342547,1.0,1,46,Cyclosporin A_11.0_J15_plate_41002880
SERPINB8,1.0,1.0,0,45,""
SERPINB3,1.0,1.0,0,46,""
S100A8,1.0,1.0,0,77,""
SLC12A7,0.25925160885185383,1.0,1,30,Cyclosporin A_11.0_J15_plate_41002880
CXCR3,1.0,1.0,0,123,""
MRPL39,1.0,1.0,0,32,""
CA9,1.0,1.0,0,378,""
ENPP4,1.0,1.0,0,45,""
ATP5F1E,1.0,1.0,0,48,""
DAXX,0.3626265864732384,1.0,1,45,Tamoxifen_100.0_F23_plate_41002896
LFNG,1.0,1.0,0,109,""
ZWINT,1.0,1.0,0,76,""
WNT1,1.0,1.0,0,30,""
GOT1L1,1.0,1.0,0,32,""
IL11RA,1.0,1.0,0,48,""
PRPF38A,1.0,1.0,0,32,""
CHUK,1.0,1.0,0,119,""
TNFRSF11A,1.0,1.0,0,75,""
SYNPO,0.22527583106341445,1.0,2,90,"Tamoxifen_100.0_F23_plate_41002896,Cyclosporin A_11.0_J15_plate_41002880"
ARHGAP19,1.0,1.0,0,46,""
REST,0.17110319615899372,1.0,2,75,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
CMTM3,1.0,1.0,0,61,""
IGDCC4,0.25925160885185383,1.0,1,30,Cyclosporin A_11.0_J15_plate_41002880
TRIM5,1.0,1.0,0,32,""
ANKRD12,0.3689852733342547,1.0,1,46,Cyclosporin A_11.0_J15_plate_41002880
ATG9B,1.0,1.0,0,31,""
NDUFB10,1.0,1.0,0,62,""
ABCG1,1.0,1.0,0,133,""
BRIX1,1.0,1.0,0,47,""
GNE,1.0,1.0,0,80,""
TIGD2,1.0,1.0,0,61,""
ASPH,1.0,1.0,0,109,""
SLC43A2,1.0,1.0,0,32,""
IDS,1.0,1.0,0,44,""
FAM20A,0.3626265864732384,1.0,1,45,Cyclosporin A_11.0_J15_plate_41002880
HEY1,1.0,1.0,0,46,""
CYP2A13,1.0,1.0,0,91,""
TUBB2B,0.31196047040025215,1.0,3,197,"Docetaxel_100.0_E02_plate_41002946,Cabazitaxel_100.0_C06_plate_41002692,Cyclosporin A_11.0_J15_plate_41002880"
RXFP4,1.0,1.0,0,522,""
PHF11,0.5377403351261745,1.0,1,77,Tamoxifen_100.0_F23_plate_41002896
CPA1,1.0,1.0,0,48,""
PLCH2,0.3689852733342547,1.0,1,46,Cyclosporin A_11.0_J15_plate_41002880
RAB31,0.1395285112338763,1.0,3,130,"Panobinostat_3.5_G09_plate_41002885,Tamoxifen_100.0_F23_plate_41002896,Panobinostat_0.0456431545317173_M23_plate_41002691"
CXXC1,1.0,1.0,0,48,""
CLCN1,1.0,1.0,0,46,""
KLRC2,0.3562043176345333,1.0,1,44,Tamoxifen_100.0_F23_plate_41002896
HMGB2,0.6581891222245873,1.0,1,107,Cyclosporin A_11.0_J15_plate_41002880
PROCR,1.0,1.0,0,63,""
TRAP1,1.0,1.0,0,63,""
SNHG29,1.0,1.0,0,32,""
SDCBP2,1.0,1.0,0,32,""
L3MBTL2,1.0,1.0,0,32,""
LIPA,1.0,1.0,0,45,""
B3GNT2,1.0,1.0,0,63,""
PLXNA4,1.0,1.0,0,61,""
GCOM1,0.45714638552636117,1.0,1,61,Cyclosporin A_11.0_J15_plate_41002880
SCGB2A1,0.349717835986335,1.0,1,43,Bicalutamide_100.0_I11_plate_41002692
DDIT3,0.7743803627125965,1.0,2,282,"Atazanavir_33.5_M08_plate_41002892,Cyclosporin A_11.0_J15_plate_41002880"
HELZ2,1.0,1.0,0,63,""
POM121L8P,1.0,1.0,0,47,""
METAP2,1.0,1.0,0,15,""
FBLN5,1.0,1.0,0,31,""
PLEKHF1,1.0,1.0,0,63,""
TMEM119,0.25925160885185383,1.0,1,30,Cyclosporin A_11.0_J15_plate_41002880
ART5,1.0,1.0,0,30,""
IFFO2,1.0,1.0,0,93,""
SCN4A,0.865760453727177,1.0,2,349,"Oxcarbazepine_100.0_D18_plate_41002946,Tetracaine_100.0_C06_plate_41002878"
MBNL1,1.0,1.0,0,45,""
ZNF718,1.0,1.0,0,32,""
VAC14,1.0,1.0,0,32,""
PXDNL,1.0,1.0,0,74,""
ANKRD36BP2,1.0,1.0,0,32,""
COX10,1.0,1.0,0,30,""
SLC1A2,1.0,1.0,0,32,""
MAFG,0.5984463878801752,1.0,1,91,Cyclosporin A_11.0_J15_plate_41002880
NUP43,1.0,1.0,0,47,""
RPL24,1.0,1.0,0,16,""
IQSEC3,1.0,1.0,0,16,""
EZH2,0.7149109396228874,1.0,1,125,Vemurafenib_100.0_M15_plate_41002878
TMEM126A,1.0,1.0,0,30,""
LPCAT1,1.0,1.0,0,60,""
FRMPD4,1.0,1.0,0,32,""
VIT,0.25925160885185383,1.0,1,30,Cyclosporin A_11.0_J15_plate_41002880
LEPR,1.0,1.0,0,32,""
GTF2H5,0.446138333782513,1.0,1,59,Cyclosporin A_11.0_J15_plate_41002880
STAG3L2,0.25925160885185383,1.0,1,30,Cyclosporin A_11.0_J15_plate_41002880
pbpC,1.0,1.0,0,46,""
DDX5,1.0,1.0,0,61,""
CBR1,0.2165363074409093,1.0,4,240,"Oxcarbazepine_100.0_D18_plate_41002946,Triclosan_100.0_F22_plate_41002946,Cyclosporin A_11.0_J15_plate_41002880,Sofalcone_100.0_E09_plate_41002693"
DERA,1.0,1.0,0,62,""
ST8SIA4,1.0,1.0,0,45,""
NCOA4,0.446138333782513,1.0,1,59,Tamoxifen_100.0_F23_plate_41002896
GALT,0.37528100289961747,1.0,1,47,Tamoxifen_100.0_F23_plate_41002896
KIF1B,1.0,1.0,0,31,""
CNNM1,1.0,1.0,0,48,""
PTPN7,1.0,1.0,0,46,""
TNFRSF14,1.0,1.0,0,46,""
RPTOR,1.0,1.0,0,32,""
NCOA2,1.0,1.0,0,60,""
THSD7A,1.0,1.0,0,45,""
P2RY13,1.0,1.0,0,107,""
ATP9B,0.25925160885185383,1.0,1,30,Cyclosporin A_11.0_J15_plate_41002880
KDELR3,1.0,1.0,0,63,""
ACSS3,1.0,1.0,0,16,""
UNC93B1,1.0,1.0,0,32,""
FUT8-AS1,1.0,1.0,0,32,""
NSG1,1.0,1.0,0,60,""
QARS1,1.0,1.0,0,32,""
ARL2,1.0,1.0,0,16,""
MYNN,1.0,1.0,0,32,""
SLC35B1,0.5187805051827737,1.0,1,73,Cyclosporin A_11.0_J15_plate_41002880
SLC16A5,1.0,1.0,0,47,""
SLC50A1,1.0,1.0,0,16,""
PBK,1.0,1.0,0,61,""
PACS1,1.0,1.0,0,16,""
TAS2R39,1.0,1.0,0,107,""
E2F4,1.0,1.0,0,60,""
TTC4,1.0,1.0,0,64,""
CAMK4,1.0,1.0,0,31,""
TRAF1,1.0,1.0,0,60,""
PCDH9,1.0,1.0,0,45,""
RBMXL1,1.0,1.0,0,32,""
MASTL,1.0,1.0,0,30,""
WDR38,1.0,1.0,0,16,""
ANP32A,1.0,1.0,0,32,""
SCN1A,0.8488341307667582,1.0,2,334,"Oxcarbazepine_100.0_D18_plate_41002946,Tetracaine_100.0_C06_plate_41002878"
BRI3BP,1.0,1.0,0,31,""
PRR15L,1.0,1.0,0,45,""
LTBP3,1.0,1.0,0,32,""
CUL1,1.0,1.0,0,48,""
MAPKAPK3,0.22527583106341445,1.0,2,90,"Atazanavir_33.5_M08_plate_41002892,Cyclosporin A_11.0_J15_plate_41002880"
PRKACB,0.24452407732025558,1.0,3,172,"Fostamatinib_11.0_L09_plate_41002950,Fostamatinib_11.0_J18_plate_41002879,Fostamatinib_33.5_J22_plate_41002957"
GSR,0.8665111594258392,1.0,1,200,Triclosan_100.0_F22_plate_41002946
LCOR,1.0,1.0,0,30,""
CRP,1.0,1.0,0,43,""
SNRPB2,1.0,1.0,0,46,""
BIRC5,0.19105712581368223,1.0,6,389,"Tamoxifen_100.0_F23_plate_41002896,Erlotinib_11.0_G14_plate_41002880,Erlotinib_33.5_J06_plate_41002889,Vemurafenib_100.0_M15_plate_41002878,Erlotinib_100.0_I18_plate_41002692,Erlotinib_100.0_G14_plate_41002878"
MYL12B,1.0,1.0,0,31,""
PPP1R14A,1.0,1.0,0,75,""
EIF2A,1.0,1.0,0,45,""
KIAA1549L,1.0,1.0,0,47,""
KCNH6,1.0,1.0,0,30,""
FIS1,1.0,1.0,0,62,""
EXD3,1.0,1.0,0,31,""
CADM1,0.5902846844389762,1.0,1,89,Cyclosporin A_11.0_J15_plate_41002880
TRPT1,1.0,1.0,0,16,""
FANCC,1.0,1.0,0,77,""
SND1,1.0,1.0,0,32,""
CD59,1.0,1.0,0,47,""
DDAH1,1.0,1.0,0,105,""
ZBED3,1.0,1.0,0,47,""
HSPA2,1.0,1.0,0,46,""
TRIB2,0.5902846844389762,1.0,1,89,Tamoxifen_100.0_F23_plate_41002896
NDUFS8,0.45166977224210647,1.0,1,60,Cyclosporin A_11.0_J15_plate_41002880
KIR2DS4,0.25925160885185383,1.0,1,30,Cyclosporin A_11.0_J15_plate_41002880
RND1,0.3626265864732384,1.0,1,45,Cyclosporin A_11.0_J15_plate_41002880
NDUFA8,1.0,1.0,0,46,""
ZNF57,1.0,1.0,0,32,""
NAP1L1,1.0,1.0,0,32,""
WDR5,1.0,1.0,0,79,""
CNPY3,1.0,1.0,0,32,""
CHTF18,1.0,1.0,0,32,""
AVP,1.0,1.0,0,78,""
MRPS24,1.0,1.0,0,32,""
ARL4C,0.6441365700894621,1.0,1,103,Tamoxifen_100.0_F23_plate_41002896
HTR1E,0.9526513564538495,1.0,3,628,"Olanzapine_100.0_K15_plate_41002693,Gilteritinib_2.200000047683716_M09_plate_41002951,Ziprasidone_100.0_C16_plate_41002877"
LPIN3,0.25925160885185383,1.0,1,30,Cyclosporin A_11.0_J15_plate_41002880
MYBL2,1.0,1.0,0,78,""
NRIP1,0.22527583106341445,1.0,2,90,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
MACROD1,1.0,1.0,0,30,""
FBLIM1,1.0,1.0,0,47,""
UCK1,1.0,1.0,0,16,""
MTHFD2L,0.17820504022430997,1.0,2,77,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
SOCS5,1.0,1.0,0,32,""
SLC22A4,1.0,1.0,0,108,""
SFRP4,1.0,1.0,0,62,""
SLC5A7,1.0,1.0,0,32,""
RASL11A,1.0,1.0,0,32,""
ZNF689,1.0,1.0,0,32,""
GLT1D1,1.0,1.0,0,16,""
FAM111A,1.0,1.0,0,30,""
RAB36,1.0,1.0,0,31,""
TP53I11,0.446138333782513,1.0,1,59,Tamoxifen_100.0_F23_plate_41002896
PRAME,1.0,1.0,0,45,""
SNAI3,1.0,1.0,0,47,""
SPR,0.45166977224210647,1.0,1,60,Sulfapyridine_3.5_N08_plate_41002689
RGCC,0.651233074736314,1.0,1,105,Cyclosporin A_11.0_J15_plate_41002880
LMAN2,1.0,1.0,0,48,""
CAMLG,0.3689852733342547,1.0,1,46,Cyclosporin A_11.0_J15_plate_41002880
BPTF,1.0,1.0,0,46,""
CYP2J2,1.0,1.0,0,120,""
AOC3,1.0,1.0,0,64,""
ADRB3,0.9840389032359509,1.0,2,599,"Mirabegron_100.0_O22_plate_41002878,Olanzapine_100.0_K15_plate_41002693"
TM9SF1,1.0,1.0,0,30,""
DONSON,1.0,1.0,0,62,""
DNM3,1.0,1.0,0,16,""
TOMM20,1.0,1.0,0,30,""
GYG2,0.5377403351261745,1.0,1,77,Cyclosporin A_11.0_J15_plate_41002880
DCX,1.0,1.0,0,48,""
CENPM,1.0,1.0,0,62,""
SEC11C,1.0,1.0,0,48,""
ALDH3A2,1.0,1.0,0,77,""
CHST1,1.0,1.0,0,31,""
ADAT2,1.0,1.0,0,46,""
AMT,1.0,1.0,0,64,""
GAS6,1.0,1.0,0,104,""
AP5M1,1.0,1.0,0,45,""
RTF1,1.0,1.0,0,16,""
MED27,1.0,1.0,0,46,""
RCOR1,0.45166977224210647,1.0,1,60,Tamoxifen_100.0_F23_plate_41002896
HECTD2-AS1,1.0,1.0,0,31,""
PRDX2,1.0,1.0,0,64,""
HLF,1.0,1.0,0,32,""
