target,mode,count
rpsD,unspecified,3
CROT,unspecified,2
SOAT1,Negative,9
ELANE,Negative,620
KMT2D,unspecified,3
SASS6,Positive,1
RYR3,Positive,1
FABP2,Positive,1
GLRA3,unspecified,1
SLC27A2,Positive,1
GAL,Positive,1
MCL1,unspecified,8
MIF,Negative,5
RANGAP1,Negative,1
HTR1D,Positive,27
FCAR,Negative,2
APN,unspecified,2
CA12,Positive,13
SLC1A1,Negative,3
GRK7,unspecified,56
NFKBIA,Negative,3
SLCO4C1,Negative,5
DTYMK,unspecified,1
mrcA,unspecified,8
EIF2AK4,unspecified,64
thymidylate synthase inhibitor,unspecified,1
pbpC,Negative,2
PAPPA,unspecified,1
MAPK9,unspecified,68
PIR,Positive,1
CDK3,unspecified,60
FUCA1,Negative,4
SPTB,unspecified,1
KCNQ1,unspecified,5
ARRB2,unspecified,4
TFAP2A,unspecified,2
AKR1C21,Negative,6
USP2,Negative,137
EFNB2,unspecified,2
CLEC4C,unspecified,1
FGF22,Negative,3
LMHCC_2184,Negative,1
CHRNA5,Negative,3
CDK18,unspecified,60
TPH1,unspecified,2
ATIC,unspecified,1
parC,unspecified,5
AHCY,Negative,6
SLC22A9,Negative,3
MBOAT1,Negative,1
PGAP3,Positive,1
SGK,unspecified,1
CACNG4,Negative,2
PKD2L1,Positive,2
SEC24D,Positive,1
LAMC1,unspecified,1
ZNF292,Positive,1
DBH,unspecified,2
ATG9B,Positive,1
glucocorticoid,unspecified,1
BRCA1,Negative,18
HDAC5,unspecified,1
NEK9,Negative,4
VDAC1,unspecified,2
SULT2B1,unspecified,3
MME,Negative,3
Serine/threonine kinase 18,unspecified,12
CASP7,Negative,58
KDM4E,Negative,656
SCD,unspecified,1
VMAT,unspecified,1
CYBB,Negative,3
FSHB,unspecified,1
IL12B,unspecified,15
KLK3,unspecified,6
MAP2K3,Negative,1
SNCA,Negative,150
ITPR1,Positive,1
lipolysis,unspecified,1
MAOB,Negative,208
KIFC1,Negative,2
DNMT3A,unspecified,1
RXRB,Positive,10
COMT,unspecified,6
BH0413,unspecified,1
MKNK1,Negative,51
ITGA6,Positive,2
PLK4,unspecified,106
SLC23A1,Negative,1
CYP1B1,unspecified,6
Activated p21cdc42Hs kinase,unspecified,12
HSP 90,unspecified,1
CHRM3,Negative,57
CHURC1-FNTB,Negative,7
DNAJC3,unspecified,1
OPRK1,unspecified,646
rplD,unspecified,2
MAPK10,Negative,103
KCNJ9,Positive,1
NTRK3,Negative,4
PRKD3,unspecified,60
frdA,unspecified,1
SREBF1,Positive,1
NR2F1,unspecified,3
ALDH1A2,Negative,4
ARL5B,Positive,1
CSNK2A1,unspecified,72
SENP6,unspecified,1
NQO1,Negative,7
MKNK1,unspecified,60
CHRFAM7A,unspecified,1
MAGOH,unspecified,1
MINK1,Negative,61
SLC36A1,Negative,32
MINK1,unspecified,56
ACKR1,unspecified,1
GPER1,Negative,1
IL3RA,Negative,1
SRR,unspecified,2
SLC7A3,unspecified,2
PAH,Negative,1
SPARC,unspecified,1
SLC39A7,Positive,1
ADSS,Negative,1
MMP14,Negative,12
VARS,unspecified,1
CYP3A5,Negative,23
PTH1R,Positive,2
KCNC1,Negative,9
BDKRB2,unspecified,613
DYRK1B,Negative,5
TUBBx [ TUBB TUBB3 TUBA1A ],unspecified,1
CHRM4,unspecified,666
dynamin,unspecified,1
HK,unspecified,1
AMER2,Positive,1
GRK6,Negative,64
CRHR1,Negative,1
TAPBP,unspecified,1
METRNL,unspecified,1
CALCA,Negative,1
MAPK1,Positive,8
FOL1,unspecified,2
C4B,unspecified,1
TAS1R3,unspecified,2
COL17A1,Positive,1
PDK4,unspecified,1
GR Alkaline Fosfatase,unspecified,1
PGA5,Negative,1
HDC,unspecified,2
VB2,unspecified,1
CWC25,unspecified,1
PRKAG3,Negative,59
CHRNA,unspecified,3
ANXA10,Positive,1
PP2A,unspecified,1
ZBP1,Positive,1
IDO1,Negative,62
SLC6A19,Negative,2
KCNN4,Negative,5
RNF207,unspecified,1
HDAC11,Negative,60
PROX1,Positive,1
EIF2AK2,unspecified,60
CSF2,unspecified,1
CROT,Positive,1
SCT,Positive,1
SULT2A1,Negative,1
QRFPR,Negative,1
LRP8,unspecified,1
OLFR151,Positive,2
DAO,unspecified,3
GABRR2,Positive,2
KLK6,Negative,1
FOXA1,unspecified,3
AURKC,Negative,94
ANGPTL2,Positive,1
elastin,unspecified,1
ADRB3,unspecified,629
RASGRP3,Positive,2
antidepressant,unspecified,1
sulI,unspecified,1
CEL,Negative,1
FPR2,Positive,2
NARS2,unspecified,1
VPS8,unspecified,1
ABCC6,Negative,5
CAV1,unspecified,4
IL17A,Positive,1
KCNQ2,Negative,6
CLU,Positive,1
TP63,Positive,1
NAMPT,Negative,1
NOD1,unspecified,2
CYP,unspecified,10
HSD17B1,Negative,20
SLCO1C1,Negative,10
ROS,unspecified,15
SMARCA4,unspecified,1
GTF3C4,Positive,1
NGDN,unspecified,1
SBK1,unspecified,56
Cholesterol esters,unspecified,1
SMYD3,Positive,1
SLC38A1,unspecified,1
CT45A3,unspecified,1
neutrophil elastases inhibitor,unspecified,1
ABCG8,Positive,1
SLC23A1,Positive,1
ARFRP1,Positive,1
HSPB1,Negative,2
Vcam,unspecified,1
PP1 PP2A,unspecified,1
SSTR5,Negative,1
AKT2,Negative,96
Glutamate delta 2,unspecified,3
SIGMAR1,unspecified,622
Prolactin Releasing Peptide Receptor,unspecified,1
KCNK3,Positive,5
SDS,unspecified,1
Glucose uptake,unspecified,1
CKS1B,Negative,1
synthetic auxin,unspecified,2
KRT7,unspecified,1
POLB,unspecified,1
KRT74,unspecified,1
CA2,Negative,761
ADCY1,Negative,3
guanylate cyclase,unspecified,1
PLD1,unspecified,1
RPS6,Negative,1
BRD9,Negative,1
INSIG1,Positive,1
S100B,Negative,1
TRPV2,Positive,5
CYP7A1,Positive,1
CDK5RAP3,unspecified,1
CYP11A1,Positive,1
IFFO2,Positive,1
SCN10A,unspecified,17
IL6,Positive,4
CAMK2G,Negative,67
LIPF,Negative,1
UNC13D,Positive,1
TUBB8,Negative,19
HDAC1,Positive,3
GSTP1,unspecified,6
PTGR2,Negative,1
FKBP4,unspecified,1
STK3,Negative,90
SUSD1,Positive,1
FKBP1B,unspecified,2
ADCY,unspecified,1
SECISBP2,unspecified,1
EEPD1,Positive,1
PEX12,Positive,1
LPA,unspecified,1
KCNB1,Positive,1
F2R,Negative,3
TAAR1,unspecified,1
CENPA,Positive,1
IGSF11,unspecified,1
SLC25A20,Negative,5
PIK3C3,unspecified,2
ELANE,unspecified,5
DRD1,Positive,175
CD44,unspecified,3
AKP3,Positive,1
phosphorylase,unspecified,4
PAEP,Negative,1
antibacterial,unspecified,240
CD3G,Negative,2
DCLK2,unspecified,60
SLC29A2,Negative,3
GRM2,Positive,4
SULT1E1,Positive,1
TOP1,Positive,4
TRPM6,Positive,1
WNK3,Negative,61
CYP2C9,Positive,14
EPHA8,Negative,60
ACAD11,unspecified,1
ITK,Negative,65
CIDECP,unspecified,1
ERK,unspecified,2
SLC21A4,Negative,27
SLC46A1,unspecified,4
CA14,Positive,13
TRPC6,Positive,2
calmodulin,unspecified,11
GRIN2D,unspecified,12
ORC5,Positive,1
FOLR3,unspecified,1
KLHL8,Positive,1
FABP5,unspecified,1
EHHADH,Positive,1
CCDC51,Positive,1
PLK3,Negative,64
STK17B,unspecified,68
NR1H4,Negative,124
TXNIP,Positive,2
SRPK3,Negative,61
DLD,Negative,1
ZMAT2,unspecified,1
PXN,unspecified,2
XPC,Positive,1
MMP7,Negative,8
LTB4R,unspecified,1
PHLPP2,Positive,1
PTGDR2,Negative,8
c-Met,unspecified,5
GABRG2,Negative,30
5-HT7L,unspecified,4
ENPPx,unspecified,1
CSNK1G2,unspecified,103
PSMA7,Negative,1
ADRA1A,Negative,59
MAP3K1,unspecified,56
HTR2B,unspecified,648
METAP1,Negative,15
Dopamine2-like,unspecified,20
XPNPEP2,Negative,1
PTAFR,unspecified,617
NUMA1,unspecified,1
MAP3K8,Positive,1
ASPH,Positive,1
SERPINA6,Positive,2
DIO2,unspecified,1
F10,Negative,14
PPP3R1,Negative,4
KAZN,unspecified,1
SCN8A,Negative,52
SLC38A3,unspecified,3
HEXB,Negative,1
TMEM171,Positive,1
ERAP1,Negative,5
PDE1B,Negative,14
RXRA,Positive,164
Sodium Channel,unspecified,5
NOX4,unspecified,1
RRM1,unspecified,3
carboxylase inducer,unspecified,1
HMGCS2,Positive,1
PTGER2,Negative,7
RPE65,Negative,2
AFAP1,Positive,1
FCER1A,Negative,1
PPARGC1A,Negative,2
HTR5A,Positive,5
ZC3HC1,Positive,1
MAP4K4,unspecified,64
KCNA10,Negative,8
ZIC2,unspecified,1
HSD17B2,Positive,1
MRPL45,unspecified,1
TLR,unspecified,3
SRR,Negative,8
PRKCG,Positive,1
TP53,Negative,8
GRIK2,Negative,3
ABCB1,unspecified,81
CACNA1H,Negative,10
antimicrobial,unspecified,20
TPSAB1,Negative,5
SLC29A4,Positive,6
CDK15,unspecified,56
MAD1L1,unspecified,1
THNSL1,Positive,1
"Acetylcholinesterase, AChE",unspecified,1
SELPLG,Negative,1
MAN1B1,Negative,1
SLC1A6,unspecified,2
CYP2R1,unspecified,1
GBA,unspecified,4
ND4L,Negative,1
PSMC6,Negative,1
TXNL1,unspecified,1
NUP88,Positive,1
collagenase,unspecified,1
CRABP1,unspecified,2
BDKRB1,Positive,1
PXN,Positive,1
drug,unspecified,3
PI4KB,Positive,1
induces expression of progesterone receptor,unspecified,1
Sigma,unspecified,21
PGF,unspecified,1
C4A,unspecified,1
MTAP,Negative,1
PRUNE1,Positive,1
influenza A M2 proton channel,unspecified,1
COMT,Positive,1
Inositol Triphosphate,unspecified,2
Iron chelator,unspecified,1
prostoglandin release stimulation,unspecified,1
PHACTR2,Positive,1
CTBP2,Negative,4
OAMB,unspecified,1
RRM1,Negative,7
E,unspecified,1
ADAMTS4,Negative,2
PGR,unspecified,45
GABA A Alpha3Beta3Gamma2,unspecified,2
CTNNB1,Negative,4
DDX60,unspecified,1
CA2,unspecified,51
CILP,Positive,1
SSTR4,unspecified,2
SLC25A20,Positive,1
LCAT,Negative,1
ELN,unspecified,1
KAT2B,unspecified,3
ATP6V1B2,Negative,1
PTGDR2,Positive,6
STMN4,unspecified,1
CHRNA6,Negative,4
KCNQ1,Positive,3
FASI,unspecified,1
FOSL1,Positive,1
androgen,unspecified,1
NDUFS1,Negative,2
ZFP36,unspecified,1
ASH1L,unspecified,1
EPHA6,Negative,1
sirtuin,unspecified,1
CN,unspecified,1
KDM5A,Negative,3
AK2,Negative,4
RACGAP1,Negative,23
GABRE,Negative,3
HSP90AB1,unspecified,14
CACNB4,Negative,2
NPR2,Positive,1
TMEM43,unspecified,1
DCAF13,unspecified,1
KCNN2,Negative,3
LMNA,unspecified,936
SLC2A1,Positive,1
DRD3,Negative,46
ZHX3,unspecified,1
SIRT2,Negative,15
GABRE,Positive,12
c-kit,unspecified,2
S100B,unspecified,3
TUBB7P,unspecified,1
AP(a),unspecified,1
MPG,Negative,6
KCNA1,Negative,8
GAD1,Positive,1
WT1,unspecified,1
CSAD,Positive,1
inhibitor of oxidative phosphorylation,unspecified,1
"Cholinergic, Nicotinic Alpha1Beta1DeltaGamma",unspecified,1
CLDN3,unspecified,1
TLR4,Positive,2
LEO1,Positive,1
TYMS,unspecified,9
FADS1,Positive,1
GALK1,Positive,1
SERTAD2,unspecified,1
HSD17B3,Negative,9
TUBB8,unspecified,7
TNIK,unspecified,105
FLCN,unspecified,1
HOTAIR,Positive,1
GRM1,unspecified,8
UGT1A3,Negative,12
OXT,unspecified,4
SMO,Positive,1
KYNU,unspecified,2
NDUFS5,Negative,2
KAT2A,Negative,411
HSD3B1,unspecified,5
CAT,unspecified,6
SYK,unspecified,66
RPS6KA3,Negative,94
MET,Positive,1
OPTN,Positive,1
FOLR1,unspecified,3
EPHA5,unspecified,68
TANK,unspecified,1
ME1,Positive,2
SLC7A5,unspecified,1
ST3GAL1,Negative,1
ERG1,Negative,1
KCNJ3,Positive,4
DHODH,Negative,14
POLR2M,unspecified,1
Multidrug Resistance Transporter MDR 1,unspecified,12
RNF219,Positive,1
TAS1R2,unspecified,2
MAPK11,Positive,1
A2M,unspecified,1
NRG2,Positive,1
ABL1,Positive,3
AOX1,Negative,17
FRK,unspecified,68
KDM4D,Negative,2
LGI1,Positive,1
DOPAMINE D4.4,unspecified,10
LIAS,Positive,1
HCRTR1,unspecified,4
KYAT3,unspecified,2
NMRAL1,unspecified,1
OLFR73,unspecified,1
CYP24A1,unspecified,4
GALR2,Positive,1
ALDH5,unspecified,1
NAGK,unspecified,1
TBXA2R,Negative,8
KCNK3,Negative,5
OXTR,unspecified,8
RPS6KA6,Negative,62
GABA B,unspecified,8
TFAP2C,Positive,1
FTH1P20,unspecified,1
beta-gal,unspecified,1
PLAU,Negative,6
NIACR1,unspecified,1
ADCY2,Negative,3
CYP2A13,Negative,5
PTK5,Negative,1
SRD5A2,unspecified,3
ADH4,Positive,1
NR0B2,Positive,3
PLAP,unspecified,1
UV absorber,unspecified,1
SLCO1B3,Negative,185
PRSS35,Positive,1
CCNB2,Negative,60
CTXN1,Positive,1
PIP4K2C,unspecified,56
GRAMD1A,unspecified,1
ESR1,Positive,192
SPIN4,Positive,1
PNP,Positive,1
SUCLG1,Positive,1
MBLAC1,Positive,1
MMP3,Positive,1
C9ORF3,Negative,1
MAP2K3,unspecified,61
CHRM2,unspecified,690
Ganglionic blocker,unspecified,1
PCCB,unspecified,2
antibiotic,unspecified,30
OPR,unspecified,13
HDAC1,Negative,74
PAK2,unspecified,64
ANO6,unspecified,1
"Cholinergic, Nicotinic Alpha3Beta4",unspecified,9
DHRS9,Negative,2
Wnt/beta-catenin,unspecified,7
AKR1B3,Negative,1
MDN1,Positive,1
PTPN4,Negative,1
DNAJC17,Positive,1
HSPA4,Positive,1
PXMP4,Positive,1
Immunomodulator,unspecified,1
PKIA,unspecified,1
PLAT,unspecified,1
PDE8A,Negative,10
ADCY3,unspecified,2
GABRQ,Positive,20
ELOF1,unspecified,1
OXER1,Negative,2
HPGDS,Negative,12
PLD2,Negative,5
TRIB2,Positive,1
CALM1,unspecified,9
GRIA3,unspecified,15
RPS6KA4,Negative,65
ITGA2,unspecified,1
PSMA2,Negative,1
CYLD,unspecified,1
GRIA,unspecified,1
SOX8,unspecified,1
SST,unspecified,1
ADC,unspecified,1
KCNK10,Positive,7
MX1,unspecified,1
CXCL2,unspecified,3
PTAFR,Negative,6
MPPE1,unspecified,1
VRTN,Positive,1
CHRM3,Positive,22
HRH3,Positive,8
SLC5A4,Negative,2
SRPK2,Negative,59
LDHB,Negative,2
NOS2,unspecified,12
RHPN2,Positive,1
CYP3A4,Negative,1241
RPS6KA6,unspecified,60
DDR1,Negative,4
MARS2,Positive,1
KCNJ5,unspecified,6
SRM,unspecified,1
DOCK10,Positive,1
TMEM246,unspecified,1
L3MBTL1,Negative,101
FNTB,unspecified,1
katG,unspecified,1
CRABP2,unspecified,3
NEK11,unspecified,56
MAOB,unspecified,16
NR3C1,Negative,143
UGT1A6,unspecified,78
UGT1A8,Negative,9
RAF1,Negative,83
PSMD4,Negative,1
PSMA3,Negative,1
PTPN22,Negative,7
CYP3A2,unspecified,1
FPGS,unspecified,1
KCNT2,Positive,2
MMP7,unspecified,3
KCNJ6,unspecified,2
TUBB2A,Positive,3
MTR,unspecified,5
ZNF710,Positive,1
factor Xa,unspecified,1
CD28,Negative,2
PRKAR1A|PRKAR2A|PRKAR2B|PRKACB|PRKACA|PRKAR1B,Negative,1
THEM6,unspecified,1
DCLK3,unspecified,60
PPP3R1,unspecified,3
CATSPER3,Negative,1
KCND3,unspecified,4
"Cholinergic, Nicotinic Alpha4Beta2",unspecified,12
CTSB,Negative,11
RYR3,unspecified,1
SFTPD,unspecified,1
PTGES2,Negative,1
ADAM17,Positive,1
PRKAB1,unspecified,1
TRHR,unspecified,1
PGR,Positive,34
KDM2A,unspecified,2
PRKCE,unspecified,62
TUBA1C,unspecified,9
HTR6,Positive,10
PIM2,unspecified,108
ALOX15,Negative,289
SNCA,unspecified,17
microtubule-organizing inhibitor,unspecified,1
KCNH3,Negative,4
SENP1,unspecified,1
NLE1,Positive,1
CTSS,Negative,6
SOAT2,Negative,3
ETS1,unspecified,1
"Cholinergic, Nicotinic Alpha3Beta2",unspecified,12
blood sugar lowering drug,unspecified,1
PTAFR,Positive,1
SCD1,Positive,1
NOS1,Positive,3
CDO1,Positive,1
NFKB1,unspecified,53
antifungal,unspecified,25
ABAT,unspecified,19
ADORA3,unspecified,8
PI4KB,unspecified,56
NECAP2,Positive,1
Wnt/beta-catein,unspecified,2
OGT,unspecified,1
APOA1,Positive,4
TNFRSF21,unspecified,1
SMAD5,unspecified,1
AKR1B10,unspecified,3
tubulin,unspecified,15
TCOF1,Positive,1
MIA2,Positive,1
AXL,Negative,71
KCNE1,unspecified,2
NTRK3,unspecified,64
NPY2R,Positive,1
SLC12A3,Negative,12
HUNK,Positive,1
penicillin binding protein,unspecified,33
ABHD6,Positive,1
MC3R,unspecified,614
GLRA3,Positive,1
FCER2,unspecified,1
EPHA3,unspecified,68
CCNA2,Negative,94
P2RX1,Positive,2
LEPR,Positive,1
MDM2,unspecified,7
NTRK2,Positive,9
PAK1,unspecified,69
NOL12,unspecified,1
APBA1,Negative,4
LOC400927-CSNK1E,unspecified,65
AR,Negative,1031
AgamOBP1,unspecified,1
P2Y12,unspecified,1
HDAC4,Negative,61
F7,unspecified,2
CYP26B1,Negative,1
MYH10,unspecified,2
PDK1,Positive,2
UBLCP1,Negative,1
TPO,Negative,3
NCOR2,Negative,6
GSTM2,Negative,4
SMS,unspecified,1
EDNRB,unspecified,7
MIR34B,unspecified,1
SLC6A12,Negative,2
SYT9,Positive,1
GHSR,unspecified,3
CACNA1G,Negative,8
SLCO1C1,unspecified,1
rpoB,Negative,2
KCNK9,Positive,4
TRMT11,Positive,1
GPHN,Positive,1
PTK2,Negative,78
MRPL18,unspecified,1
TSG101,Negative,28
PTGS1,Positive,7
POLK,Negative,340
MAD2L1BP,unspecified,1
CAR13,Positive,12
SENP6,Negative,12
ITGB2,Positive,1
AKR1B10,Negative,26
MCAT,Positive,1
SLC15A1,Negative,48
BAK1,unspecified,1
RPTOR,unspecified,1
GABBR,unspecified,1
SLC22A16,Negative,3
GLRX2,unspecified,1
ME1,unspecified,2
BRF1,Positive,1
RYR1,Positive,2
HOXB7,unspecified,1
PRKCB,unspecified,10
ion channel (K),unspecified,40
protoglandin synthases inhibitor,unspecified,1
PLA2G2D,unspecified,1
PKD2L1,Negative,4
"Cholinergic, Nicotinic Alpha1Beta2",unspecified,7
MMP1,unspecified,2
PRKCZ,unspecified,1
GPI,unspecified,1
LDLR,Positive,4
POLR2C,unspecified,1
CACNA2D,unspecified,1
FKBP5,unspecified,2
progestin,unspecified,3
HES1,unspecified,1
ECI1,Positive,1
TNFRSF1A,Negative,1
HSD11B2,Negative,8
CDK14,Negative,4
MC2R,Positive,3
CD3G,Positive,1
3beta-hydroxysteroid dehydrogenase inhibitor,unspecified,1
PRKCD,unspecified,63
FGFR4,Negative,77
ATP4A,unspecified,4
DFNA5,unspecified,1
MAPK15,Negative,43
TRP63,unspecified,1
PIK3R2,unspecified,1
DUSP2,unspecified,1
ATAD5,Negative,647
P4HTM,Negative,1
PTGER1,unspecified,10
PTGER1,Negative,6
DEPTOR,Positive,1
DPP4,unspecified,11
RAB30,Positive,1
RBX1,Negative,2
CDC25A,Negative,5
GRM1,Positive,4
penA,Negative,3
PHKG1,Negative,6
PYGL,Negative,5
NDUFV2,Negative,2
CDK5R1,Negative,68
TAS1R3,Positive,5
CXCL12,Negative,1
BRD4,unspecified,8
GNAT1,Positive,1
CA3,Positive,12
GALR3,Negative,5
disinfectant,unspecified,1
ATP7B,Positive,2
PLA2G1B,Positive,1
CLTA,unspecified,1
LDHB,unspecified,2
Pro-opiomelanocortin,unspecified,1
MIR33A,unspecified,1
COX-1,unspecified,35
CD209,Negative,1
SLC25A22,Positive,1
GLB1,Negative,6
ALAS1,Positive,1
CYP19A1,unspecified,12
PDIA3,unspecified,1
IFIT2,Positive,1
CD3D,Negative,2
MDH1,unspecified,1
PNP,Negative,6
ADRB3,Positive,26
GPR55,Negative,7
SRPX,Positive,1
ATP7B,unspecified,3
GRIK3,unspecified,5
RECQL,Negative,159
MPI,Negative,13
SPHK2,unspecified,1
SLC7A11,unspecified,2
KCNE1,Positive,1
MLKL,unspecified,1
CAMKK1,Negative,41
SLFN13,Positive,1
OPRD1,Positive,19
GDPD1,Positive,1
NR1H3,unspecified,2
P38,unspecified,1
PSEN2,unspecified,5
TCHP,Positive,1
ACTA2,unspecified,1
PTGER4,unspecified,20
PTPRS,unspecified,2
CHEK2,unspecified,99
AGAP4,unspecified,1
TERF2,Positive,1
IDO,unspecified,1
MTP,unspecified,1
MAPK12,Positive,1
SLC22A8,Negative,86
IGF2BP2,Positive,1
PGAM5,Negative,1
VEGFA,Negative,2
CTSB,unspecified,2
PTPN6,Positive,1
PTX3,unspecified,1
THPO,Negative,142
ABCC1,Positive,4
PACSIN3,Positive,1
antibiotic sulfonamide,unspecified,2
MAP2K2,Positive,3
CDK20,Positive,1
ABCB4,unspecified,5
HIST4H4,Positive,1
TUBB2B,Positive,3
RSAD2,unspecified,1
POLR1B,Positive,1
mitochondria,unspecified,5
KLC1,unspecified,1
FLT3,Positive,3
ABCC8,unspecified,16
pbp2a,Negative,1
PRKAG2,Positive,3
HLA-F,unspecified,1
CALD1,unspecified,1
RPS6KL1,Positive,1
CACNG5,unspecified,2
MAP2K1,Positive,2
GPR1,unspecified,1
MBL2,unspecified,1
MTCP1,Positive,1
CD9,unspecified,1
RXRA,unspecified,28
PANX1,unspecified,1
Dopamine D2A,unspecified,4
opd,unspecified,1
AVPR1A,Positive,8
ACTL7B,Positive,1
NOS negative,unspecified,1
SNAI1,unspecified,1
PDE4B,unspecified,7
TNNC1,Positive,3
TKT,Positive,1
KCNJ6,Positive,4
NCOA7,unspecified,1
CNR2,Negative,7
PTPRF,Negative,3
AKR7A3,unspecified,2
OLFR73,Negative,1
c-Myc,unspecified,1
MAP3K5,Negative,62
SLC6A2,Negative,61
NOTUM,Negative,1
CACNG5,Negative,2
NPPC,unspecified,1
STK32C,unspecified,64
TMEM132C,unspecified,1
HRK,unspecified,1
DAPK1,Negative,62
RXRG,Positive,8
RAB3D,unspecified,1
SLC16A3,unspecified,2
FTH1,Negative,2
XPA,unspecified,1
HTR2C,Positive,25
ITGA2B,Negative,3
RARA,Negative,7
FOXO3,Positive,1
IbetaB/IKK,unspecified,2
CXCL8,Positive,108
KLK6,Positive,1
KCND2,unspecified,1
NDUFV1,Negative,2
F2RL1,Negative,6
NR2F2,Negative,2
AOC3,Negative,5
FOXC2,unspecified,1
ATP1A1,Negative,4
HOXA4,unspecified,1
HLA-B,unspecified,1
SIRT2,unspecified,1
FGF1,Positive,1
CA7,Negative,88
KRAS,unspecified,1
ion channel (Cl),unspecified,1
BRAF,Negative,28
TOP1MT,Positive,2
PTGER4,Negative,9
RYBP,unspecified,1
TMIGD3,Positive,3
ND3,Negative,1
PRR15,Positive,1
viatmin B1 analog,unspecified,1
c-Fms,unspecified,1
CACNB3,unspecified,4
APAF1,unspecified,9
ECHDC3,Positive,1
TYRO3,Negative,62
FGFR2,Negative,93
OPLAH,Positive,1
VMP1,Positive,1
MDC1,Positive,1
ME1,Negative,2
ETFB,Positive,1
DAPK2,Negative,59
NFE2L2,unspecified,11
Acid glycoprotein,unspecified,1
kinesin,unspecified,4
CYP2A13,unspecified,5
HNF1B,Positive,1
ABCG5,Positive,1
GCLC,Negative,2
ANPEP,Positive,1
LSM6,unspecified,1
PRL3B1,unspecified,1
CISD3,Positive,1
PDGF,unspecified,1
GIP,Positive,1
B4GALT4,Positive,1
AFAP1L1,Positive,1
CRH,Positive,1
DNMT1,unspecified,7
HHAT,Negative,1
MBD2,unspecified,1
LOX,unspecified,1
MTF1,unspecified,2
Cystine Cleavage,unspecified,1
MDM4,Negative,1
JAK1,Positive,1
HSP90AB1,Negative,29
LTK,unspecified,64
SLC5A1,Negative,7
GUCY1A3,Positive,3
HTR4,Negative,14
ACVR1B,unspecified,64
GABRA3,unspecified,13
TUBB4B,Positive,3
SLC22A22,unspecified,1
GRPR,unspecified,1
C2ORF49,unspecified,1
SEC61B,unspecified,1
COQ8A,Positive,1
"Carbonic Anhydrase Isozymes, CA I",unspecified,4
FRK,Negative,64
IRF3,Negative,1
CLK2,Negative,61
EPHB2,Negative,63
PIP4K2B,unspecified,60
CDK13,Negative,4
PLOD2,unspecified,2
SMAP2,Positive,1
DHCR24,Negative,15
FLT4,unspecified,69
KIF1A,unspecified,1
GMNN,unspecified,118
PLK2,Negative,64
GRIN2A,Negative,27
PAK2,Positive,1
DECR1,Positive,1
KDM3A,Negative,3
Glutamate-NMDA,unspecified,8
GPT,Negative,1
MAP3K11,unspecified,64
UBE2D1,Positive,1
SP1,Positive,3
KCNC4,Negative,5
CAMK1,Negative,85
IRAK3,unspecified,60
TAS1R1,unspecified,1
RAD51,unspecified,1
SLC22A4,Negative,25
CPD,Positive,1
GABRG2,Positive,39
CASP3,unspecified,5
CECR6,unspecified,1
FGF2,unspecified,4
NT5E,Negative,2
IL23A,unspecified,2
DLL1,unspecified,1
steroid - potenial steroidal NR active,unspecified,1
NCOA3,Negative,8
ATG4B,Negative,6
Cholecystokinin B,unspecified,8
PNP,unspecified,2
ITGA3,unspecified,1
BTN3A2,unspecified,1
SNRPB2,unspecified,1
ACY ligands,unspecified,1
ADIPOQ,Positive,1
PDE5,unspecified,1
ID2,unspecified,2
GLRA2,unspecified,614
EPHB3,unspecified,64
Cystic fibrosis transmembrane conductance reg,unspecified,1
FOXM1,Positive,1
NRAS,Negative,1
dacC,Negative,1
MMP2,Positive,1
PSMB3,Negative,1
LMTK2,unspecified,1
CYP2U1,Positive,1
antispasmodic,unspecified,1
FOXO1,Negative,2
SMOX,Positive,1
rdxA,unspecified,1
YWHAG,unspecified,5
APEX1,Negative,664
DDB2,Positive,1
HTR2,unspecified,4
PLA,unspecified,7
PDE1A,unspecified,3
EDNRA,unspecified,621
ABCC6,unspecified,1
GABA A alpha1,unspecified,1
FOXG1,unspecified,2
NQO2,Negative,9
ZFP770,Positive,1
topoisomerase II inhibitor,unspecified,2
CACNA1A,Positive,1
MAP3K11,Negative,1
NXT2,unspecified,1
NEK6,unspecified,105
CYP7A1,unspecified,2
ALOX5AP,unspecified,4
CETP,unspecified,2
ADAM33,Negative,1
PDGFRA,unspecified,67
KCNJ11,Positive,4
MPG,Positive,1
"Cholinergic, Nicotinic Alpha2Beta2",unspecified,14
USPL1,unspecified,1
serotonin,unspecified,2
NCOA1,Positive,13
ACSL1,Positive,1
DCUN1D3,Positive,1
Phosphodiesterase 5,unspecified,3
IFIT2,unspecified,1
HMGCR,unspecified,15
SIK2,unspecified,64
STAT3,Positive,4
VRK2,unspecified,99
IRF8,Positive,1
IFRD2,Positive,1
XK,unspecified,2
AKR1B1,Negative,671
MAP1LC3B,unspecified,1
mrdA,unspecified,5
STX3,unspecified,1
GABRR3,Positive,1
diuretic,unspecified,4
BHLHB9,Positive,1
N4BP2L1,Positive,1
GART,unspecified,2
ECI2,Positive,1
DNMT3B,Negative,1
PURH,unspecified,1
UQCRB,unspecified,1
SH2D3C,unspecified,1
WDR78,Positive,1
ZNF778,unspecified,1
MGAM,unspecified,4
PHB,Positive,1
BRCA1,Positive,132
MT1F,unspecified,1
GPR35,Positive,22
IGSF11,Positive,1
CASP9,unspecified,4
KCNH2,unspecified,646
ADH1B,unspecified,1
