target,mode,count
SLC16A7,Negative,21
PTGR1,Negative,2
GCGR,Positive,7
CK1,unspecified,1
HDAC3,unspecified,6
DLG4,Negative,1
HBB-B2,unspecified,1
5-HT4hb,unspecified,1
TSHR,Positive,1262
PEX14,Positive,1
HIPK1,unspecified,58
TAM receptor,unspecified,1
NRF1,unspecified,2
LILRB5,unspecified,1
RAPGEF3,Negative,433
PFN4,unspecified,1
TBX21,unspecified,1
ASB11,unspecified,1
CST11,Positive,1
MYLK2,unspecified,67
ADGRG3,Positive,1
SERPINA6,unspecified,15
ADGRL2,Positive,1
MMP8,unspecified,2
SAE1,unspecified,1
HRAS,Negative,3
CSNK1D,Negative,135
GABARx [ GABAR1 ],unspecified,5
prothrombin,unspecified,3
ITGA2,Negative,3
MAP4K5,Negative,3
GPR7,unspecified,1
CDK14,unspecified,62
RPIA,Positive,1
SQSTM1,Positive,1
CA5A,Positive,21
MAN1B1,Negative,3
AKR1B1,Negative,869
telomerase,unspecified,1
LRRK2,unspecified,60
MTAP,unspecified,1
DPEP3,unspecified,1
def,unspecified,1
TRPV3,Positive,15
KRAS,Negative,1
ERMP1,Positive,1
histamine release inhibitor,unspecified,1
TXNL1,unspecified,3
CYP2C11,unspecified,3
CDKN1B,unspecified,4
NDOR1,unspecified,1
LRRC74A,unspecified,1
BBC3,Positive,2
HIV protease,unspecified,1
BMPR2,Negative,2
phospholipase,unspecified,1
NOS3,Negative,41
GRM2,unspecified,23
PTMA,unspecified,1
HPRT,Negative,3
MBOAT1,Negative,1
PGAP3,Positive,1
GRIN2B,unspecified,97
VIPR2,unspecified,1
HCAR2,Positive,65
DDC,Negative,9
GABAR,unspecified,34
AP2B1,unspecified,1
S100A2,unspecified,3
MT-ND1,Negative,1
MMP3,unspecified,7
rpmF,Negative,1
CLDN14,Positive,1
MTAP,Positive,1
DNMT3L,unspecified,1
EDN3,Negative,2
GUK1,unspecified,1
CGA,Positive,1037
ENPP3,Negative,1
PRSS1,Negative,51
LTK,Negative,16
FOLR2,unspecified,3
ADRAxA [ ADRA1A ADRA2A ],unspecified,1
GABRE,Positive,46
SLC25A12,Positive,1
CLDN3,Negative,1
ATF3,unspecified,2
TRMT11,Positive,1
GABA A Alpha1Beta3Gamma2,unspecified,8
PSMC1,Negative,2
GABRB1,Negative,140
USP2,Negative,275
G6PC,unspecified,2
BRD7,Positive,1
NOS,unspecified,2
HTR7,Negative,46
MAP3K19,unspecified,58
GluCl channels,unspecified,1
TGM1,Negative,1
GABRB1,unspecified,161
SULT1E1,Positive,1
APP,Positive,11
CDC25A,Negative,9
GRM6,unspecified,5
SQLE,unspecified,2
BRD4,Negative,18
PDE8B,Negative,10
ANKS1A,unspecified,1
SLC5A1,Negative,11
IRAK,unspecified,1
IbetaB/IKK,unspecified,2
PPARD,unspecified,35
GABRA5,Positive,85
CAMK1,unspecified,71
CBR1,Positive,4
hydrolase,unspecified,3
NCOA1,Negative,20
PDE3B,Positive,2
IL3RA,Positive,1
GDI2,unspecified,1
STK16,Negative,3
KLHL32,unspecified,1
PRKD3,unspecified,62
CHRM5,Positive,17
Zeta-chain (TCR) associated protein kinase 70,unspecified,1
HK2,unspecified,2
CUL3,unspecified,2
SFTPD,unspecified,1
E-selectin,unspecified,1
LIMK2,unspecified,66
PTBP1,Negative,5
DAGLA,Negative,13
EEF2,unspecified,1
DRD1,unspecified,911
GLP1R,unspecified,3
NR1I3,unspecified,36
DIRAS2,Positive,1
RXRB,Positive,11
CYP2J2,Negative,96
HIST4H4,Negative,1
DUB,unspecified,3
SEC14L4,Positive,1
TACR1,Negative,26
ELOB,unspecified,1
GLT6D1,unspecified,1
GABA A Benzodiazepine Type IIL,unspecified,1
GSK3,unspecified,13
TNNI2,Positive,1
ANGPTL2,Positive,1
SLC7A7,Positive,1
PKA,unspecified,2
GOT1,Negative,1
enoyl-,unspecified,1
HSD17B3,Negative,24
ANO6,unspecified,1
YES1,Negative,228
GSTP,unspecified,1
HTR3B|HTR3A,Negative,10
HSD17B10,Positive,1
proton pump inhibitor,unspecified,1
TUBA3D,unspecified,14
NR5A2,Positive,2
carboxylase inducer,unspecified,1
RNF207,unspecified,1
CAR13,Positive,16
CYP2B1,unspecified,2
PDE4C,Negative,53
TUB2,Negative,1
SELL,unspecified,2
Choline Uptake,unspecified,2
CRAT,unspecified,2
AK1,Negative,6
C1QA,Positive,1
GCKR,Positive,1
LMHCC_2773,unspecified,1
CES2,Negative,89
PSMB5,Negative,14
CDKL3,unspecified,58
KRT74,unspecified,1
PAK6,Negative,140
NR1I2,Positive,555
GPSM3,Positive,1
PSMA6,Negative,2
skin irritant,unspecified,1
GRIA1,unspecified,31
FBP1,unspecified,2
VCL,unspecified,3
PRKAG3,Negative,99
SLC16A6,Positive,1
PFN1,unspecified,1
TNFRSF10B,unspecified,2
SH3PXD2A,unspecified,1
AHAS,unspecified,8
Imidazoline I2,unspecified,9
MCHR2,Positive,2
POM121L8P,unspecified,1
TUBB4A,Positive,3
GSTP1,Positive,2
ABCC1,Positive,5
24-dehydrocholesterol reductase,unspecified,1
PDGFB,Negative,4
LAG3,Positive,1
FABP2,unspecified,1
GRIA2,Positive,13
TMEM175,unspecified,1
"Arginase, Argininosuccinate synthase,  Lysozy",unspecified,1
GHRHR,unspecified,5
PHLDA2,unspecified,1
NR2C1,Positive,1
FGG,Positive,5
ECI1,Positive,1
ITPR1,Positive,3
PARP14,Negative,1
GRIK1,Positive,3
HLCS,unspecified,1
HRH4,unspecified,90
PSMD11,Negative,2
OPR,unspecified,14
APOL1,unspecified,1
PRUNE1,Negative,1
PPARx [ PPARA PPARG ],unspecified,1
ITGA6,unspecified,1
KDSR,Positive,1
AZIN1,Positive,1
ARMC10,Positive,1
PRKCG,Positive,1
UMPS,Negative,1
CDK6,Negative,130
RAD54B,Positive,1
GABRA1,Negative,183
PLA2R1,unspecified,1
TMP1,unspecified,1
NKX3-1,Negative,1
phzF,unspecified,1
NR2F1,Positive,1
PDGFRA,unspecified,69
CD52,unspecified,6
PLA2G4D,unspecified,1
KLF10,Positive,2
BDNF,Negative,1
ARNT,Positive,19
IL1B,unspecified,26
antimuscarinic,unspecified,2
ACVR2A,Negative,1
PABPC4,unspecified,1
STK32B,unspecified,66
phosphodiesterase inhibitor,unspecified,3
CHEK2,Negative,152
SLC16A10,unspecified,1
ydbK,Negative,1
ATG9B,Positive,1
SRM,unspecified,1
ENPP1,Negative,3
PRSS3,Negative,47
PTGDR2,Negative,21
NOS2,Positive,7
OPRS1,unspecified,2
GART,Negative,5
POR,Negative,3
ATRN,unspecified,1
FRK,unspecified,71
ZAR1,Positive,1
CKAP4,unspecified,1
CHRFAM7A,unspecified,1
CSRP3,Positive,1
KCNQ1,Positive,4
HSD17B3,Positive,1
DUSP3,Negative,30
SELL,Negative,11
BAZ2A,unspecified,1
TIE1,unspecified,62
FOXO1,Positive,1
EIF2AK1,Positive,2
HTATIP2,Positive,1
FUT4,unspecified,1
NUDT19,Positive,1
CAPN1,Negative,11
HTR6,Negative,65
NDUFA11,Negative,2
GUCY2D,Positive,1
LMAN2L,Positive,1
LPAR5,Negative,2
MAF,Positive,3
FERD3L,unspecified,1
HDAC10,Negative,155
SP140,unspecified,1
CAMK2B,unspecified,133
PCTAIRE protein kinase 1,unspecified,13
MIR26A2,unspecified,1
ESRRB,Negative,6
CRBN,Negative,4
P2RY13,Negative,2
kasA,unspecified,1
TMEM167A,unspecified,1
GREB1,unspecified,1
AOX1,unspecified,15
GRIN2C,unspecified,87
3beta-hydroxysteroid dehydrogenase inhibitor,unspecified,1
MMP inhibitor,unspecified,1
TCP1,unspecified,1
TRPM2,Positive,3
PTK2,unspecified,81
PRKX,Negative,108
PLPP6,Positive,1
HSF1,Negative,120
CCDC160,Positive,1
XPNPEP2,Negative,1
RIOK3,unspecified,62
SLC15A1,Positive,20
FCN1,unspecified,1
ADRA1B,Positive,28
SIK3,Negative,2
PHKA2,unspecified,1
CTSK,Negative,11
MUTYH,Positive,1
SORD,Negative,2
"Cholinergic, Nicotinic Alpha3Beta2",unspecified,20
ACAD11,Positive,1
BCL2,Positive,2
CCT8,unspecified,2
CDK15,Negative,5
CACNA2D3,unspecified,3
induces expression of progesterone receptor,unspecified,1
ACBD4,Positive,1
SIRT1,Negative,59
CHRNB4,Negative,38
ADH4,Positive,1
MGST3,unspecified,2
EGFR,Positive,7
IGHV1-69,unspecified,1
TBKBP1,unspecified,1
QDPR,Positive,1
"adrenergic Beta1,2",unspecified,3
AP1G2,Positive,1
ZNF81,unspecified,1
CHEK1,Negative,190
GNRHR,Positive,15
IL12B,Positive,6
ATOX1,unspecified,2
P2RY12,Positive,1
RPS26P35,unspecified,1
SHH,Positive,3
MDN1,Positive,1
CALM1,unspecified,11
CYP39A1,Positive,1
gyrB,unspecified,1
RPS6KA1,Negative,148
ELL2,unspecified,1
ADAL,Negative,11
DNAJB6,unspecified,1
GLA,unspecified,2
Plasmodium falciparum sarcoplasmic/endoplasmi,unspecified,1
GUCY1A2,unspecified,3
PDXP,Positive,1
PRKDC,Positive,1
DIO1,unspecified,1
YARS2,unspecified,1
NOLC1,unspecified,2
CALCRL,unspecified,3
KIAA1524,Negative,1
SLC12A3,Negative,14
VSTM2L,Positive,1
CD9,unspecified,1
BRD4,unspecified,13
PP3CA,unspecified,2
TRIM10,unspecified,1
CYCS,Positive,5
MAP3K5,Negative,100
niacin receptor,unspecified,1
ZFP276,Positive,1
SV2A,unspecified,2
RNR2,unspecified,1
GRIN3B,unspecified,81
GCLC,Positive,4
UNKL,unspecified,1
STMN4,unspecified,1
EPHX2,Positive,1
JAK3,Positive,2
IRF2BP2,Positive,1
TGFA,Positive,1
KAT2B,Positive,1
KRTAP19-1,unspecified,1
PHB,unspecified,1
OPRM1,Negative,83
SLC30A10,unspecified,1
CNGA2,Negative,2
CLU,Positive,1
NCOA3,Negative,20
SORD,unspecified,1
RBM18,unspecified,1
KDM6B,Negative,10
ATF7IP2,Positive,1
UGT2A1,Negative,2
NR1I3,Positive,54
NDUFA9,Positive,1
TAF13,unspecified,1
PTPRC,Negative,745
ACAT1,Positive,1
fabH,unspecified,1
ILKAP,unspecified,1
ROMO1,unspecified,1
MGAM,unspecified,5
GRIN2D,Positive,11
ACAD11,unspecified,1
CLCNKA,unspecified,2
Microtuble,unspecified,8
TCF7L2,unspecified,4
ACKR3,Positive,2
MTNR1B,Positive,13
ITPR3,Positive,2
GSTM5,unspecified,2
TRPV5,Negative,3
GABA A Benzodiazepine,unspecified,33
THAP1,unspecified,1
AK2,unspecified,1
GPT2,Positive,1
SLCO1A1,Negative,58
NPAS2,Positive,1
GHSR,Positive,7
C11ORF96,unspecified,1
CASQ2,unspecified,1
irritating,unspecified,1
APOA4,unspecified,1
PEX19,Positive,1
KCNJ10,Negative,1
PRNP,unspecified,11
GNAS,Negative,505
"TS, DHFR,GARFT and AICARFT",unspecified,1
FOXK1,unspecified,1
PECR,Positive,1
MRGPRF,Positive,1
KDM7A,Positive,1
KCNK2,unspecified,1
estrogen beta,unspecified,3
dynamin,unspecified,1
TP63,Positive,1
EIF4A2,unspecified,2
MGEA5,Negative,1
FOSB,Positive,1
HIST2H2AC,unspecified,1
L1CAM,Negative,1
GUSB,Negative,15
PSMB6,unspecified,1
mrcB,unspecified,10
SLC4A2,Positive,1
TAAR1,Negative,6
SCNN1A,unspecified,7
VIPR1,Negative,3
Dopamine D1A,unspecified,8
SAV4671,unspecified,1
EPHA4,unspecified,76
CRABP2,Negative,2
SENP1,Negative,10
SERPINE1,Positive,2
antibiotic macrolide,unspecified,5
TGFB2,unspecified,1
TP53I3,unspecified,1
NIACR1,Positive,2
NAGLU,unspecified,1
NSUN6,Positive,1
ST3GAL3,Negative,1
FOXN2,Positive,1
ADAP2,Positive,1
SLC6A4,Negative,151
PDE3A,Positive,5
RAB3D,unspecified,1
OPRM1,unspecified,896
PPM1A,unspecified,1
fksA,Negative,2
Glutamate-Kainate,unspecified,7
ABL2,unspecified,71
PSMA8,Negative,2
GABA A alpha5,unspecified,1
LIPA,Negative,6
PRKX,unspecified,66
NPY4R2,Negative,2
FES,unspecified,67
ADRA1A  ADRA2A OAMB,unspecified,1
UTS2R,unspecified,1
CTH,unspecified,1
RDH8,Positive,1
BCL2L1,Positive,3
PRKACG,Negative,36
EML3,Positive,1
ribosome,unspecified,1
PRTN3,Negative,3
PECR,unspecified,2
ADCY3,unspecified,2
OPRL1,Positive,8
HTR1B,Negative,70
MC3R,unspecified,746
SCARF2,unspecified,1
RAD23A,unspecified,1
ICAM1,Negative,7
CYP51A1,Negative,29
FSCN1,unspecified,1
ANXA11,unspecified,1
ZFPM2,unspecified,1
HEXIM1,Positive,4
petB,unspecified,1
SPIN4,Positive,1
O-acetyltransferase,unspecified,1
SDR9C7,Positive,1
SIGMAR1,unspecified,817
F5,Negative,1
EHMT2,Negative,3932
CETP,Negative,3
ORM2,unspecified,6
ESR1 AR,unspecified,2
HECA,Positive,1
UTP3,unspecified,1
NLRC3,Positive,1
BTRC,Negative,1
ITGB6,Positive,1
RNASE1,Negative,1
RDH16,Positive,1
HADH,Positive,1
S100A4,unspecified,4
NPC1L1,unspecified,6
PTK6,Negative,110
NTRK2,Positive,30
HCAR2,Negative,4
CCNB1,Positive,1
PARP4,unspecified,1
CALCR|RAMP1,Negative,1
TIMM23,unspecified,1
TACR1,unspecified,775
CCR1,unspecified,21
PRKG2,Negative,17
ULK3,unspecified,64
SH2B3,Positive,1
C4B,unspecified,2
AURKA,Positive,3
FYN,unspecified,72
CHRM4,Positive,23
KAT7,Negative,1
TMCO6,Positive,1
CCK1R,unspecified,1
IFIT2,unspecified,1
SLC6A14,Positive,1
INSIG1,unspecified,1
CECR2,unspecified,2
TLR4,Negative,12
ANGPT2,Positive,1
AR,Positive,1626
ADH4,unspecified,2
ACSBG1,unspecified,1
ZNF77,unspecified,1
leukotriene receptor,unspecified,1
MAO,unspecified,22
ORF28,unspecified,1
CN,unspecified,1
SOD2,unspecified,1
TrkB receptor,unspecified,1
kinesin,unspecified,4
sulI,unspecified,1
NBC,unspecified,1
CYP2D1,Negative,7
FABP5,unspecified,1
adrenergic,unspecified,10
NR1H3,Positive,22
LIPA,Positive,1
CLCN6,unspecified,2
BRDT,unspecified,1
RAPGEF4,Negative,502
"Cholinergic, Nicotinic Alpha6Beta3Beta4Alpha5",unspecified,2
MAPK14,unspecified,82
CYP2C9,Negative,1373
Th2 cytokine,unspecified,1
PP1,unspecified,1
chelator,unspecified,12
PTCD1,Positive,1
SLC5A3,Negative,1
Monoamine Oxidase A,unspecified,2
HSPA8,Negative,5
NR2C2AP,Positive,1
SRF,Positive,2
PRTN3,unspecified,1
KCNG3,Negative,8
COL16A1,Positive,1
SMAD5,Negative,1
ADCY8,Positive,1
proteasome,unspecified,1
ENTPD3,unspecified,1
SDHC,unspecified,2
DHRS12,Positive,1
CHRM3,Positive,33
TTLL4,Positive,1
PHLPP1,unspecified,1
SMAGP,Positive,1
MTR,Positive,1
LPAR1,Positive,2
GPD2,Negative,2
SFRP4,unspecified,4
PDE11A,Negative,6
POLR3G,Positive,1
AOC1,Negative,2
MBP,unspecified,16
5-HT5,unspecified,16
SCN3B,Positive,4
Atrial natriuretic peptide receptor,unspecified,1
E3 Ligase,unspecified,1
F2,Positive,3
CNGA2,Positive,2
"Cholinergic, Nicotinic Alpha6Beta4",unspecified,3
NIM1K,unspecified,58
TAAR4,Positive,2
DPYS,Positive,1
juvenile hormone analog,unspecified,1
ICAM1,unspecified,5
GABA A Alpha2Beta2Gamma2,unspecified,1
LCN2,unspecified,1
MT2,Positive,1
ASIC,unspecified,2
AO,unspecified,6
CACNA1S,Negative,20
"Cholinergic, Nicotinic Alpha1Beta1DeltaGamma",unspecified,1
SH3D19,unspecified,1
PDE9A,Negative,11
PRKCH,unspecified,64
KCNJ3,Positive,6
TTF1,unspecified,1
TCHP,Positive,1
CDK2,unspecified,150
antifungal,unspecified,30
MAP3K12,unspecified,58
NOS1,Negative,92
SNAI1,unspecified,1
CATSPER2,Positive,3
CYP2B10,Positive,1
MESDC2,unspecified,1
TLR2,Positive,5
BHMT2,unspecified,2
LIFR,Negative,2
CD40,Negative,1
CHRM3,unspecified,881
ITSN2,Positive,1
CFTR,Positive,15
polo-like kinase 1 (PLK1) inhibitor,unspecified,1
MAPK11,Negative,186
PFF0160c,unspecified,1
prostaglandin receptor,unspecified,1
AMY2A,Negative,4
GTPBP10,Positive,1
CDK5,unspecified,71
HHIP,unspecified,1
Sterol synthesis,unspecified,11
Multidrug Resistance Transporter MDR 1,unspecified,13
TRPM8,Positive,33
ADENOSINE A2,unspecified,8
NOS negative,unspecified,1
NBPF4,unspecified,1
KYNU,unspecified,3
AARS2,unspecified,1
SCN7A,unspecified,1
ARC,unspecified,1
FGFR2,unspecified,90
Protein-tyrosine kinase 2,unspecified,1
HGF,unspecified,3
CA4,Negative,165
NR0B1,unspecified,2
GRIP1,unspecified,1
SOS1,Negative,1
OXSR1,unspecified,124
ERN1,Negative,15
TUBA3D,Negative,33
PRPS2,unspecified,1
CA7,unspecified,35
coenzyme,unspecified,1
ARHGAP5,Positive,1
PTK,unspecified,1
CSK,Negative,154
Histamine H3L,unspecified,2
GPR18,Positive,7
THY1,unspecified,1
A2M,unspecified,2
P2RY2,unspecified,2
PDK4,Negative,4
ATP1B3,unspecified,1
SLC28A1,Negative,4
SCNN1B,Negative,8
SLC7A11,Negative,13
P2RX2,Positive,2
GLRA2,Positive,2
HSPD1,unspecified,2
BRCA1,Positive,851
CSNK2A2,Negative,171
KCNH2,Positive,11
AP(a),unspecified,1
KCNK17,Negative,1
PCCB,unspecified,2
FBP1,Negative,10
SPTB,unspecified,2
NCOR1,Negative,4
AGER,unspecified,3
TP73,Negative,4
C8ORF44-SGK3,unspecified,58
CCNK,Negative,1
ATM,unspecified,175
ttgR,unspecified,1
ITGA2B,Negative,12
MTTP,Positive,1
SRPK3,Negative,104
S1PR2,Negative,11
GABRQ,unspecified,148
NT,unspecified,9
PKN1,unspecified,62
DIO1,Positive,1
HIST3H3,unspecified,4
DICER1,Positive,1
ZKSCAN5,unspecified,1
NPPB,unspecified,4
TXNRD3,Negative,15
Casein kinase 1 Delta,unspecified,2
LYN,unspecified,73
calmodulin antagonist,unspecified,1
CALM1,Positive,1
PPARGC1A,Negative,2
GABRG3,unspecified,148
SRPK1,Negative,139
ID2,unspecified,2
DDT,unspecified,2
RIPK2,Negative,103
MYLK,Positive,1
REN,Negative,16
nir,unspecified,1
G6PD,unspecified,3
TUBB7P,unspecified,1
USP5,Negative,2
FOXM1,Positive,1
LTB4R1,unspecified,1
TSSK1B,unspecified,62
SERPINA6,Negative,1
PLOD1,unspecified,1
TPI1,Negative,1
CBR3,Positive,1
CHRNA7,Negative,31
MC3R,Positive,9
FNBP4,Positive,1
DRD,unspecified,60
NCOA3,Positive,34
ORAI1,Negative,10
MAP3K20,Negative,2
S100B,unspecified,7
SAT1,Negative,12
"Cholinergic, Nicotinic Alpha6",unspecified,3
ITGB6,Negative,1
TANC2,Positive,1
PNMT,unspecified,8
PIK3C3,Negative,7
TMEM35B,unspecified,1
BCL2A1A,unspecified,6
CCDC58,unspecified,1
CHRNB4,Positive,19
CCL5,unspecified,2
CHRNA6,Negative,7
HTR1E,Negative,14
MUT,unspecified,1
NCF1,unspecified,1
metabotropic glutamate 4a,unspecified,1
GluR,unspecified,15
SLC22A1,Negative,238
THNSL1,Positive,1
TAAR3,Positive,1
beta-amyloid,unspecified,4
MT1,unspecified,4
vasodilator,unspecified,3
GFRA1,Positive,1
PLAT,unspecified,3
cholinergic,unspecified,1
FZD1,Positive,9
MAP3K2,unspecified,58
LIMD1,unspecified,1
ARRDC4,Positive,1
FOXP3,Positive,1
TAT,unspecified,2
TSPO,Negative,15
INPPL1,Negative,2
ZAP70,Positive,1
FNTA,Negative,24
GK3P,unspecified,1
FTMT,unspecified,2
GUCY1B1|GUCY1A2,Negative,1
CASR,Positive,8
TNKS2,Negative,30
RAP2A,Positive,1
PDF,Negative,9
RRM2B,unspecified,2
KMT2D,Negative,1
FN1,Positive,1
Tubulin,unspecified,3
PKD,unspecified,3
CCNE2,Negative,97
DPP7,Negative,11
L-PGDS,unspecified,1
CACNA1G,unspecified,24
KCNJ3,Negative,2
SCN1A,Negative,81
PDE1A,Negative,30
MTOR,Positive,1
CD22,unspecified,1
TUBB2A,Negative,36
ZNF710,Positive,1
ABCG2,Positive,8
SUMO2,Negative,6
HPGD,Positive,1
GLUT,unspecified,1
IDO1,unspecified,7
PRKD1,Negative,156
STAR,Positive,1
GBA,unspecified,5
CA4,Positive,18
F12,unspecified,30
steroid - potenial steroidal NR active,unspecified,1
NLE1,Positive,1
TPR,unspecified,1
Calcium channel (VER),unspecified,2
organic anion transporter,unspecified,2
KCNT1,Negative,5
SHH,Negative,10
doxG,unspecified,1
SOAT1,Negative,160
SEPT10,unspecified,1
CASP12,unspecified,1
STK11,unspecified,66
RBX1,Negative,3
KARS,unspecified,5
YWHAG,unspecified,6
NR0B2,unspecified,3
GM21596,Negative,1
CYSLTR1,unspecified,754
ATP6,unspecified,1
IL10,unspecified,2
MBD2,unspecified,1
XPC,Positive,1
Prostaglandin Transporter,unspecified,7
ATP2A3,Positive,1
PAK1,unspecified,72
CYP46A1,Positive,1
NR2E3,unspecified,1
MMAA,unspecified,1
metal ion,unspecified,1
PAH,unspecified,13
TXN,unspecified,2
PDK2,unspecified,1
S100A4,Negative,5
CHPT1,unspecified,1
CD55,unspecified,1
topoisomerase,unspecified,36
KCNA4,Negative,10
GABRG1,unspecified,150
CES1,unspecified,21
DNA [ TP53 ],unspecified,11
ELN,unspecified,1
AURKA,Negative,147
CDC42SE1,Positive,1
ACTB,unspecified,5
MAU2,Positive,1
CCNA2,Positive,4
SIRT6,unspecified,1
POSTN,unspecified,1
SCIN,unspecified,1
LDHB,unspecified,2
ADH5,unspecified,4
IL18,Negative,2
CYP3A5,Positive,5
XO,unspecified,1
UGT2B15,Negative,9
Cholecystokinin peripheral,unspecified,1
PAM,Positive,29
YWHAH,unspecified,1
KCNN1,Positive,3
HRH1,Negative,149
PLLP,Positive,1
NQO2,Negative,31
Protein S100-P,unspecified,1
NOP16,Positive,1
CHRNG,Negative,18
PTPRA,Negative,6
APH1A,Negative,42
PADI2,unspecified,1
JAK1,unspecified,135
ITGB5,Negative,2
CYP46A1,unspecified,1
TTBK1,Negative,2
MAST4,Positive,1
CAMP,Positive,1
UPP1,unspecified,3
LCAT,Negative,1
OLFR73,unspecified,2
P3H3,unspecified,1
NMRAL1,unspecified,2
FBXO21,Positive,1
CBR4,Positive,1
TLR8,unspecified,2
GSTZ1,unspecified,5
BMF,unspecified,1
CHD3,Positive,1
ING2,Negative,1
ABHD5,unspecified,1
carotenoid biosynthesis,unspecified,2
TNNT2,unspecified,1
NMRAL1,Positive,1
MME,Negative,12
TRPC6,Positive,3
CCNB1,Negative,113
NOD2,Positive,6
NSD1,unspecified,1
ADCY6,Negative,2
NCOR2,unspecified,10
CASP12,Negative,1
Sigma 2,unspecified,1
NUAK2,unspecified,62
PLD2,Negative,6
LOC100911721,Negative,4
DARS,unspecified,1
PTPN7,unspecified,24
MC5R,Positive,1
UGT1A7,unspecified,45
CAR13,unspecified,29
GSTM3,unspecified,2
BTK,Negative,128
HPN,unspecified,2
GSTM2,unspecified,5
CCR2,Negative,19
NTRK3,unspecified,66
LYZ,unspecified,5
NK1,unspecified,1
UV absorber,unspecified,1
RASGRP3,unspecified,2
DCK,Negative,41
S1PR1,Negative,16
GABRA3,Positive,65
MAPT,Negative,2249
TOP2B,unspecified,3
ERG11,Negative,12
GPR119,unspecified,1
casein Kinase,unspecified,3
CTLA4,Negative,1
NOD1,Negative,15
DRD2,Negative,188
SRC,Negative,195
SPIRE1,Positive,1
FKBPL,Positive,1
GJB3,unspecified,1
PIM1,Negative,179
HES1,Negative,2
PLA2G12A,Negative,1
TAS2R50,Positive,1
CHRNA1,Negative,26
S100A9,unspecified,2
NPR1,Negative,1
opioid receptor agonist,unspecified,1
NDUFS1,Negative,2
RYR2,Positive,6
METAP1D,Negative,1
ATXN1L,unspecified,1
TPMT,unspecified,18
BRCA1,unspecified,3
PLA2G2A,unspecified,2
CTSE,Negative,6
BCL2L12,unspecified,1
SIRT2,Positive,2
NAAA,Negative,17
TMEM139,Positive,1
5HT2A antagonist,unspecified,1
FAM222A,unspecified,1
GUCY2C,Positive,2
SLC15A3,unspecified,1
PBK,Negative,2
CCKAR,Positive,14
MMP13,unspecified,5
HRH3,unspecified,106
PTGER4,Positive,8
CASP4,Negative,1
CA13,Negative,40
ICOS,Negative,1
"raf, VEGFR, PDGFR",unspecified,1
XPO1,Negative,3
LMO4,Positive,1
C1ORF123,unspecified,1
CHRNA3,Negative,35
XYLT2,unspecified,1
GLS,Negative,1037
NEK2,Negative,148
KAT14,Positive,1
p53,unspecified,9
antiinfective,unspecified,1
IL6R,Negative,3
CCND1,Positive,1
RABL3,unspecified,1
PRKAG1,Negative,101
steroid intermediate,unspecified,1
KIF1A,unspecified,2
SLC5A8,Negative,3
POLR1A,Positive,2
RRM1,Negative,9
CSNK2A1,Negative,187
RXRG,Negative,4
RGN,unspecified,2
IFIT2,Positive,1
EHMT1,Negative,2
CTSH,Negative,9
ADRA2,unspecified,25
GJB3,Negative,4
MAP4K2,unspecified,58
JAG1,unspecified,1
SBK3,unspecified,58
gyrA,unspecified,10
PRSS8,unspecified,1
TCOF1,Positive,1
CBFB,Negative,603
IKBKE,Negative,26
PSEN1,unspecified,13
JAK,unspecified,17
TAF1,unspecified,1
GHR,Positive,1
PPP1R15A,unspecified,1
TES,unspecified,1
Na+/Ca2+ Exchanger,unspecified,1
metabotropic glutamate 5a,unspecified,4
SEM1,Negative,2
LLGL1,Positive,1
PPP2R2B,unspecified,1
Sigma 1,unspecified,1
ZBTB33,Positive,1
DRD2,unspecified,1073
AAK1,unspecified,71
TMEM55B,unspecified,1
XOD,unspecified,3
KLRB1A,unspecified,1
POLE,Negative,5
CDK12,Negative,6
GSTM1,Negative,7
HMOX2,Negative,2
GABBR2,Negative,11
FLT3,unspecified,78
SE,unspecified,1
ENO3,unspecified,1
KAZN,unspecified,1
PTGER1,Negative,14
MT-ND5,Negative,1
DUT,Negative,9
TUBB2C,unspecified,2
TMEM47,Positive,1
ACKR1,unspecified,1
HDC,Negative,1
rplV,unspecified,3
HSPB8,unspecified,1
PDE7B,Negative,10
CART,unspecified,2
NUAK2,Negative,1
GPR183,Positive,1
EPHA,unspecified,2
HPN,Negative,3
SLC25A19,unspecified,1
buffer,unspecified,1
ion channel (K),unspecified,43
CYP2R1,unspecified,1
ATP1A3,Negative,7
TYMS,unspecified,15
modulates intracellular free calcium,unspecified,1
SLC2A1,Positive,1
SEMA5A,Positive,1
GRIN2C,Negative,74
THBS1,Positive,1
IDO,unspecified,1
TRPA1,Positive,94
CLCNKA,Negative,1
PTPN2,Negative,8
ALB,Negative,2
INCENP,Negative,1
ADRA1A,Positive,68
NPEPPS,Negative,2
PSMD13,Negative,2
RORA,Positive,12
SBK1,unspecified,58
BBOX1,Positive,5
SECISBP2,unspecified,1
SIPA1L3,Positive,1
gibberellic acid synthesis,unspecified,2
MAP3K2,Negative,1
ETFA,Positive,1
TNFRSF1B,Positive,1
RING1,unspecified,1
SLCO1C1,unspecified,1
"Angiotensin II, central",unspecified,2
SMAD1,Negative,1
HMOX1,unspecified,13
RETSAT,Positive,1
BZW2,Positive,1
SYT9,Positive,1
RCE1,Negative,11
endothelin receptor,unspecified,2
SLC51B,unspecified,3
PAH,Positive,3
CTRB1,unspecified,2
KCNN3,Negative,11
ATAD5,Negative,3071
SLC29A4,Positive,6
thyroid beta,unspecified,1
