target,mode,count
AICDA,unspecified,1
folP2,Negative,1
MTR,unspecified,1
NR3C2,Positive,3
DECR2,Positive,1
GABBR1,Positive,3
TIRAP,Positive,1
G0S2,Positive,1
RNF14,unspecified,1
HIST1H3B,Positive,1
SLC18A1,unspecified,1
EDNRA,unspecified,370
embC,Negative,1
OTOF,unspecified,1
KCTD3,Positive,1
MUC1,Positive,1
DIO1,Negative,2
CD47,unspecified,1
TLR4,unspecified,2
PDE4A,Positive,2
ATP5O,unspecified,1
PTGES,unspecified,1
PON2,unspecified,1
folC,unspecified,1
CRYL1,Positive,1
MDH2,unspecified,1
IL4,Positive,1
RRM1,Negative,5
GABRG1,unspecified,9
G6PD,unspecified,1
TUBB,unspecified,8
NLRP12,Positive,1
AKT1,unspecified,16
LIPA,Positive,1
TRA2B,unspecified,1
RHOF,Positive,1
TIMP3,unspecified,1
PDZRN3,Positive,1
PKM,Positive,18
GAS6,unspecified,1
HTR1F,Negative,1
TPMT,unspecified,2
MAPKAPK2,Negative,4
SCGB2A1,unspecified,1
VEGF inhibitor,unspecified,1
CAMKK1,Negative,1
NOSIP,unspecified,1
S1PR5,Positive,2
Melatonin,unspecified,1
FER,unspecified,15
RNF220,Positive,1
Vasopressin receptor,unspecified,1
UCP2,Positive,3
GPER1,Negative,1
THPO,Positive,54
RBM18,unspecified,1
ADRA2C,Negative,17
KDM2A,Positive,1
CD83,unspecified,1
DDO,Negative,3
HTR1A,unspecified,72
HMT,unspecified,1
SOMATOSTATIN,unspecified,2
NCOA1,Negative,3
HTR1D,Negative,13
Benzodiazepine central,unspecified,1
EIF4EBP2,Positive,1
KYAT3,unspecified,2
WNK4,Positive,1
SIRT1,Positive,3
NAT14,unspecified,1
ATP13A1,Positive,1
CYP1A2,unspecified,5
GPBAR1,Positive,8
GAK,unspecified,15
FKBPL,Positive,1
PDPK,unspecified,1
EZH2,unspecified,2
CYP2C19,Negative,442
SNX24,unspecified,1
APOA1,Positive,2
CXCR1,Negative,8
FTH1,Positive,1
pbp3,unspecified,2
ATG9B,Positive,1
OPRM1,unspecified,380
HAR1A,unspecified,1
GABRA3,Positive,11
P2Y purinoceptor,unspecified,2
MEN1,unspecified,1
ATP6,unspecified,1
embB,unspecified,1
CREG1,Positive,1
Camphor 5-monooxygenase,unspecified,1
IL1B,Positive,1
ATP5B,unspecified,1
GPR55,Negative,2
CD248,unspecified,1
FKBP1A,unspecified,2
PLPP6,Positive,1
NTRK1,unspecified,15
EHHADH,Positive,1
DEPTOR,Positive,1
TUBB3,unspecified,5
MAPK10,Negative,1
CDH1,Positive,1
SLC18A2,Negative,2
GAK,Negative,1
NDUFAB1,Negative,2
HTR7,Negative,14
UBFD1,unspecified,1
ALPPL2,Negative,1
GEM,unspecified,1
Glutathione reductase,unspecified,1
ULBP1,unspecified,1
NPM1,Negative,1
CACNA2D2,Negative,2
RCAN1,unspecified,1
PAK5,Negative,1
DAO,unspecified,1
GSTM3,unspecified,1
CROT,unspecified,1
PROC,unspecified,1
TAS1R2,unspecified,1
DNAJB1,unspecified,1
AKP3,Positive,1
SLC29A2,Negative,1
Carbohydrate,unspecified,1
EGFR,unspecified,23
FGF3,unspecified,1
NSUN3,Positive,1
COL1A2,unspecified,1
Acid glycoprotein,unspecified,1
ETS2,Positive,1
IGFBP7,unspecified,1
F10,Negative,9
CDK18,unspecified,13
TLR4,Negative,1
OXSM,Positive,1
CYP2E1,unspecified,2
SLC22A7,Negative,19
GLRA1,Negative,3
GLG1,unspecified,1
SLC45A3,Positive,1
EDNRB,unspecified,1
ULK3,unspecified,13
CHRNB3,unspecified,1
TSSK1B,Negative,1
TNFRSF4,unspecified,1
REEP2,Positive,1
SLC15A2,unspecified,14
HIV Reverse Transcriptase,unspecified,3
BCL2,Negative,2
GABRB2,Negative,9
AHR,Positive,20
GSTM1,Negative,2
APP,unspecified,9
NEK3,unspecified,13
CYP4F15,Positive,1
Nischarin,unspecified,1
SLC7A3,unspecified,1
CRABP1,Negative,2
GABRA4,Negative,8
SLC18A3,unspecified,1
AFDN,Positive,1
GLCCI1,Positive,1
CYP3A9,unspecified,1
FAM53A,Positive,1
Ion channel Na,unspecified,9
ACPR1B,unspecified,1
OXTR,Positive,3
CDC42BPG,unspecified,13
PRSS3,unspecified,1
ARC,unspecified,1
IER3,Positive,1
DDAH1,Negative,1
KLHL5,unspecified,1
norepinephrine,unspecified,1
NT5C2,Negative,1
DPYD,Negative,1
GABRA1,Negative,14
ETS1,unspecified,1
MKNK2,unspecified,15
DECR1,Positive,1
ASIC2,Negative,2
GSTA1,Positive,1
UGT,unspecified,2
CYP7A1,Positive,1
MCHR1,unspecified,1
SLC6A1,unspecified,3
RARA,unspecified,5
SLC17A6,Positive,1
HMOX1,Positive,1
CDC6,Positive,1
SHH,Positive,1
ACY ligands,unspecified,1
UBN2,Positive,1
PPA1,unspecified,1
TXNRD1,unspecified,60
GSK3B,Negative,5
DNA,unspecified,43
XPO1,Negative,1
HDAC5,Negative,17
ND3,Negative,1
APH1A,Negative,6
ALDH1A1 ALDH2 ALDH1B1 ALDH5,unspecified,1
SMOX,unspecified,1
PLA2G4A,Positive,1
KCNN2,Positive,2
ETFA,Positive,1
UBE2D1,Positive,1
MAOA,Negative,419
DYRK1B,unspecified,13
NR0B2,Positive,1
RORB,unspecified,1
TLR9,unspecified,2
BCHE,Negative,22
BDKRB2,unspecified,368
DDX60,Positive,1
HTR2A,unspecified,406
PSMB3,Negative,2
EML3,Positive,1
SULF1,unspecified,1
PLK,unspecified,1
GALK1,Negative,2
TNIK,unspecified,15
TRAF3IP2,Positive,1
FAM160B1,Positive,1
TSR1,Positive,1
ATAD5,Negative,112
PRKCH,unspecified,13
CAMK4,unspecified,15
IGF-1R,unspecified,1
CA3,Positive,4
BET1,Positive,1
RIPK2,Negative,1
TRPA1,Negative,7
SLC44A1,unspecified,1
Dopamine D1B,unspecified,3
ABCC8,Negative,9
SNRK,unspecified,13
LRP5,Positive,1
BACE1,Positive,1
ITGA2B,unspecified,2
CTPS,unspecified,1
HSPB1,unspecified,1
ROCK2,Negative,3
MFOs,unspecified,1
TBXA2R,unspecified,4
DDB1,Negative,2
GRIP1,Positive,1
AOC1,Negative,1
amino acid synthesis inhibition,unspecified,1
Ryanodine receptor,unspecified,1
ATP9A,Positive,1
VEGFR,unspecified,7
SIK3,Negative,1
MDH1,unspecified,1
AK1,Negative,1
TCF21,unspecified,1
GABRA,unspecified,2
ADCY6,Positive,2
PIK3C2G,unspecified,13
LENG1,Positive,1
NSUN5P2,unspecified,1
TAC1,Positive,1
DGAT2,Negative,1
EPHA4,Negative,1
SRD5A1,unspecified,1
P2RX7,Negative,1
MAP4K3,unspecified,13
SFN,Negative,1
IL4,unspecified,1
SPINT1,Positive,1
PPP3R1,Negative,1
AMBP,unspecified,1
HRH3,unspecified,23
ABCB4,Negative,1
PSMC5,Negative,2
MAP3K13,unspecified,14
TBC1D10B,Positive,1
NPR2,Positive,1
TERT,unspecified,1
BCL7A,unspecified,1
PPARA,Positive,28
TUBA4A,Positive,1
PEX16,Positive,1
PIN1,Negative,49
SCN4A,Negative,33
CEMIP,unspecified,1
INSRR,unspecified,13
c-kit,unspecified,1
HPGD,Negative,102
histamine N-methyltransferase (HNMT),unspecified,1
FPGS,unspecified,1
HNMT,unspecified,3
NDUFA4L2,Negative,2
TACR1,unspecified,369
HTR1E,Positive,4
APBB1IP,Positive,1
CYP7A1,Negative,1
DDT,unspecified,1
S100B,unspecified,2
PLVAP,Positive,1
MAPK12,Negative,3
SCN1B,Positive,3
TAT,Positive,1
UTP11,unspecified,1
GDPD1,Positive,1
Proto-oncogene tyrosine-protein kinase Src,unspecified,1
ELOF1,unspecified,1
FNTB,Negative,1
Cholecystokinin,unspecified,1
TUBB,Negative,11
F12,unspecified,1
LOC101930123,Negative,1
INS1,unspecified,1
ion channel (K),unspecified,29
ACACA,unspecified,3
NPY2R,Positive,1
CCR1,Negative,1
IGF1,unspecified,1
MAP4K1,unspecified,13
CTSG,Negative,369
DYRK2,Positive,1
PRELID3B,Positive,1
GRIK5,Negative,1
CCNE1,unspecified,1
SPIRE1,Positive,1
Phosphodiesterase 4,unspecified,1
HRH2,unspecified,377
ACE2,Negative,1
NR1I3,unspecified,12
KCNJ1,unspecified,3
SLC16A10,unspecified,1
antibiotic,unspecified,10
NDUFA6,Negative,2
GABRA4,Positive,11
NFE2L2,unspecified,5
MCL1,unspecified,2
KCNJ12,unspecified,3
ALDH3B1,unspecified,1
CA5A,Negative,28
CDK14,unspecified,13
COX6B2,Positive,1
ERBB3,Positive,1
CYP1B1,unspecified,1
PYGL,unspecified,1
SUSD1,Positive,1
SLCO1B1,unspecified,3
ABCC9,unspecified,6
GABRR1,Negative,1
NUSAP1,Positive,1
DNMT3A,Positive,1
GEMIN5,Positive,1
ATP1A4,unspecified,1
RPL38,unspecified,1
OASL,unspecified,1
NUAK1,unspecified,13
NCOA3,Positive,2
FABP1,Positive,1
GCH1,unspecified,1
HTR3B,unspecified,11
CACNG2,unspecified,3
PPOX,Negative,2
LMO4,Positive,1
COL17A1,Positive,1
TFRC,Positive,1
GRIK1,unspecified,1
GSK3A,Negative,1
PTGER3,Positive,1
ARHGAP36,unspecified,1
PCK1,unspecified,1
IVD,unspecified,1
DAG1,unspecified,1
COL5A1,unspecified,1
enoyl-,unspecified,1
GRIA1,Positive,1
CLCNKA,Negative,1
MELK,Negative,1
ORM2,unspecified,3
SP8,Positive,1
CXCR4,Negative,1
NKCC cotransporter,unspecified,2
ACVR2B,unspecified,13
SLCO1A2,Negative,21
MBIP,Positive,1
DSE,unspecified,1
SLCO2A1,unspecified,1
TRIM39,Positive,1
SLU7,unspecified,1
CYP2A6,Negative,376
RNF186,Positive,1
APCDD1L,unspecified,1
VRK1,unspecified,5
LIPE,Negative,4
EBF1,Positive,1
PIP5K1A,unspecified,13
PSG11,unspecified,1
BAG2,Positive,1
EIF4EBP1,Negative,1
CAV1,unspecified,2
CHGA,unspecified,1
GABBR1,Negative,5
MAPKAPK3,Negative,1
Opiate non-selective,unspecified,2
CAMK2G,unspecified,16
KCNA2,Negative,3
PABPC1,Negative,3
CYCS,unspecified,1
ADORA2B,unspecified,5
SLC25A20,Positive,1
GABRA2,Positive,12
CDC42EP5,unspecified,1
GALT,Positive,1
Amino Acids and Derivatives,unspecified,1
CSF1R,Positive,3
CACNB2,Negative,2
EDNRA,Positive,1
ALDH1A3,Negative,2
COX-2,unspecified,25
ADRM1,Negative,2
PTER,Positive,1
GABA A Alpha5m10Beta2Gamma2,unspecified,2
GLB1,Positive,1
PIN4P1,unspecified,1
GABRA2,Negative,2
rpsL,unspecified,2
CCKBR,Negative,2
CA5A,Positive,7
AGXT,Positive,1
GCGR,unspecified,1
SMAD4,Negative,1
CSRNP3,Positive,1
VCP,Negative,1
CPNE6,Positive,1
SLC6A15,Positive,1
PSMC3,Negative,2
Zeta-chain (TCR) associated protein kinase 70,unspecified,1
GABRB2,Positive,17
ID2,unspecified,2
HTR4,Negative,6
CHRM2,Positive,8
ASGR1,unspecified,1
SIPA1L3,Positive,1
ADAM9,unspecified,1
OCRL,Positive,1
TMEM140,Positive,1
photosystem II inhibitor,unspecified,2
PSMB10,Negative,2
EPO,unspecified,1
ETFA,unspecified,1
MC5R,unspecified,368
ADRB3,unspecified,373
NR2C2,Positive,1
antibacteria,unspecified,3
GCLC,Positive,2
GABA uptake,unspecified,1
GABA A Alpha4Beta3Gamma2,unspecified,1
ADK,unspecified,3
ALOX5,Positive,1
SLC6A13,unspecified,1
CYP2R1,unspecified,1
TRPC4,unspecified,1
SLC19A1,unspecified,4
RRAGD,unspecified,1
MPPE1,unspecified,1
AGTR1,unspecified,5
CYP2D1,Negative,3
NFkB,unspecified,16
MT3,unspecified,1
KCNQ3,Positive,1
PRKAB2,Positive,2
CCNG2,unspecified,1
SLC25A30,Positive,1
VMAT,unspecified,1
KCNK10,Negative,1
BTK,unspecified,16
CYP3A5,Positive,2
MT-ND5,Negative,1
PLOD2,unspecified,2
CLCNKA,Positive,1
CSNK2A1,Negative,2
MARS2,Positive,1
ATP4B,Negative,8
FABP7,unspecified,1
PAQR7,Positive,1
SLC30A10,Positive,1
DHX58,Positive,1
KCNJ5,unspecified,4
EEPD1,Positive,1
CACNA1D,Negative,11
MAFB,unspecified,1
TLK2,unspecified,13
CMPK1,unspecified,1
SBK3,unspecified,13
CA2,Positive,12
ATP1A4,Negative,1
MYH3,Positive,1
RWDD2A,Positive,1
GRAMD1A,unspecified,1
GRTP1,unspecified,1
CDC42,unspecified,1
SGSM2,Positive,1
NEU4,Negative,1
AGTR2,Negative,3
STAT1,Positive,1
ADCK2,Positive,1
EPHA5,Negative,1
CA1,Negative,45
NFKBIA,unspecified,2
NDUFA3,Negative,2
TUBA3E,Negative,8
CYP17A1,unspecified,4
Glutamate-NMDA,unspecified,2
BMP5,Positive,1
CACNA1I,unspecified,3
F10,unspecified,3
proton pump,unspecified,4
POLR2C,unspecified,1
ZNF518B,Positive,1
MET,unspecified,14
PGD,unspecified,2
CEACAM3,unspecified,1
CIT,unspecified,13
OPRM1,Positive,11
SCNN1D,unspecified,1
MST1R,unspecified,14
MAP3K7,unspecified,13
CBS,unspecified,1
AKR1A1,Negative,1
CPD,Positive,1
SRR,Negative,2
CART,unspecified,1
TPCN1,Negative,1
AAK1,unspecified,15
ALDH3A1,Negative,2
PTMA,unspecified,1
CCDC92,unspecified,1
P2RY12,unspecified,1
RARB,unspecified,6
MGST1,unspecified,1
AKP3,Negative,1
DSTYK,unspecified,13
ATP1B2,Negative,1
CHRM1,Negative,134
COL16A1,Positive,1
ENTPD5,Positive,1
KCNK10,Positive,2
MAP4K2,unspecified,13
TTLL4,Positive,1
CCR4,unspecified,368
guanylate cyclase,unspecified,1
SCAMP1,Positive,1
PSMC6,Negative,2
KCND2,Negative,3
HDAC3,Negative,19
HINT1,Negative,1
Dopamine D1 low,unspecified,4
MAP2K,unspecified,1
PAK4,unspecified,16
prostoglandin release stimulation,unspecified,1
CYP7A1,unspecified,1
PAK2,unspecified,13
CFTR,Negative,2
pbpA,unspecified,5
GLYAT,Positive,1
FICD,Positive,1
STK16,Positive,1
IGFBP2,Positive,1
PPARG,Positive,88
p53,unspecified,2
HIF1A,Positive,91
SLC6A3,Positive,1
SLC25A4,unspecified,1
COMT,unspecified,3
UGT2B15,unspecified,24
ZNF710,Positive,1
BIRC5,unspecified,2
MAU2,Positive,1
ADD3,Positive,1
P3H4,unspecified,1
PTH1R,Negative,62
CDK17,unspecified,13
PRR15,Positive,1
S100A1,unspecified,1
CNR2,unspecified,17
TMEM43,unspecified,1
PDE4C,unspecified,5
ONECUT2,Positive,1
CYP2A13,unspecified,2
RYR2,Positive,1
ADCY2,Negative,1
LGR6,Positive,1
CDKL2,unspecified,13
FAM46B,unspecified,1
FOXP1,Positive,1
PPCS,Positive,1
PLK1,unspecified,15
crosslinker,unspecified,1
RPS6KA1,unspecified,13
KCNJ2,Negative,2
UGT1A1,Positive,3
BRSK1,unspecified,13
CHRNA2,unspecified,2
LAMTOR3,unspecified,1
MAOB,Negative,121
CHRM5,Negative,6
S1PR3,Positive,2
HNMT,Negative,2
BCL2L13,Positive,1
KAT2A,Negative,112
HRH3,Positive,1
INHBB,Positive,1
PSMA4,Negative,2
MBD2,unspecified,1
NOD2,unspecified,1
PRKCE,Negative,1
IFIT2,Positive,1
CA12,Positive,5
KCNG1,unspecified,1
ARRDC4,Positive,1
ATP6V0D1,unspecified,1
protoglandin synthases inhibitor,unspecified,1
dopamine,unspecified,1
C8ORF46,unspecified,1
HTR6,unspecified,388
radical polymerization,unspecified,1
Monoamine Oxidase B,unspecified,2
TUBB8,unspecified,4
HSPA4,Positive,1
NR1H3,Positive,3
IL12B,Negative,2
GRIA,unspecified,1
CTSL,unspecified,1
VEGFA,unspecified,1
PPP3R2,unspecified,1
NDUFV1,Negative,2
HACL1,Positive,1
ATP1A3,Negative,1
CACNA1T,unspecified,2
OPIATE Sigma,unspecified,1
SMAD9,Negative,1
SLC20A1,Positive,1
PIGO,Positive,1
POLA2,unspecified,1
MAP3K14,Positive,1
MYOT,unspecified,1
HMG20A,Positive,1
ARMC6,Positive,1
ATP1B1,Negative,1
GABARAPL1,Positive,1
DPH7,Positive,1
TMEM214,Positive,1
SLFN11,unspecified,1
TRPC5,Negative,1
GCN1,unspecified,1
CHRM4,unspecified,383
,Positive,9
RGS12,Negative,1
draA,unspecified,1
SERPINE1,Positive,2
CACNA2D3,unspecified,3
RELA,Positive,10
RAP2A,Positive,1
PLG,unspecified,3
CHRM3,Positive,3
RAB9,Positive,1
ftsI,unspecified,3
IGF2BP3,Positive,1
LPXN,Positive,1
AOC3,unspecified,3
CTDSP1,unspecified,2
GRIN2A,Negative,15
RRP1B,Positive,1
TMEM185A,Positive,1
HBA1,unspecified,1
DH,unspecified,5
CMA1,Negative,1
MPO,Positive,1
CIDECP,unspecified,1
MBD2,Positive,1
RSAD2,unspecified,1
MRPL45,unspecified,1
SLC22A1,unspecified,2
GNB1,unspecified,1
"Acetylcholinesterase, AChE",unspecified,1
ASIC3,Negative,5
ABCA1,Negative,1
ADNP,Positive,1
dehydrogenase,unspecified,5
CACNA2D4,unspecified,3
NEU2,Negative,1
PLA2G1B,unspecified,2
GABRG1,Negative,8
HDHD5,Positive,1
CHRNA2,Negative,2
CDK1,Negative,3
MAN1B1,unspecified,1
BATF2,Positive,1
SNAR-A1,unspecified,1
PAH,unspecified,3
CACNG8,unspecified,3
GUCY2D,Positive,1
TXNRD1,Positive,1
FAM171A1,Positive,1
SCN9A,Negative,28
FOLR1,Negative,3
CD247,Negative,3
NLN,Positive,1
ANKRD11,Positive,1
LIPF,unspecified,1
ST3GAL1,unspecified,1
SLC16A2,Negative,2
PTGER3,Negative,2
Thyroid Hormone Synthesis,unspecified,2
LDHA,unspecified,1
SLC15A1,Negative,26
IKv1.5,unspecified,1
ALOX,unspecified,3
SUCNR1,Positive,1
CCDC85B,Positive,1
PAK2,Positive,1
NKX3-1,Negative,1
CSRP3,Positive,1
PDE1B,unspecified,2
GLP1R,Positive,138
TLN2,unspecified,1
NOX1,Negative,5
TK inducer,unspecified,1
CRK,unspecified,1
JARID2,Positive,1
ARNTL,unspecified,1
TRABD,unspecified,1
PRKD3,unspecified,13
PDE4D,Positive,2
QRTR2,Positive,1
NCOA1,unspecified,8
LRP8,unspecified,1
PPTC7,Positive,1
FTL,unspecified,1
TRMT11,Positive,1
RGD1309534,unspecified,1
TYR,unspecified,1
DIO1,Positive,1
FOSB,unspecified,1
Monoamine Oxidase A,unspecified,2
ST14,Positive,1
HSD11B1,Negative,2
Norepinephrine transporter,unspecified,34
TSPO,unspecified,11
TGFB2,unspecified,1
TTR,unspecified,17
DTYMK,Negative,2
KIF5B,Negative,3
TEKT5,Positive,1
ASPA,Positive,1
CA2,Negative,384
Xanthine Oxidase,unspecified,2
IRF8,unspecified,1
PDE4C,Negative,14
SYNJ1,unspecified,1
FTMT,unspecified,1
ABCB1B,Negative,21
GRIN2C,Negative,9
pbpA,Negative,4
GREB1,unspecified,1
NCOA7,unspecified,1
ACOT4,Positive,1
CREB3L3,Positive,1
TPO,Negative,4
SLC19A3,Positive,1
FASI,unspecified,1
IKBKG,Negative,1
DPP9,Negative,1
TMEM171,Positive,1
CASP1,Negative,385
PGAP3,Positive,1
GLRB,unspecified,369
STK26,unspecified,15
P2RY12,Negative,4
ABAT,Negative,10
GSTA4,unspecified,1
NUP88,Positive,1
Slc18a2 VMAT1 VMAT2,unspecified,1
SMAP2,Positive,1
PTGR1,Negative,1
ACTG1,unspecified,1
MAP2K3,unspecified,14
TUB2,Negative,1
RUNX1,Negative,66
HYAL1,Positive,1
NEU3,Negative,1
FPR1,Negative,2
GADD45B,Positive,1
GREM2,Positive,1
CDA,Positive,1
ORAI1,Negative,1
GluCl channels,unspecified,1
mecA,Negative,4
KDR,Positive,3
P4HB,unspecified,6
TUBA1A,unspecified,13
NOTCH1,Negative,1
AVPR1B,Negative,2
CACNB4,Negative,2
GNMT,unspecified,1
ABCB1A,unspecified,2
INPP1,Positive,1
TOMM40L,Positive,1
TK1,unspecified,1
"GR, GSS,  GST",unspecified,1
RARRES1,Positive,1
RBM12,Positive,1
FNTA,unspecified,1
calmodulin,unspecified,6
HIST3H3,unspecified,2
TGFBR1,unspecified,13
CAT,Positive,1
SMO,Positive,1
DLD,Negative,1
KLHDC7A,Positive,1
CCL3L3,unspecified,1
BCKDHA,unspecified,1
EIF2AK3,Positive,1
GLB1,Negative,2
PTGS2,Positive,6
JAK1,Negative,5
ZFP36L1,unspecified,1
EBP,Negative,6
GSTZ1,unspecified,1
CYP2C8,unspecified,1
TFIP11,unspecified,1
EPHX1,Positive,3
PTP4A3,Negative,1
KCNT2,Negative,1
MAP3K3,unspecified,13
AKR1C3,Negative,11
GSTM2,Negative,1
FTCD,unspecified,2
JAK2,unspecified,16
CDK9,Negative,1
PRPP Amidotransferase,unspecified,1
GLRA1,Positive,3
FLCN,unspecified,1
ARMCX2,Positive,1
EGR1,unspecified,1
SERPINC1,Positive,1
ASS1,unspecified,1
GALR3,Negative,1
ITGA4,unspecified,1
PRNP,unspecified,3
dacB,Negative,1
CYP51A1,Negative,12
CSNK2A2,Positive,1
CCL26,unspecified,1
PTPN14,Positive,1
WNT8A,Positive,1
Sodium (Site 2),unspecified,2
GLRA1,unspecified,376
HADH,Positive,1
LGALS4,Positive,1
FHL1,Positive,1
PTGFR,Positive,1
BHMT2,unspecified,2
FOXK1,unspecified,1
CACNA1G,Negative,6
TAAR4,Positive,1
CREBBP,Negative,1
TTX-sensitive voltage-gated sodium channels,unspecified,1
AKR1B10,Positive,1
CAVIN3,Positive,1
RASGRP3,Positive,1
CD55,unspecified,1
OPRD1,unspecified,376
AHSA1,unspecified,1
Calcium channel (Type N),unspecified,2
SLC7A1,unspecified,1
CHRN,unspecified,1
AKT2,unspecified,14
LMTK2,unspecified,1
TACR2,unspecified,369
parC,unspecified,2
ABCG5,Positive,1
HBB,Positive,1
CYP3A4,Negative,555
CWC25,unspecified,1
CCND1,Positive,1
PTGER4,unspecified,7
ACAT1,unspecified,2
IL6,Positive,1
TNFRSF6B,unspecified,1
Sigma 2,unspecified,1
SLC25A42,unspecified,1
NQO2,unspecified,5
DLL1,unspecified,1
PPP3R1,unspecified,1
LY75,Positive,1
CACNA1I,Negative,6
FNTA,Negative,2
HTR2C,Negative,34
MTNR1A,unspecified,6
KRT74,unspecified,1
CYP2B10,unspecified,2
TUBB4A,Positive,1
CA9,Positive,11
MUSK,unspecified,13
RAB30,Positive,1
GTF3C4,Positive,1
NUDT19,Positive,1
PRDX6,unspecified,2
SRPX,Positive,1
MAF,Positive,1
CCDC106,Positive,1
PTPN6,Positive,1
Protein P,unspecified,1
ENC1,Positive,1
PSMD3,Negative,2
c-Met,unspecified,1
UGT2B4,unspecified,20
CCNK,unspecified,1
MYL10,unspecified,1
AVL9,Positive,1
UPF1,unspecified,1
STAT3,Negative,2
WEE1,unspecified,13
GRIN2B,unspecified,6
COX4I2,Positive,1
ZCCHC9,Positive,1
PPP2R2D,Positive,1
CAMLG,Negative,1
Serotonergic receptor,unspecified,1
chitin synthesis inhibition,unspecified,2
C8ORF44-SGK3,unspecified,13
SMN1,unspecified,143
OTC,unspecified,1
E2F1,unspecified,2
FOXO1,Negative,2
ADORA2B,Negative,6
folP,Negative,3
DNA reactive,unspecified,2
OSBPL5,unspecified,1
RAD52,Negative,8
GRIN3A,unspecified,8
MTF1,unspecified,1
PDE4D,unspecified,4
SLC25A29,unspecified,1
SRC,unspecified,20
ND4L,Negative,1
CLDN3,unspecified,1
MMP14,unspecified,1
TAOK1,unspecified,13
MAML2,Positive,1
EAF1,unspecified,1
CHRM4,Positive,1
CES1,unspecified,3
CEBPD,Positive,1
NDUFA13,Negative,2
MAGOH,unspecified,1
SEM1,unspecified,1
RET,unspecified,15
IGF2R,Positive,1
RGL3,Positive,1
mrdA,unspecified,1
MARK1,unspecified,13
ACBD4,Positive,1
LAMC1,unspecified,1
SLCO1A1,Negative,23
GABRA5,Negative,8
PHKA2,Positive,1
MAPK11,Negative,5
OLFR73,Negative,1
ROS,unspecified,4
DNMT1,Positive,1
CAMKK2,Positive,1
GABRA4,unspecified,9
ADORA2B,Positive,3
COL5A2,Positive,1
GRIN3A,Negative,9
APOBEC1,unspecified,1
PDIA3,unspecified,3
PTBP1,Negative,1
free radical scavengers,unspecified,2
PRKCQ,unspecified,13
GOSR2,unspecified,1
CYP19A1,Negative,13
MT-ND4L,Negative,1
ZFAND2A,unspecified,1
KCNT1,Positive,2
AhR agonist,unspecified,1
PGR,Positive,6
CDKL3,unspecified,13
GRAMD2B,unspecified,1
TRPC4,Negative,1
TECTB,Positive,1
HIST2H2AC,unspecified,1
OLFR151,Positive,1
MAPK7,unspecified,13
PRKD2,Negative,1
INSR,unspecified,16
PARP1,unspecified,1
MAP1A,unspecified,1
HTR2B,Positive,5
IMPDH2,unspecified,1
CENPW,unspecified,1
PPAT,unspecified,1
TOP2B,Negative,3
TLR,unspecified,1
FOLR2,Negative,3
KLKB1,unspecified,2
MAP3K15,unspecified,13
IFIT1,unspecified,1
VMP1,Positive,1
IMPDH1,unspecified,1
ANAPC10,Positive,1
ZCCHC11,Positive,1
CTXN1,Positive,1
DHFR,unspecified,3
EPHA,unspecified,2
KCNN4,unspecified,1
PDE6B,Negative,2
KCNK12,Negative,1
CYP19A1,unspecified,8
TUBB,Positive,1
PDXK,Positive,1
ADA,Negative,2
KCNE2,Positive,1
HLCS,Positive,1
CAMKK2,Negative,1
hydrogenase,unspecified,1
TTR,Negative,3
CDC42BPA,unspecified,13
NDUFV3,Negative,2
RIPK2,unspecified,15
ZNF20,unspecified,1
EDN3,Negative,1
CLK1,unspecified,16
L1CAM,Negative,1
LIPT1,unspecified,1
PARP4,unspecified,1
CYP2J2,Negative,59
Sigma 1,unspecified,1
CCND1,unspecified,1
CDC42EP3,Positive,1
ANO6,unspecified,1
RNF19A,Positive,1
HDAC4,unspecified,2
TEK,unspecified,18
UGT2B10,unspecified,18
HMGXB3,Positive,1
PDE3B,Negative,5
PSME1,unspecified,1
CSNK1G2,unspecified,16
RNA-directed DNA polymerase,unspecified,2
COL5A1,Positive,1
CHRM,unspecified,8
ADORA1,unspecified,375
PSMA2,Negative,2
TBXAS1,Negative,371
FolC,unspecified,1
CACNG4,Negative,2
HSD11B2,Negative,2
NFATC3,Positive,1
PDE,unspecified,17
KCNJ8,Positive,2
PIK3R2,unspecified,1
AQP1,Negative,4
KDM2B,Negative,1
HSD3B1,unspecified,2
TKT,Positive,1
FRK,Negative,2
HNRNPC,unspecified,1
HIV Integrase,unspecified,1
RXRB,unspecified,10
MAP2K1,Negative,7
UCHL1,Positive,1
JAK3,Positive,2
TYMS,unspecified,7
GPRC6A,Positive,2
SUDS3,Positive,1
ABCB11,Negative,73
CHRNA6,Positive,1
HSPA5,unspecified,33
SUOX,unspecified,1
MUC1,unspecified,1
TYRO3,unspecified,13
PDE6A,Negative,2
CYP2A13,Negative,2
RIDA,unspecified,2
GABA A Benzodiazepine omega5,unspecified,1
CYP1A1,Negative,6
SEC14L4,Positive,1
ABHD12,Negative,1
THRA,Negative,7
NRARP,unspecified,1
SLC12A3,Negative,7
CYP2D3,Negative,3
NUP210,Positive,1
MFNG,Positive,1
ATP6V1C2,unspecified,1
HCN4,Negative,5
PDE2A,unspecified,1
COG3,Positive,1
KCNJ10,Negative,1
SLC9A1,Negative,1
GNAS,Positive,15
PTAFR,Negative,1
PROC,Negative,1
IGF2-AS,unspecified,1
CYP3A23/3A1,unspecified,2
COMT,Positive,1
NEK7,Negative,1
PER1,unspecified,1
