OASIS_ID,DTXSID,PREFERRED_NAME,DTXCID,CASRN,INCHIKEY,IUPAC_NAME,SMILES,INCHI_STRING,DILILIST_ID,DILIRANK2_ID,DRUGMATRIX_ID,FRAUNHOFER_ID,ICE_ID,TGGATES_ID,TOXREFDB_ID,Invivo_ranking,Purchased_Broad_Enamine,Purchased_Broad_Molport,Purchased_Broad_Medchemxpress,InChIKey14,BESP,animal hepatotoxicity Ambe et al,animal hepatotoxicity Liu et al,human hepatotoxicity Mulliner et al,preclinical hepatotoxicity Mulliner et al
OASIS135,DTXSID8024652,Bronopol,DTXCID904652,52-51-7,LVDKZNITIUWNER-UHFFFAOYSA-N,"2-Bromo-2-nitropropane-1,3-diol",OCC(Br)(CO)[N+]([O-])=O,"InChI=1S/C3H6BrNO4/c4-3(1-6,2-7)5(8)9/h6-7H,1-2H2
",,,,fraunhofer_5,,,toxrefdb_117,1.0,No,Yes,Yes,LVDKZNITIUWNER,0.0,,1.0,,1.0
OASIS954,DTXSID3045350,Tranexamic acid,DTXCID401333941,1197-18-8,GYDJEQRTZSCIOI-LJGSYFOKNA-N,"(1r,4r)-4-(Aminomethyl)cyclohexane-1-carboxylic acid",NC[C@H]1CC[C@@H](CC1)C(O)=O,"InChI=1/C8H15NO2/c9-5-6-1-3-7(4-2-6)8(10)11/h6-7H,1-5,9H2,(H,10,11)/t6-,7-
",dilist_974,,,,,,,4.0,Yes,No,Yes,GYDJEQRTZSCIOI,,,,1.0,1.0
OASIS626,DTXSID0023111,Granisetron,DTXCID203111,109889-09-0,MFWNKCLOYSRHCJ-BTTYYORXSA-N,"1-Methyl-N-[(1R,3r,5S)-9-methyl-9-azabicyclo[3.3.1]nonan-3-yl]-1H-indazole-3-carboxamide",CN1N=C(C(=O)N[C@@H]2C[C@@H]3CCC[C@H](C2)N3C)C2=CC=CC=C12,"InChI=1S/C18H24N4O/c1-21-13-6-5-7-14(21)11-12(10-13)19-18(23)17-15-8-3-4-9-16(15)22(2)20-17/h3-4,8-9,12-14H,5-7,10-11H2,1-2H3,(H,19,23)/t12-,13+,14-
",dilist_28,,,,,,,4.0,Yes,No,Yes,MFWNKCLOYSRHCJ,,,,1.0,1.0
OASIS1209,DTXSID6023284,Methicillin,DTXCID703284,61-32-5,RJQXTJLFIWVMTO-TYNCELHUSA-N,"(2S,5R,6R)-6-(2,6-Dimethoxybenzamido)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(OC)C=CC=C1OC)C(O)=O,"InChI=1S/C17H20N2O6S/c1-17(2)12(16(22)23)19-14(21)11(15(19)26-17)18-13(20)10-8(24-3)6-5-7-9(10)25-4/h5-7,11-12,15H,1-4H3,(H,18,20)(H,22,23)/t11-,12+,15-/m1/s1
",dilist_807,,,,,,,4.0,No,Yes,No,RJQXTJLFIWVMTO,,,,1.0,
OASIS439,DTXSID8034580,Ethofumesate,DTXCID6014580,26225-79-6,IRCMYGHHKLLGHV-UHFFFAOYSA-N,"2-Ethoxy-3,3-dimethyl-2,3-dihydro-1-benzofuran-5-yl methanesulfonate",CCOC1OC2=C(C=C(OS(C)(=O)=O)C=C2)C1(C)C,"InChI=1/C13H18O5S/c1-5-16-12-13(2,3)10-8-9(18-19(4,14)15)6-7-11(10)17-12/h6-8,12H,5H2,1-4H3
",,,,fraunhofer_114,,,,3.0,No,Yes,Yes,IRCMYGHHKLLGHV,,0.0,,,
OASIS1689,DTXSID2020474,"3,4-Dihydrocoumarin",DTXCID00474,119-84-6,VMUXSMXIQBNMGZ-UHFFFAOYSA-N,"3,4-Dihydro-2H-1-benzopyran-2-one",O=C1CCC2=C(O1)C=CC=C2,"InChI=1S/C9H8O2/c10-9-6-5-7-3-1-2-4-8(7)11-9/h1-4H,5-6H2
",,,,,ice_75,,,3.0,Yes,No,Yes,VMUXSMXIQBNMGZ,,1.0,,,1.0
OASIS1373,DTXSID70873208,Cefepime,DTXCID20820707,88040-23-7,HVFLCNVBZFFHBT-ZKDACBOMSA-N,"(6R,7R)-7-{[(2Z)-2-(2-Amino-1,3-thiazol-4-yl)-2-(methoxyimino)acetyl]amino}-3-[(1-methylpyrrolidin-1-ium-1-yl)methyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate",[H][C@]12SCC(C[N+]3(C)CCCC3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C([O-])=O,"InChI=1S/C19H24N6O5S2/c1-25(5-3-4-6-25)7-10-8-31-17-13(16(27)24(17)14(10)18(28)29)22-15(26)12(23-30-2)11-9-32-19(20)21-11/h9,13,17H,3-8H2,1-2H3,(H3-,20,21,22,26,28,29)/b23-12-/t13-,17-/m1/s1
",dilist_855,,,,,,,4.0,No,Yes,Yes,HVFLCNVBZFFHBT,,,,1.0,1.0
OASIS1255,DTXSID6046842,Nelarabine,DTXCID4026842,121032-29-9,IXOXBSCIXZEQEQ-UHTZMRCNSA-N,9-beta-D-Arabinofuranosyl-6-methoxy-9H-purin-2-amine,COC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@@H]3O)C2=NC(N)=N1,"InChI=1S/C11H15N5O5/c1-20-9-5-8(14-11(12)15-9)16(3-13-5)10-7(19)6(18)4(2-17)21-10/h3-4,6-7,10,17-19H,2H2,1H3,(H2,12,14,15)/t4-,6-,7+,10-/m1/s1
",dilist_780,,,,,,,4.0,No,No,Yes,IXOXBSCIXZEQEQ,0.0,,,1.0,1.0
OASIS1679,DTXSID0021832,"N,N,4-Trimethylaniline",DTXCID401832,99-97-8,GYVGXEWAOAAJEU-UHFFFAOYSA-N,"N,N,4-Trimethylaniline",CN(C)C1=CC=C(C)C=C1,"InChI=1S/C9H13N/c1-8-4-6-9(7-5-8)10(2)3/h4-7H,1-3H3
",,,,,ice_162,,,3.0,Yes,No,Yes,GYVGXEWAOAAJEU,,1.0,0.0,,
OASIS1577,DTXSID9046029,Efavirenz,DTXCID7026029,154598-52-4,XPOQHMRABVBWPR-ZDUSSCGKSA-N,"(4S)-6-Chloro-4-(cyclopropylethynyl)-4-(trifluoromethyl)-1,4-dihydro-2H-3,1-benzoxazin-2-one",FC(F)(F)[C@]1(OC(=O)NC2=CC=C(Cl)C=C12)C#CC1CC1,"InChI=1S/C14H9ClF3NO2/c15-9-3-4-11-10(7-9)13(14(16,17)18,21-12(20)19-11)6-5-8-1-2-8/h3-4,7-8H,1-2H2,(H,19,20)/t13-/m0/s1
",dilist_876,,,,,,,4.0,Yes,No,Yes,XPOQHMRABVBWPR,0.0,,,1.0,1.0
OASIS1039,DTXSID4037168,Mefloquine,DTXCID001473959,53230-10-7,XEEQGYMUWCZPDN-GHLNEVLRNA-N,"(S)-[2,8-Bis(trifluoromethyl)quinolin-4-yl][(2R)-piperidin-2-yl]methanol",[H][C@@]1(CCCCN1)[C@@H](O)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F,"InChI=1/C17H16F6N2O/c18-16(19,20)11-5-3-4-9-10(15(26)12-6-1-2-7-24-12)8-13(17(21,22)23)25-14(9)11/h3-5,8,12,15,24,26H,1-2,6-7H2/t12-,15+/s2
",dilist_1040,,,,,,,4.0,No,Yes,No,XEEQGYMUWCZPDN,,,,1.0,1.0
OASIS1514,DTXSID9021425,Urapidil,DTXCID501425,34661-75-1,ICMGLRUYEQNHPF-UHFFFAOYSA-N,"6-({3-[4-(2-Methoxyphenyl)piperazin-1-yl]propyl}amino)-1,3-dimethylpyrimidine-2,4(1H,3H)-dione",COC1=C(C=CC=C1)N1CCN(CCCNC2=CC(=O)N(C)C(=O)N2C)CC1,"InChI=1S/C20H29N5O3/c1-22-18(15-19(26)23(2)20(22)27)21-9-6-10-24-11-13-25(14-12-24)16-7-4-5-8-17(16)28-3/h4-5,7-8,15,21H,6,9-14H2,1-3H3
",dilist_808,,,,,,,4.0,No,Yes,Yes,ICMGLRUYEQNHPF,1.0,,,,1.0
OASIS1638,DTXSID1020279,3-Chloro-2-methylpropene,DTXCID30279,563-47-3,OHXAOPZTJOUYKM-UHFFFAOYSA-N,3-Chloro-2-methylprop-1-ene,CC(=C)CCl,"InChI=1S/C4H7Cl/c1-4(2)3-5/h1,3H2,2H3
",,,,,ice_181,,,3.0,Yes,No,No,OHXAOPZTJOUYKM,,0.0,,,1.0
OASIS438,DTXSID2021941,2-(2-Ethoxyethoxy)ethanol,DTXCID501941,111-90-0,XXJWXESWEXIICW-UHFFFAOYSA-N,2-(2-Ethoxyethoxy)ethan-1-ol,CCOCCOCCO,"InChI=1S/C6H14O3/c1-2-8-5-6-9-4-3-7/h7H,2-6H2,1H3
",,,,fraunhofer_113,,,,3.0,No,Yes,Yes,XXJWXESWEXIICW,,1.0,,,1.0
OASIS428,DTXSID5032365,"2,6-Dichlorobenzonitrile",DTXCID3012365,1194-65-6,YOYAIZYFCNQIRF-UHFFFAOYSA-N,"2,6-Dichlorobenzonitrile",ClC1=CC=CC(Cl)=C1C#N,"InChI=1S/C7H3Cl2N/c8-6-2-1-3-7(9)5(6)4-10/h1-3H
",,,,fraunhofer_97,,,,3.0,No,Yes,Yes,YOYAIZYFCNQIRF,,,1.0,,
OASIS1786,DTXSID30228311,Iobenguane I 131,DTXCID50150802,77679-27-7,PDWUPXJEEYOOTR-JRGAVVOBSA-N,N-{[3-(~131~I)Iodophenyl]methyl}guanidine,NC(=N)NCC1=CC([131I])=CC=C1,"InChI=1S/C8H10IN3/c9-7-3-1-2-6(4-7)5-12-8(10)11/h1-4H,5H2,(H4,10,11,12)/i9+4
",,dilirank2_226,,,,,,4.0,No,Yes,No,PDWUPXJEEYOOTR,,,,0.0,
OASIS965,DTXSID3048495,Gemifloxacin,DTXCID9028469,175463-14-6,ZRCVYEYHRGVLOC-HYARGMPZSA-N,"7-[(4Z)-3-(Aminomethyl)-4-(methoxyimino)pyrrolidin-1-yl]-1-cyclopropyl-6-fluoro-4-oxo-1,4-dihydro-1,8-naphthyridine-3-carboxylic acid",CO\N=C1/CN(CC1CN)C1=NC2=C(C=C1F)C(=O)C(=CN2C1CC1)C(O)=O,"InChI=1/C18H20FN5O4/c1-28-22-14-8-23(6-9(14)5-20)17-13(19)4-11-15(25)12(18(26)27)7-24(10-2-3-10)16(11)21-17/h4,7,9-10H,2-3,5-6,8,20H2,1H3,(H,26,27)/b22-14+
",dilist_862,,,,,,,4.0,No,Yes,No,ZRCVYEYHRGVLOC,,,,1.0,1.0
OASIS340,DTXSID0038338,(+/-)-cis-Permethrin,DTXCID50196588,61949-76-6,RLLPVAHGXHCWKJ-AAARBEABNA-N,"(3-Phenoxyphenyl)methyl rel-(1R,3R)-3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate",CC1(C)[C@@H](C=C(Cl)Cl)[C@H]1C(=O)OCC1=CC=CC(OC2=CC=CC=C2)=C1,"InChI=1/C21H20Cl2O3/c1-21(2)17(12-18(22)23)19(21)20(24)25-13-14-7-6-10-16(11-14)26-15-8-4-3-5-9-15/h3-12,17,19H,13H2,1-2H3/t17-,19-/s2
",dilist_257,,,fraunhofer_188,,,,3.0,No,No,Yes,RLLPVAHGXHCWKJ,,,,1.0,1.0
OASIS217,DTXSID4021717,4-Chloro-3-methylphenol,DTXCID601717,59-50-7,CFKMVGJGLGKFKI-UHFFFAOYSA-N,4-Chloro-3-methylphenol,CC1=C(Cl)C=CC(O)=C1,"InChI=1S/C7H7ClO/c1-5-4-6(9)2-3-7(5)8/h2-4,9H,1H3
",,,,,,,toxrefdb_111,1.0,Yes,No,Yes,CFKMVGJGLGKFKI,,1.0,0.0,,
OASIS1662,DTXSID8025337,Formamide,DTXCID805337,75-12-7,ZHNUHDYFZUAESO-UHFFFAOYSA-N,Formamide,NC=O,"InChI=1S/CH3NO/c2-1-3/h1H,(H2,2,3)
",,,,,ice_125,,,3.0,Yes,No,No,ZHNUHDYFZUAESO,,0.0,,,1.0
OASIS1637,DTXSID0020654,Geranyl acetate,DTXCID80654,105-87-3,HIGQPQRQIQDZMP-DHZHZOJOSA-N,"(2E)-3,7-Dimethylocta-2,6-dien-1-yl acetate",CC(C)=CCC\C(C)=C\COC(C)=O,"InChI=1S/C12H20O2/c1-10(2)6-5-7-11(3)8-9-14-12(4)13/h6,8H,5,7,9H2,1-4H3/b11-8+
",,,,,ice_160,,,3.0,No,Yes,Yes,HIGQPQRQIQDZMP,,,0.0,,1.0
OASIS1416,DTXSID8023214,Levothyroxine,DTXCID603214,51-48-9,XUIIKFGFIJCVMT-LBPRGKRZSA-N,"O-(4-Hydroxy-3,5-diiodophenyl)-3,5-diiodo-L-tyrosine",N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O,"InChI=1S/C15H11I4NO4/c16-8-4-7(5-9(17)13(8)21)24-14-10(18)1-6(2-11(14)19)3-12(20)15(22)23/h1-2,4-5,12,21H,3,20H2,(H,22,23)/t12-/m0/s1
",dilist_914,,,,,,,4.0,Yes,No,Yes,XUIIKFGFIJCVMT,1.0,,,1.0,1.0
OASIS256,DTXSID6047282,CP-671305,DTXCID4027282,445295-04-5,CNIGFESSDPOCKS-CYBMUJFWSA-N,"(2R)-2-{4-[({2-[(2H-1,3-Benzodioxol-5-yl)oxy]pyridine-3-carbonyl}amino)methyl]-3-fluorophenoxy}propanoic acid",C[C@@H](OC1=CC=C(CNC(=O)C2=CC=CN=C2OC2=CC=C3OCOC3=C2)C(F)=C1)C(O)=O,"InChI=1S/C23H19FN2O7/c1-13(23(28)29)32-15-5-4-14(18(24)9-15)11-26-21(27)17-3-2-8-25-22(17)33-16-6-7-19-20(10-16)31-12-30-19/h2-10,13H,11-12H2,1H3,(H,26,27)(H,28,29)/t13-/m1/s1
",,,,,,,toxrefdb_161,1.0,No,Yes,Yes,CNIGFESSDPOCKS,,1.0,,,
OASIS295,DTXSID1020300,Chlorodibromomethane,DTXCID30300,124-48-1,GATVIKZLVQHOMN-UHFFFAOYSA-N,Dibromo(chloro)methane,ClC(Br)Br,"InChI=1S/CHBr2Cl/c2-1(3)4/h1H
",,,drugmatrix_27,fraunhofer_110,ice_169,,,2.0,Yes,No,No,GATVIKZLVQHOMN,,0.0,,,1.0
OASIS155,DTXSID0024000,Chlorthal-dimethyl,DTXCID404000,1861-32-1,NPOJQCVWMSKXDN-UHFFFAOYSA-N,"Dimethyl 2,3,5,6-tetrachlorobenzene-1,4-dicarboxylate",COC(=O)C1=C(Cl)C(Cl)=C(C(=O)OC)C(Cl)=C1Cl,"InChI=1S/C10H6Cl4O4/c1-17-9(15)3-5(11)7(13)4(10(16)18-2)8(14)6(3)12/h1-2H3
",,,,,,,toxrefdb_62,1.0,No,Yes,Yes,NPOJQCVWMSKXDN,,1.0,1.0,,
OASIS274,DTXSID7047358,Nelivaptan,DTXCID5027358,439687-69-1,NJXZWIIMWNEOGJ-WEWKHQNJSA-N,"(4R)-1-[(3R)-5-Chloro-1-(2,4-dimethoxybenzene-1-sulfonyl)-3-(2-methoxyphenyl)-2-oxo-2,3-dihydro-1H-indol-3-yl]-4-hydroxy-N,N-dimethyl-L-prolinamide",COC1=CC(OC)=C(C=C1)S(=O)(=O)N1C(=O)[C@@](N2C[C@H](O)C[C@H]2C(=O)N(C)C)(C2=CC(Cl)=CC=C12)C1=CC=CC=C1OC,"InChI=1S/C30H32ClN3O8S/c1-32(2)28(36)24-15-19(35)17-33(24)30(21-8-6-7-9-25(21)41-4)22-14-18(31)10-12-23(22)34(29(30)37)43(38,39)27-13-11-20(40-3)16-26(27)42-5/h6-14,16,19,24,35H,15,17H2,1-5H3/t19-,24+,30+/m1/s1
",,,,,,,toxrefdb_46,1.0,No,No,Yes,NJXZWIIMWNEOGJ,,,1.0,,
OASIS440,DTXSID4034528,Diclosulam,DTXCID2014528,145701-21-9,QNXAVFXEJCPCJO-UHFFFAOYSA-N,"N-(2,6-Dichlorophenyl)-5-ethoxy-7-fluoro[1,2,4]triazolo[1,5-c]pyrimidine-2-sulfonamide",CCOC1=NC(F)=CC2=NC(=NN12)S(=O)(=O)NC1=C(Cl)C=CC=C1Cl,"InChI=1S/C13H10Cl2FN5O3S/c1-2-24-13-17-9(16)6-10-18-12(19-21(10)13)25(22,23)20-11-7(14)4-3-5-8(11)15/h3-6,20H,2H2,1H3
",,,,fraunhofer_115,,,,3.0,No,Yes,No,QNXAVFXEJCPCJO,,1.0,,,
OASIS1440,DTXSID8023680,Tobramycin,DTXCID903680,32986-56-4,NLVFBUXFDBBNBW-PBSUHMDJSA-N,"(1S,2S,3R,4S,6R)-4,6-Diamino-3-[(2,6-diamino-2,3,6-trideoxy-alpha-D-ribo-hexopyranosyl)oxy]-2-hydroxycyclohexyl 3-amino-3-deoxy-alpha-D-glucopyranoside",NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,"InChI=1S/C18H37N5O9/c19-3-9-8(25)2-7(22)17(29-9)31-15-5(20)1-6(21)16(14(15)28)32-18-13(27)11(23)12(26)10(4-24)30-18/h5-18,24-28H,1-4,19-23H2/t5-,6+,7+,8-,9+,10+,11-,12+,13+,14-,15+,16-,17+,18+/m0/s1
",dilist_976,,,,,,,4.0,No,Yes,Yes,NLVFBUXFDBBNBW,0.0,,,1.0,1.0
OASIS357,DTXSID7029904,Fluorotelomer alcohol 8:2,DTXCID309904,678-39-7,JJUBFBTUBACDHW-UHFFFAOYSA-N,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecan-1-ol",OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C10H5F17O/c11-3(12,1-2-28)4(13,14)5(15,16)6(17,18)7(19,20)8(21,22)9(23,24)10(25,26)27/h28H,1-2H2
",,,,fraunhofer_3,,,,3.0,No,Yes,Yes,JJUBFBTUBACDHW,,,0.0,,1.0
OASIS962,DTXSID3048289,Solifenacin,DTXCID8028264,242478-37-1,FBOUYBDGKBSUES-VXKWHMMOSA-N,"(3R)-1-Azabicyclo[2.2.2]octan-3-yl (1S)-1-phenyl-3,4-dihydroisoquinoline-2(1H)-carboxylate",O=C(O[C@H]1CN2CCC1CC2)N1CCC2=CC=CC=C2[C@@H]1C1=CC=CC=C1,"InChI=1S/C23H26N2O2/c26-23(27-21-16-24-13-10-18(21)11-14-24)25-15-12-17-6-4-5-9-20(17)22(25)19-7-2-1-3-8-19/h1-9,18,21-22H,10-16H2/t21-,22-/m0/s1
",dilist_30,,,,,,,4.0,Yes,No,Yes,FBOUYBDGKBSUES,,,,1.0,1.0
OASIS1576,DTXSID9046023,Zonisamide,DTXCID7026023,68291-97-4,UBQNRHZMVUUOMG-UHFFFAOYSA-N,"1-(1,2-Benzoxazol-3-yl)methanesulfonamide",NS(=O)(=O)CC1=NOC2=C1C=CC=C2,"InChI=1S/C8H8N2O3S/c9-14(11,12)5-7-6-3-1-2-4-8(6)13-10-7/h1-4H,5H2,(H2,9,11,12)
",dilist_998,,,,,,,4.0,Yes,No,Yes,UBQNRHZMVUUOMG,0.0,,,,
OASIS487,DTXSID7024956,"N,N'-Bis(1-methylpropyl)-1,4-benzenediamine",DTXCID104956,101-96-2,FSWDLYNGJBGFJH-UHFFFAOYSA-N,"N~1~,N~4~-Di(butan-2-yl)benzene-1,4-diamine",CCC(C)NC1=CC=C(NC(C)CC)C=C1,"InChI=1/C14H24N2/c1-5-11(3)15-13-7-9-14(10-8-13)16-12(4)6-2/h7-12,15-16H,5-6H2,1-4H3
",,,,fraunhofer_167,,,,3.0,No,Yes,No,FSWDLYNGJBGFJH,,,,,1.0
OASIS052,DTXSID5020576,17alpha-Ethinylestradiol,DTXCID70576,57-63-6,BFPYWIDHMRZLRN-SLHNCBLASA-N,"17alpha-19-Norpregna-1,3,5(10)-trien-20-yne-3,17-diol",[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,"InChI=1S/C20H24O2/c1-3-20(22)11-9-18-17-6-4-13-12-14(21)5-7-15(13)16(17)8-10-19(18,20)2/h1,5,7,12,16-18,21-22H,4,6,8-11H2,2H3/t16-,17-,18+,19+,20+/m1/s1
",dilist_349,,,,,tggates_48,,2.0,Yes,No,Yes,BFPYWIDHMRZLRN,1.0,,,1.0,1.0
OASIS988,DTXSID4020822,Methotrexate,DTXCID80822,59-05-2,FBOZXECLQNJBKD-ZDUSSCGKSA-N,"N-(4-{[(2,4-Diaminopteridin-6-yl)methyl](methyl)amino}benzoyl)-L-glutamic acid",CN(CC1=NC2=C(N=C1)N=C(N)N=C2N)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,"InChI=1S/C20H22N8O5/c1-28(9-11-8-23-17-15(24-11)16(21)26-20(22)27-17)12-4-2-10(3-5-12)18(31)25-13(19(32)33)6-7-14(29)30/h2-5,8,13H,6-7,9H2,1H3,(H,25,31)(H,29,30)(H,32,33)(H4,21,22,23,26,27)/t13-/m0/s1
",dilist_652,,,,,,,4.0,Yes,No,No,FBOZXECLQNJBKD,0.0,,,1.0,1.0
OASIS608,DTXSID0022519,Folic acid,DTXCID102519,59-30-3,OVBPIULPVIDEAO-LBPRGKRZSA-N,"N-(4-{[(2-Amino-4-oxo-1,4-dihydropteridin-6-yl)methyl]amino}benzoyl)-L-glutamic acid",NC1=NC(=O)C2=C(N1)N=CC(CNC1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=N2,"InChI=1S/C19H19N7O6/c20-19-25-15-14(17(30)26-19)23-11(8-22-15)7-21-10-3-1-9(2-4-10)16(29)24-12(18(31)32)5-6-13(27)28/h1-4,8,12,21H,5-7H2,(H,24,29)(H,27,28)(H,31,32)(H3,20,22,25,26,30)/t12-/m0/s1
",dilist_945,,,,,,,4.0,Yes,No,Yes,OVBPIULPVIDEAO,0.0,,,0.0,1.0
OASIS352,DTXSID7021318,"1,1,2,2-Tetrachloroethane",DTXCID201318,79-34-5,QPFMBZIOSGYJDE-UHFFFAOYSA-N,"1,1,2,2-Tetrachloroethane",ClC(Cl)C(Cl)Cl,"InChI=1S/C2H2Cl4/c3-1(4)2(5)6/h1-2H
",,,,fraunhofer_108,ice_80,,,3.0,Yes,No,No,QPFMBZIOSGYJDE,,1.0,,,1.0
OASIS544,DTXSID2021440,Vinylpyrrolidone,DTXCID101440,88-12-0,WHNWPMSKXPGLAX-UHFFFAOYSA-N,,C=CN1CCCC1=O,"InChI=1S/C6H9NO/c1-2-7-5-3-4-6(7)8/h2H,1,3-5H2
",,,,fraunhofer_237,,,,3.0,No,Yes,Yes,WHNWPMSKXPGLAX,,,1.0,,1.0
OASIS1151,DTXSID5045833,Lactulose,DTXCID3025833,4618-18-2,JCQLYHFGKNRPGE-FCVZTGTOSA-N,4-O-beta-D-Galactopyranosyl-beta-D-fructofuranose,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,"InChI=1S/C12H22O11/c13-1-4-6(16)7(17)8(18)11(21-4)22-9-5(2-14)23-12(20,3-15)10(9)19/h4-11,13-20H,1-3H2/t4-,5-,6+,7+,8-,9-,10+,11+,12-/m1/s1
",dilist_1084,,,,,,,4.0,No,Yes,Yes,JCQLYHFGKNRPGE,,,,1.0,
OASIS1367,DTXSID7048956,Dirithromycin,DTXCID4028882,62013-04-1,WLOHNSSYAXHWNR-NXPDYKKBSA-N,"(1S,2R,3R,6R,7S,8S,9R,10R,12R,13S,15R,17S)-3-Ethyl-2,10-dihydroxy-15-[(2-methoxyethoxy)methyl]-2,6,8,10,12,17-hexamethyl-5-oxo-9-{[3,4,6-trideoxy-3-(dimethylamino)-beta-D-xylo-hexopyranosyl]oxy}-4,16-dioxa-14-azabicyclo[11.3.1]heptadecan-7-yl 2,6-dideoxy-3-C-methyl-3-O-methyl-alpha-L-ribo-hexopyranoside",CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@@H]([C@H]2C)[C@]1(C)O,"InChI=1S/C42H78N2O14/c1-15-29-42(10,49)37-24(4)32(43-30(56-37)21-52-17-16-50-13)22(2)19-40(8,48)36(58-39-33(45)28(44(11)12)18-23(3)53-39)25(5)34(26(6)38(47)55-29)57-31-20-41(9,51-14)35(46)27(7)54-31/h22-37,39,43,45-46,48-49H,15-21H2,1-14H3/t22-,23-,24+,25+,26-,27+,28+,29-,30-,31+,32+,33-,34+,35+,36-,37+,39+,40-,41-,42-/m1/s1
",dilist_36,,,,,,,4.0,No,No,Yes,WLOHNSSYAXHWNR,0.0,,,,
OASIS1722,DTXSID0045678,Omacetaxine mepesuccinate,DTXCID8025678,26833-87-4,HYFHYPWGAURHIV-JCNWCSDUSA-N,"O~3~-[(2R)-2,6-Dihydroxy-2-(2-methoxy-2-oxoethyl)-6-methylheptanoyl]cephalotaxine",COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@H]1[C@H]2C3=C(CCN4CCCC24C=C1OC)C=C1OCOC1=C3,"InChI=1S/C29H39NO9/c1-27(2,33)8-5-10-29(34,16-23(31)36-4)26(32)39-25-22(35-3)15-28-9-6-11-30(28)12-7-18-13-20-21(38-17-37-20)14-19(18)24(25)28/h13-15,24-25,33-34H,5-12,16-17H2,1-4H3/t24-,25-,28?,29-/m1/s1
",,dilirank2_179,,,,,,4.0,No,No,Yes,HYFHYPWGAURHIV,,,,1.0,0.0
OASIS1545,DTXSID9023338,Moxalactam,DTXCID003338,64952-97-2,JWCSIUVGFCSJCK-CAVRMKNVSA-N,"(6R,7R)-7-[2-Carboxy(4-hydroxyphenyl)acetamido]-7-methoxy-3-{[(1-methyl-1H-tetrazol-5-yl)sulfanyl]methyl}-8-oxo-5-oxa-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",CO[C@]1(NC(=O)C(C(O)=O)C2=CC=C(O)C=C2)[C@H]2OCC(CSC3=NN=NN3C)=C(N2C1=O)C(O)=O,"InChI=1S/C20H20N6O9S/c1-25-19(22-23-24-25)36-8-10-7-35-18-20(34-2,17(33)26(18)13(10)16(31)32)21-14(28)12(15(29)30)9-3-5-11(27)6-4-9/h3-6,12,18,27H,7-8H2,1-2H3,(H,21,28)(H,29,30)(H,31,32)/t12?,18-,20+/m1/s1
",dilist_758,,,,,,,4.0,No,Yes,No,JWCSIUVGFCSJCK,,,,1.0,1.0
