OASIS_ID,DTXSID,PREFERRED_NAME,DTXCID,CASRN,INCHIKEY,IUPAC_NAME,SMILES,INCHI_STRING,DILILIST_ID,DILIRANK2_ID,DRUGMATRIX_ID,FRAUNHOFER_ID,ICE_ID,TGGATES_ID,TOXREFDB_ID,Invivo_ranking,Purchased_Broad_Enamine,Purchased_Broad_Molport,Purchased_Broad_Medchemxpress,InChIKey14,Y_Caco2_Wang,Y_PAMPA_NCATS,Y_HIA_Hou,Y_Pgp_Broccatelli,Y_Bioavailability_Ma,Y_Lipophilicity_AstraZeneca,Y_Solubility_AqSolDB,Y_HydrationFreeEnergy_FreeSolv,Y_BBB_Martins,Y_PPBR_AZ,Y_CYP2C19_Veith,Y_CYP2D6_Veith,Y_CYP3A4_Veith,Y_CYP1A2_Veith,Y_CYP2C9_Veith,Y_CYP2C9_Substrate_CarbonMangels,Y_CYP2D6_Substrate_CarbonMangels,Y_CYP3A4_Substrate_CarbonMangels,Y_Half_Life_Obach,Y_Clearance_Hepatocyte_AZ
OASIS088,DTXSID4040686,Naproxen,DTXCID2020686,22204-53-1,CMWTZPSULFXXJA-VIFPVBQESA-N,(2S)-2-(6-Methoxynaphthalen-2-yl)propanoic acid,COC1=CC2=CC=C(C=C2C=C1)[C@H](C)C(O)=O,"InChI=1S/C14H14O3/c1-9(14(15)16)10-3-4-12-8-13(17-2)6-5-11(12)7-10/h3-9H,1-2H3,(H,15,16)/t9-/m0/s1
",dilist_823,,,,,tggates_84,,2,Yes,No,Yes,CMWTZPSULFXXJA,-4.6599998,,1,0,1,0.18,-3.895,-10.21,,99.7,0,0,0,,0,1,0,0,,
OASIS513,DTXSID9032329,Bensulide,DTXCID7012329,741-58-2,RRNIZKPFKNDSRS-UHFFFAOYSA-N,"S-{2-[(Benzenesulfonyl)amino]ethyl} O,O-dipropan-2-yl phosphorodithioate",CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)C1=CC=CC=C1,"InChI=1S/C14H24NO4PS3/c1-12(2)18-20(21,19-13(3)4)22-11-10-15-23(16,17)14-8-6-5-7-9-14/h5-9,12-13,15H,10-11H2,1-4H3
",,,,fraunhofer_198,,,,3,No,Yes,No,RRNIZKPFKNDSRS,,,,,,,-4.2014,,,,,,,,,,,,,
OASIS375,DTXSID0021961,Benzophenone,DTXCID101961,119-61-9,RWCCWEUUXYIKHB-UHFFFAOYSA-N,Diphenylmethanone,O=C(C1=CC=CC=C1)C1=CC=CC=C1,"InChI=1S/C13H10O/c14-13(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H
",,,,fraunhofer_28,,,,3,No,Yes,Yes,RWCCWEUUXYIKHB,,,,,,,-3.882202908,,,,,,,,,,,,,
OASIS1818,DTXSID4060787,Dimethyl fumarate,DTXCID20209679,624-49-7,LDCRTTXIJACKKU-ONEGZZNKSA-N,Dimethyl (2E)-but-2-enedioate,COC(=O)\C=C\C(=O)OC,"InChI=1S/C6H8O4/c1-9-5(7)3-4-6(8)10-2/h3-4H,1-2H3/b4-3+
",,dilirank2_176,,,,,,4,No,Yes,Yes,LDCRTTXIJACKKU,,,,,,,-0.267204876,,,,,,,,,,,,,
OASIS531,DTXSID2037502,Bitertanol,DTXCID0017502,55179-31-2,VGPIBGGRCVEHQZ-UHFFFAOYSA-N,"1-[([1,1'-Biphenyl]-4-yl)oxy]-3,3-dimethyl-1-(1H-1,2,4-triazol-1-yl)butan-2-ol",CC(C)(C)C(O)C(OC1=CC=C(C=C1)C1=CC=CC=C1)N1C=NC=N1,"InChI=1/C20H23N3O2/c1-20(2,3)18(24)19(23-14-21-13-22-23)25-17-11-9-16(10-12-17)15-7-5-4-6-8-15/h4-14,18-19,24H,1-3H3
",,,,fraunhofer_220,,,,3,No,Yes,No,VGPIBGGRCVEHQZ,,,,,,,-4.8292,,,,,,,,,,,,,
OASIS1484,DTXSID8048492,Rosuvastatin,DTXCID90820057,287714-41-4,BPRHUIZQVSMCRT-VEUZHWNKSA-N,"(3R,5S,6E)-7-[4-(4-Fluorophenyl)-2-[(methanesulfonyl)(methyl)amino]-6-(propan-2-yl)pyrimidin-5-yl]-3,5-dihydroxyhept-6-enoic acid",CC(C)C1=C(\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)C(=NC(=N1)N(C)S(C)(=O)=O)C1=CC=C(F)C=C1,"InChI=1S/C22H28FN3O6S/c1-13(2)20-18(10-9-16(27)11-17(28)12-19(29)30)21(14-5-7-15(23)8-6-14)25-22(24-20)26(3)33(4,31)32/h5-10,13,16-17,27-28H,11-12H2,1-4H3,(H,29,30)/b10-9+/t16-,17-/m1/s1
",dilist_163,,,,,,,4,Yes,No,No,BPRHUIZQVSMCRT,,,,,0,,,,,,,,,,,,,,2,
OASIS1555,DTXSID9023679,Tizanidine,DTXCID203679,51322-75-9,XFYDIVBRZNQMJC-UHFFFAOYSA-N,"5-Chloro-N-(4,5-dihydro-1H-imidazol-2-yl)-2,1,3-benzothiadiazol-4-amine",ClC1=C(NC2=NCCN2)C2=NSN=C2C=C1,"InChI=1S/C9H8ClN5S/c10-5-1-2-6-8(15-16-14-6)7(5)13-9-11-3-4-12-9/h1-2H,3-4H2,(H2,11,12,13)
",dilist_588,,,,,,,4,Yes,No,Yes,XFYDIVBRZNQMJC,,,,,1,0.71,,,,,,,,,,,,,2.4,
OASIS1160,DTXSID5048265,Propiverine,DTXCID0028240,60569-19-9,QPCVHQBVMYCJOM-UHFFFAOYSA-N,1-Methylpiperidin-4-yl diphenyl(propoxy)acetate,CCCOC(C(=O)OC1CCN(C)CC1)(C1=CC=CC=C1)C1=CC=CC=C1,"InChI=1S/C23H29NO3/c1-3-18-26-23(19-10-6-4-7-11-19,20-12-8-5-9-13-20)22(25)27-21-14-16-24(2)17-15-21/h4-13,21H,3,14-18H2,1-2H3
",dilist_506,,,,,,,4,No,Yes,No,QPCVHQBVMYCJOM,,,1,,,,,,,,,,,,,,,,,
OASIS306,DTXSID7022883,Daunorubicin,DTXCID402883,20830-81-3,STQGQHZAVUOBTE-VGBVRHCVSA-N,"(1S,3S)-3-Acetyl-3,5,12-trihydroxy-10-methoxy-6,11-dioxo-1,2,3,4,6,11-hexahydrotetracen-1-yl 3-amino-2,3,6-trideoxy-alpha-L-lyxo-hexopyranoside",COC1=C2C(=O)C3=C(O)C4=C(C[C@](O)(C[C@@H]4O[C@H]4C[C@H](N)[C@H](O)[C@H](C)O4)C(C)=O)C(O)=C3C(=O)C2=CC=C1,"InChI=1S/C27H29NO10/c1-10-22(30)14(28)7-17(37-10)38-16-9-27(35,11(2)29)8-13-19(16)26(34)21-20(24(13)32)23(31)12-5-4-6-15(36-3)18(12)25(21)33/h4-6,10,14,16-17,22,30,32,34-35H,7-9,28H2,1-3H3/t10-,14-,16-,17-,22+,27-/m0/s1
",dilist_812,,drugmatrix_26,,,,,2,No,Yes,No,STQGQHZAVUOBTE,-6.0999999,,,,,,,,0,,0,0,,0,0,0,0,0,,
OASIS1433,DTXSID8023476,Pindolol,DTXCID603476,13523-86-9,JZQKKSLKJUAGIC-UHFFFAOYSA-N,1-[(1H-Indol-4-yl)oxy]-3-[(propan-2-yl)amino]propan-2-ol,CC(C)NCC(O)COC1=C2C=CNC2=CC=C1,"InChI=1/C14H20N2O2/c1-10(2)16-8-11(17)9-18-14-5-3-4-13-12(14)6-7-15-13/h3-7,10-11,15-17H,8-9H2,1-2H3
",dilist_193,,,,,,,4,No,Yes,Yes,JZQKKSLKJUAGIC,,,1,,1,-0.12,-3.79,,1,,0,0,0,,0,0,1,0,2.2,78.795
OASIS1386,DTXSID8021430,Vinblastine,DTXCID801430,865-21-4,JXLYSJRDGCGARV-CFWMRBGOSA-N,"2alpha,3alpha,4alpha,5beta,19beta-Vincaleukoblastine",[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@@](CC)([C@@H](OC(C)=O)[C@]2(O)C(=O)OC)[C@@]13[H])[C@]1(C[C@@]2([H])C[N@](C[C@](O)(CC)C2)CCC2=C1NC1=CC=CC=C21)C(=O)OC,"InChI=1S/C46H58N4O9/c1-8-42(54)23-28-24-45(40(52)57-6,36-30(15-19-49(25-28)26-42)29-13-10-11-14-33(29)47-36)32-21-31-34(22-35(32)56-5)48(4)38-44(31)17-20-50-18-12-16-43(9-2,37(44)50)39(59-27(3)51)46(38,55)41(53)58-7/h10-14,16,21-22,28,37-39,47,54-55H,8-9,15,17-20,23-26H2,1-7H3/t28-,37-,38+,39+,42-,43+,44+,45-,46-/m0/s1
",dilist_33,,,,,,,4,No,Yes,No,JXLYSJRDGCGARV,-5.48,,,,,,,,1,,0,0,,0,,0,0,1,67,
OASIS937,DTXSID3037125,Imatinib,DTXCID1017125,152459-95-5,KTUFNOKKBVMGRW-UHFFFAOYSA-N,4-[(4-Methylpiperazin-1-yl)methyl]-N-(4-methyl-3-{[4-(pyridin-3-yl)pyrimidin-2-yl]amino}phenyl)benzamide,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC(NC3=NC=CC(=N3)C3=CC=CN=C3)=C(C)C=C2)CC1,"InChI=1S/C29H31N7O/c1-21-5-10-25(18-27(21)34-29-31-13-11-26(33-29)24-4-3-12-30-19-24)32-28(37)23-8-6-22(7-9-23)20-36-16-14-35(2)15-17-36/h3-13,18-19H,14-17,20H2,1-2H3,(H,32,37)(H,31,33,34)
",dilist_704,,,,,,,4,Yes,No,Yes,KTUFNOKKBVMGRW,-5.3899999,,1,,1,2.5,,,,93.67,,,,,,0,0,1,22,
OASIS1202,DTXSID6022927,Didanosine,DTXCID402927,69655-05-6,BXZVVICBKDXVGW-NKWVEPMBSA-N,"9-[(2R,5S)-5-(Hydroxymethyl)oxolan-2-yl]-1,9-dihydro-6H-purin-6-one",OC[C@@H]1CC[C@@H](O1)N1C=NC2=C1N=CNC2=O,"InChI=1S/C10H12N4O3/c15-3-6-1-2-7(17-6)14-5-13-8-9(14)11-4-12-10(8)16/h4-7,15H,1-3H2,(H,11,12,16)/t6-,7+/m0/s1
",dilist_1080,,,,,,,4,Yes,No,Yes,BXZVVICBKDXVGW,-5.6708102,,,,1,,-0.94,,0,,,,,,,,,,1.4,
OASIS920,DTXSID3023396,Orphenadrine,DTXCID003396,83-98-7,QVYRGXJJSLMXQH-UHFFFAOYSA-N,"N,N-Dimethyl-2-[(2-methylphenyl)(phenyl)methoxy]ethan-1-amine",CN(C)CCOC(C1=CC=CC=C1)C1=C(C)C=CC=C1,"InChI=1/C18H23NO/c1-15-9-7-8-12-17(15)18(20-14-13-19(2)3)16-10-5-4-6-11-16/h4-12,18H,13-14H2,1-3H3
",dilist_643,,,,,,,4,Yes,No,No,QVYRGXJJSLMXQH,,,1,0,1,1.47,,,1,,,,0,,0,0,1,1,,150
OASIS506,DTXSID5035957,Cyfluthrin,DTXCID6028078,68359-37-5,QQODLKZGRKWIFG-UHFFFAOYSA-N,"Cyano(4-fluoro-3-phenoxyphenyl)methyl 3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate",CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=CC=C(F)C(OC2=CC=CC=C2)=C1,"InChI=1/C22H18Cl2FNO3/c1-22(2)15(11-19(23)24)20(22)21(27)29-18(12-26)13-8-9-16(25)17(10-13)28-14-6-4-3-5-7-14/h3-11,15,18,20H,1-2H3
",,,,fraunhofer_187,,,,3,No,Yes,No,QQODLKZGRKWIFG,,,,,,,-7.337,,,,,,,,,,,,,
OASIS415,DTXSID3022405,2-Hydroxy-4-methoxybenzophenone,DTXCID002405,131-57-7,DXGLGDHPHMLXJC-UHFFFAOYSA-N,(2-Hydroxy-4-methoxyphenyl)(phenyl)methanone,COC1=CC=C(C(=O)C2=CC=CC=C2)C(O)=C1,"InChI=1S/C14H12O3/c1-17-11-7-8-12(13(15)9-11)14(16)10-5-3-2-4-6-10/h2-9,15H,1H3
",,,,fraunhofer_73,,,,3,No,Yes,Yes,DXGLGDHPHMLXJC,,,,,,,-4.580253828,,,,,,0,1,0,,,,,
OASIS298,DTXSID7020689,Hexachloroethane,DTXCID90689,67-72-1,VHHHONWQHHHLTI-UHFFFAOYSA-N,Hexachloroethane,ClC(Cl)(Cl)C(Cl)(Cl)Cl,"InChI=1S/C2Cl6/c3-1(4,5)2(6,7)8
",,,drugmatrix_37,fraunhofer_109,ice_10,,,2,Yes,No,No,VHHHONWQHHHLTI,,,,,,,-3.94,-0.64,,,,,,,,,,,,
OASIS1460,DTXSID8045195,Ropinirole,DTXCID6025195,91374-21-9,UHSKFQJFRQCDBE-UHFFFAOYSA-N,"4-[2-(Dipropylamino)ethyl]-1,3-dihydro-2H-indol-2-one",CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,"InChI=1S/C16H24N2O/c1-3-9-18(10-4-2)11-8-13-6-5-7-15-14(13)12-16(19)17-15/h5-7H,3-4,8-12H2,1-2H3,(H,17,19)
",dilist_499,,,,,,,4,Yes,No,No,UHSKFQJFRQCDBE,,1,,,1,0.76,,,1,,,1,,0,,0,0,1,,
OASIS1369,DTXSID7049059,Paliperidone,DTXCID30210372,144598-75-4,PMXMIIMHBWHSKN-UHFFFAOYSA-N,"3-{2-[4-(6-Fluoro-1,2-benzoxazol-3-yl)piperidin-1-yl]ethyl}-9-hydroxy-2-methyl-6,7,8,9-tetrahydro-4H-pyrido[1,2-a]pyrimidin-4-one",CC1=C(CCN2CCC(CC2)C2=NOC3=CC(F)=CC=C23)C(=O)N2CCCC(O)C2=N1,"InChI=1/C23H27FN4O3/c1-14-17(23(30)28-9-2-3-19(29)22(28)25-14)8-12-27-10-6-15(7-11-27)21-18-5-4-16(24)13-20(18)31-26-21/h4-5,13,15,19,29H,2-3,6-12H2,1H3
",dilist_286,,,,,,,4,Yes,No,Yes,PMXMIIMHBWHSKN,,,,,,,,,1,,,,,,,,,,,
OASIS1320,DTXSID7023481,Piperacetazine,DTXCID903481,3819-00-9,BTFMCMVEUCGQDX-UHFFFAOYSA-N,1-(10-{3-[4-(2-Hydroxyethyl)piperidin-1-yl]propyl}-10H-phenothiazin-2-yl)ethan-1-one,CC(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN2CCC(CCO)CC2)C=C1,"InChI=1S/C24H30N2O2S/c1-18(28)20-7-8-24-22(17-20)26(21-5-2-3-6-23(21)29-24)13-4-12-25-14-9-19(10-15-25)11-16-27/h2-3,5-8,17,19,27H,4,9-16H2,1H3
",dilist_78,,,,,,,4,Yes,No,Yes,BTFMCMVEUCGQDX,,,,,,,,,1,,0,1,0,1,0,,,,,
OASIS154,DTXSID0021125,Phenolphthalein,DTXCID901125,77-09-8,KJFMBFZCATUALV-UHFFFAOYSA-N,"3,3-Bis(4-hydroxyphenyl)-2-benzofuran-1(3H)-one",OC1=CC=C(C=C1)C1(OC(=O)C2=C1C=CC=C2)C1=CC=C(O)C=C1,"InChI=1S/C20H14O4/c21-15-9-5-13(6-10-15)20(14-7-11-16(22)12-8-14)18-4-2-1-3-17(18)19(23)24-20/h1-12,21-22H
",,,,,,,toxrefdb_88,1,Yes,No,No,KJFMBFZCATUALV,,,,,,,-2.9008,,0,,,,,,,,,,,
OASIS573,DTXSID9032537,Didecyldimethylammonium chloride,DTXCID7012537,7173-51-5,RUPBZQFQVRMKDG-UHFFFAOYSA-M,"N-Decyl-N,N-dimethyldecan-1-aminium chloride",[Cl-].CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,"InChI=1S/C22H48N.ClH/c1-5-7-9-11-13-15-17-19-21-23(3,4)22-20-18-16-14-12-10-8-6-2;/h5-22H2,1-4H3;1H/q+1;/p-1
",,,,fraunhofer_271,,,,3,No,Yes,Yes,RUPBZQFQVRMKDG,,,,,,,-2.967747126,,,,,,,,,,,,,
OASIS819,DTXSID2023563,Risedronic acid,DTXCID303563,105462-24-6,IIDJRNMFWXDHID-UHFFFAOYSA-N,"[1-Hydroxy-2-(pyridin-3-yl)ethane-1,1-diyl]bis(phosphonic acid)",OC(CC1=CC=CN=C1)(P(O)(O)=O)P(O)(O)=O,"InChI=1S/C7H11NO7P2/c9-7(16(10,11)12,17(13,14)15)4-6-2-1-3-8-5-6/h1-3,5,9H,4H2,(H2,10,11,12)(H2,13,14,15)
",dilist_1041,,,,,,,4,Yes,No,Yes,IIDJRNMFWXDHID,,,0,,,,,,,,,,,,,,,,200,
OASIS987,DTXSID4020614,Ethynodiol diacetate,DTXCID00614,297-76-7,ONKUMRGIYFNPJW-KIEAKMPYSA-N,"3beta,17alpha-19-Norpregn-4-en-20-yne-3,17-diyl diacetate",[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CC[C@H](OC(C)=O)C=C3CC[C@@]21[H],"InChI=1S/C24H32O4/c1-5-24(28-16(3)26)13-11-22-21-8-6-17-14-18(27-15(2)25)7-9-19(17)20(21)10-12-23(22,24)4/h1,14,18-22H,6-13H2,2-4H3/t18-,19-,20+,21+,22-,23-,24-/m0/s1
",dilist_108,,,,,,,4,Yes,No,Yes,ONKUMRGIYFNPJW,,,1,,,,,,,,,0,,0,1,,,,,
OASIS025,DTXSID0037237,Glybenclamide,DTXCID8017237,10238-21-8,ZNNLBTZKUZBEKO-UHFFFAOYSA-N,5-Chloro-N-(2-{4-[(cyclohexylcarbamoyl)sulfamoyl]phenyl}ethyl)-2-methoxybenzamide,COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,"InChI=1S/C23H28ClN3O5S/c1-32-21-12-9-17(24)15-20(21)22(28)25-14-13-16-7-10-19(11-8-16)33(30,31)27-23(29)26-18-5-3-2-4-6-18/h7-12,15,18H,2-6,13-14H2,1H3,(H,25,28)(H2,26,27,29)
",dilist_763,,,,,tggates_23,,2,Yes,No,Yes,ZNNLBTZKUZBEKO,,,1,,1,2.23,-5.0917,,1,99.88,,,,0,1,1,0,1,2.2,14.45
OASIS1188,DTXSID6022682,Bisoprolol,DTXCID602682,66722-44-9,VHYCDWMUTMEGQY-UHFFFAOYSA-N,1-[(Propan-2-yl)amino]-3-[4-({2-[(propan-2-yl)oxy]ethoxy}methyl)phenoxy]propan-2-ol,CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1,"InChI=1/C18H31NO4/c1-14(2)19-11-17(20)13-23-18-7-5-16(6-8-18)12-21-9-10-22-15(3)4/h5-8,14-15,17,19-20H,9-13H2,1-4H3
",dilist_196,,,,,,,4,No,Yes,No,VHYCDWMUTMEGQY,-4.7600002,,1,,1,0.1,,,,,,,,,,0,1,1,10,25.12
OASIS076,DTXSID8046034,Acarbose,DTXCID301508448,56180-94-0,CEMXHAPUFJOOSV-XGWNLRGSSA-N,"4,6-Dideoxy-4-{[(1S,4R,5S,6S)-4,5,6-trihydroxy-3-(hydroxymethyl)cyclohex-2-en-1-yl]amino}-alpha-D-glucopyranosyl-(1->4)-alpha-D-glucopyranosyl-(1->4)-D-glucose",C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@H]([C@H](O)CO)[C@H](O)[C@@H](O)C=O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,"InChI=1S/C25H43NO18/c1-7-13(26-9-2-8(3-27)14(33)18(37)15(9)34)17(36)20(39)24(41-7)44-23-12(6-30)42-25(21(40)19(23)38)43-22(11(32)5-29)16(35)10(31)4-28/h2,4,7,9-27,29-40H,3,5-6H2,1H3/t7-,9+,10+,11-,12-,13-,14-,15+,16-,17+,18+,19-,20-,21-,22-,23-,24-,25-/m1/s1
",dilist_384,,,,,tggates_72,,2,No,Yes,Yes,CEMXHAPUFJOOSV,,,,,0,,,,,,,,,,,,,,,
OASIS705,DTXSID1022893,Demeclocycline,DTXCID702893,127-33-3,FMTDIUIBLCQGJB-SEYHBJAFSA-N,"(4S,4aS,5aS,6S,12aS)-7-Chloro-4-(dimethylamino)-3,6,10,12,12a-pentahydroxy-1,11-dioxo-1,4,4a,5,5a,6,11,12a-octahydrotetracene-2-carboxamide",CN(C)[C@H]1[C@@H]2C[C@@H]3[C@H](O)C4=C(C(O)=CC=C4Cl)C(=O)C3=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O,"InChI=1S/C21H21ClN2O8/c1-24(2)14-7-5-6-10(16(27)12-9(25)4-3-8(22)11(12)15(6)26)18(29)21(7,32)19(30)13(17(14)28)20(23)31/h3-4,6-7,14-15,25-26,28-29,32H,5H2,1-2H3,(H2,23,31)/t6-,7-,14-,15-,21-/m0/s1
",dilist_621,,,,,,,4,No,No,Yes,FMTDIUIBLCQGJB,,,,,1,,-2.52,,,,,,,,,,,,12,
OASIS1187,DTXSID6022680,Biperiden,DTXCID802680,514-65-8,YSXKPIUOCJLQIE-UHFFFAOYSA-N,1-(Bicyclo[2.2.1]hept-5-en-2-yl)-1-phenyl-3-(piperidin-1-yl)propan-1-ol,OC(CCN1CCCCC1)(C1CC2CC1C=C2)C1=CC=CC=C1,"InChI=1/C21H29NO/c23-21(19-7-3-1-4-8-19,11-14-22-12-5-2-6-13-22)20-16-17-9-10-18(20)15-17/h1,3-4,7-10,17-18,20,23H,2,5-6,11-16H2
",dilist_1044,,,,,,,4,No,Yes,Yes,YSXKPIUOCJLQIE,,,1,0,1,2.49,,,1,,0,1,,0,0,0,0,0,24,
OASIS1558,DTXSID9023754,Zomepirac,DTXCID803754,33369-31-2,ZXVNMYWKKDOREA-UHFFFAOYSA-N,"[5-(4-Chlorobenzoyl)-1,4-dimethyl-1H-pyrrol-2-yl]acetic acid",CN1C(CC(O)=O)=CC(C)=C1C(=O)C1=CC=C(Cl)C=C1,"InChI=1S/C15H14ClNO3/c1-9-7-12(8-13(18)19)17(2)14(9)15(20)10-3-5-11(16)6-4-10/h3-7H,8H2,1-2H3,(H,18,19)
",dilist_664,,,,,,,4,No,Yes,No,ZXVNMYWKKDOREA,-4.6100001,,1,0,,,,,,,,,,,,,,,,3
OASIS1210,DTXSID6023286,Methocarbamol,DTXCID503286,532-03-6,GNXFOGHNGIVQEH-UHFFFAOYSA-N,2-Hydroxy-3-(2-methoxyphenoxy)propyl carbamate,COC1=CC=CC=C1OCC(O)COC(N)=O,"InChI=1/C11H15NO5/c1-15-9-4-2-3-5-10(9)16-6-8(13)7-17-11(12)14/h2-5,8,13H,6-7H2,1H3,(H2,12,14)
",dilist_811,,,,,,,4,Yes,No,Yes,GNXFOGHNGIVQEH,,,1,0,,0.36,-1.5251,,1,,0,0,0,,0,,,,,
OASIS799,DTXSID2022759,Cefoperazone,DTXCID702759,62893-19-0,GCFBRXLSHGKWDP-XCGNWRKASA-N,"(6R,7R)-7-{[(2R)-2-[(4-Ethyl-2,3-dioxopiperazine-1-carbonyl)amino]-2-(4-hydroxyphenyl)acetyl]amino}-3-{[(1-methyl-1H-tetrazol-5-yl)sulfanyl]methyl}-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SCC(CSC4=NN=NN4C)=C(N3C2=O)C(O)=O)C2=CC=C(O)C=C2)C(=O)C1=O,"InChI=1S/C25H27N9O8S2/c1-3-32-8-9-33(21(39)20(32)38)24(42)27-15(12-4-6-14(35)7-5-12)18(36)26-16-19(37)34-17(23(40)41)13(10-43-22(16)34)11-44-25-28-29-30-31(25)2/h4-7,15-16,22,35H,3,8-11H2,1-2H3,(H,26,36)(H,27,42)(H,40,41)/t15-,16-,22-/m1/s1
",dilist_539,,,,,,,4,Yes,No,Yes,GCFBRXLSHGKWDP,,,,0,,,,,1,90.12,,,,,,,,,1.8,3
OASIS499,DTXSID2032637,Pymetrozine,DTXCID0012637,123312-89-0,QHMTXANCGGJZRX-WUXMJOGZSA-N,"6-Methyl-4-{(E)-[(pyridin-3-yl)methylidene]amino}-4,5-dihydro-1,2,4-triazin-3(2H)-one",CC1=NNC(=O)N(C1)\N=C\C1=CC=CN=C1,"InChI=1S/C10H11N5O/c1-8-7-15(10(16)14-13-8)12-6-9-3-2-4-11-5-9/h2-6H,7H2,1H3,(H,14,16)/b12-6+
",,,,fraunhofer_180,,,,3,No,Yes,Yes,QHMTXANCGGJZRX,,,,,,,-2.8745,,,,,,,,,,,,,
OASIS520,DTXSID7025502,Linalool,DTXCID305502,78-70-6,CDOSHBSSFJOMGT-UHFFFAOYSA-N,"3,7-Dimethylocta-1,6-dien-3-ol",CC(C)=CCCC(C)(O)C=C,"InChI=1/C10H18O/c1-5-10(4,11)8-6-7-9(2)3/h5,7,11H,1,6,8H2,2-4H3
",,,,fraunhofer_208,,,,3,No,Yes,Yes,CDOSHBSSFJOMGT,,,,,,,-1.9871,,,,,,,,,,,,,
OASIS1222,DTXSID6023577,Sertraline,DTXCID203577,79617-96-2,VGKDLMBJGBXTGI-SJCJKPOMSA-N,"(1S,4S)-4-(3,4-Dichlorophenyl)-N-methyl-1,2,3,4-tetrahydronaphthalen-1-amine",CN[C@H]1CC[C@@H](C2=CC(Cl)=C(Cl)C=C2)C2=C1C=CC=C2,"InChI=1S/C17H17Cl2N/c1-20-17-9-7-12(13-4-2-3-5-14(13)17)11-6-8-15(18)16(19)10-11/h2-6,8,10,12,17,20H,7,9H2,1H3/t12-,17-/m0/s1
",dilist_725,,,,,,,4,Yes,No,No,VGKDLMBJGBXTGI,,,,,,3.15,-5.23,,,98.54,,,,,,1,1,1,,
OASIS1026,DTXSID4023547,Quinapril,DTXCID303547,85441-61-8,JSDRRTOADPPCHY-HSQYWUDLSA-N,"(3S)-2-{N-[(2S)-1-Ethoxy-1-oxo-4-phenylbutan-2-yl]-L-alanyl}-1,2,3,4-tetrahydroisoquinoline-3-carboxylic acid",CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=C(C[C@H]1C(O)=O)C=CC=C2,"InChI=1S/C25H30N2O5/c1-3-32-25(31)21(14-13-18-9-5-4-6-10-18)26-17(2)23(28)27-16-20-12-8-7-11-19(20)15-22(27)24(29)30/h4-12,17,21-22,26H,3,13-16H2,1-2H3,(H,29,30)/t17-,21-,22-/m0/s1
",dilist_549,,,,,,,4,Yes,No,No,JSDRRTOADPPCHY,,,,,1,,,,,95.82,,,,,,,,,,
OASIS892,DTXSID3021358,Tolazamide,DTXCID401358,1156-19-0,OUDSBRTVNLOZBN-UHFFFAOYSA-N,N-[(Azepan-1-yl)carbamoyl]-4-methylbenzene-1-sulfonamide,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1,"InChI=1S/C14H21N3O3S/c1-12-6-8-13(9-7-12)21(19,20)16-14(18)15-17-10-4-2-3-5-11-17/h6-9H,2-5,10-11H2,1H3,(H2,15,16,18)
",dilist_315,,,,,,,4,Yes,No,Yes,OUDSBRTVNLOZBN,,,,0,,0.01,-3.6778,,0,,0,0,0,0,0,,,,,
OASIS412,DTXSID9020827,Methoxychlor,DTXCID30827,72-43-5,IAKOZHOLGAGEJT-UHFFFAOYSA-N,"1,1'-(2,2,2-Trichloroethane-1,1-diyl)bis(4-methoxybenzene)",COC1=CC=C(C=C1)C(C1=CC=C(OC)C=C1)C(Cl)(Cl)Cl,"InChI=1S/C16H15Cl3O2/c1-20-13-7-3-11(4-8-13)15(16(17,18)19)12-5-9-14(21-2)10-6-12/h3-10,15H,1-2H3
",,,,fraunhofer_70,,,,3,No,Yes,No,IAKOZHOLGAGEJT,,,,0,,,-6.5386,,,,,,,,,,,,,
