OASIS_ID,DTXSID,PREFERRED_NAME,DTXCID,CASRN,INCHIKEY,IUPAC_NAME,SMILES,INCHI_STRING,DILILIST_ID,DILIRANK2_ID,DRUGMATRIX_ID,FRAUNHOFER_ID,ICE_ID,TGGATES_ID,TOXREFDB_ID,Invivo_ranking,Purchased_Broad_Enamine,Purchased_Broad_Molport,Purchased_Broad_Medchemxpress,Standardized_SMILES_chembl,Standardized_InChI_chembl,Standardized_InChIKey_chembl,ChEMBL_ID,molecule_chembl_id,ABCB1,ABCB11,ABCC2,ADRA1A,ADRA1D,ADRA2B,ADRA2C,AR,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,CYP1A2,CYP2C19,CYP2C9,CYP2D6,CYP3A4,DRD1,DRD2,DRD3,DRD4,EGFR,ERBB2,HRH1,HTR1A,HTR2A,HTR2B,HTR2C,HTR6,HTR7,KCNH2,KDR,PGR,PTGS1,PTGS2,SIGMAR1,SLC22A1,SLC22A2,SLC6A2,SLC6A3,SLC6A4
OASIS1898,DTXSID80152697,Duvelisib,DTXCID2075188,1201438-56-3,SJVQHLPISAIATJ-ZDUSSCGKSA-N,8-Chloro-2-phenyl-3-{(1S)-1-[(7H-purin-6-yl)amino]ethyl}isoquinolin-1(2H)-one,C[C@H](NC1=NC=NC2=C1NC=N2)C1=CC2=C(C(Cl)=CC=C2)C(=O)N1C1=CC=CC=C1,"InChI=1S/C22H17ClN6O/c1-13(28-21-19-20(25-11-24-19)26-12-27-21)17-10-14-6-5-9-16(23)18(14)22(30)29(17)15-7-3-2-4-8-15/h2-13H,1H3,(H2,24,25,26,27,28)/t13-/m0/s1
",,dilirank2_54,,,,,,4.0,No,No,Yes,C[C@H](Nc1ncnc2nc[nH]c12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,"InChI=1S/C22H17ClN6O/c1-13(28-21-19-20(25-11-24-19)26-12-27-21)17-10-14-6-5-9-16(23)18(14)22(30)29(17)15-7-3-2-4-8-15/h2-13H,1H3,(H2,24,25,26,27,28)/t13-/m0/s1",SJVQHLPISAIATJ-ZDUSSCGKSA-N,CHEMBL3039502,CHEMBL3039502,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
OASIS079,DTXSID9022940,(+)-Diltiazem,DTXCID202940,42399-41-7,HSUGRBWQSSZJOP-RTWAWAEBSA-N,"(2S,3S)-5-[2-(Dimethylamino)ethyl]-2-(4-methoxyphenyl)-4-oxo-2,3,4,5-tetrahydro-1,5-benzothiazepin-3-yl acetate",COC1=CC=C(C=C1)[C@@H]1SC2=CC=CC=C2N(CCN(C)C)C(=O)[C@@H]1OC(C)=O,"InChI=1S/C22H26N2O4S/c1-15(25)28-20-21(16-9-11-17(27-4)12-10-16)29-19-8-6-5-7-18(19)24(22(20)26)14-13-23(2)3/h5-12,20-21H,13-14H2,1-4H3/t20-,21+/m1/s1
",dilist_795,,,,,tggates_75,,2.0,Yes,No,Yes,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,"InChI=1S/C22H26N2O4S/c1-15(25)28-20-21(16-9-11-17(27-4)12-10-16)29-19-8-6-5-7-18(19)24(22(20)26)14-13-23(2)3/h5-12,20-21H,13-14H2,1-4H3/t20-,21+/m1/s1",HSUGRBWQSSZJOP-RTWAWAEBSA-N,CHEMBL23,CHEMBL23,1.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
OASIS1331,DTXSID7026368,Salicylic acid,DTXCID206368,69-72-7,YGSDEFSMJLZEOE-UHFFFAOYSA-N,2-Hydroxybenzoic acid,OC(=O)C1=C(O)C=CC=C1,"InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)
",dilist_1017,,,,,,,4.0,Yes,No,Yes,O=C(O)c1ccccc1O,"InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)",YGSDEFSMJLZEOE-UHFFFAOYSA-N,CHEMBL424,CHEMBL424,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
OASIS1496,DTXSID80892349,Eltrombopag olamine,DTXCID501079506,496775-62-3,PUIAMXBKYPTHIE-UPPMMAIBSA-N,"3'-{(2Z)-2-[1-(3,4-Dimethylphenyl)-3-methyl-5-oxo-1,5-dihydro-4H-pyrazol-4-ylidene]hydrazinyl}-2'-hydroxy[1,1'-biphenyl]-3-carboxylic acid--2-aminoethan-1-ol (1/4)",NCCO.NCCO.NCCO.NCCO.CC1=NN(C(=O)\C1=N/NC1=C(O)C(=CC=C1)C1=CC=CC(=C1)C(O)=O)C1=CC=C(C)C(C)=C1,"InChI=1S/C25H22N4O4.4C2H7NO/c1-14-10-11-19(12-15(14)2)29-24(31)22(16(3)28-29)27-26-21-9-5-8-20(23(21)30)17-6-4-7-18(13-17)25(32)33;4*3-1-2-4/h4-13,26,30H,1-3H3,(H,32,33);4*4H,1-3H2/b27-22-;;;;
",dilist_334,,,,,,,4.0,No,Yes,Yes,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O,"InChI=1S/C25H22N4O4/c1-14-10-11-19(12-15(14)2)29-24(31)22(16(3)28-29)27-26-21-9-5-8-20(23(21)30)17-6-4-7-18(13-17)25(32)33/h4-13,26,30H,1-3H3,(H,32,33)/b27-22-",XDXWLKQMMKQXPV-QYQHSDTDSA-N,CHEMBL461101,CHEMBL461101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,
OASIS1122,DTXSID5023615,Sulfamethizole,DTXCID803615,144-82-1,VACCAVUAMIDAGB-UHFFFAOYSA-N,"4-Amino-N-(5-methyl-1,3,4-thiadiazol-2-yl)benzene-1-sulfonamide",CC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)S1,"InChI=1S/C9H10N4O2S2/c1-6-11-12-9(16-6)13-17(14,15)8-4-2-7(10)3-5-8/h2-5H,10H2,1H3,(H,12,13)
",dilist_335,,,,,,,4.0,Yes,No,Yes,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,"InChI=1S/C9H10N4O2S2/c1-6-11-12-9(16-6)13-17(14,15)8-4-2-7(10)3-5-8/h2-5H,10H2,1H3,(H,12,13)",VACCAVUAMIDAGB-UHFFFAOYSA-N,CHEMBL1191,CHEMBL1191,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
OASIS933,DTXSID3023718,Triprolidine,DTXCID203718,486-12-4,CBEQULMOCCWAQT-WOJGMQOQSA-N,2-[(1E)-1-(4-Methylphenyl)-3-(pyrrolidin-1-yl)prop-1-en-1-yl]pyridine,CC1=CC=C(C=C1)C(=C/CN1CCCC1)\C1=CC=CC=N1,"InChI=1S/C19H22N2/c1-16-7-9-17(10-8-16)18(19-6-2-3-12-20-19)11-15-21-13-4-5-14-21/h2-3,6-12H,4-5,13-15H2,1H3/b18-11+
",dilist_309,,,,,,,4.0,Yes,No,No,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,"InChI=1S/C19H22N2/c1-16-7-9-17(10-8-16)18(19-6-2-3-12-20-19)11-15-21-13-4-5-14-21/h2-3,6-12H,4-5,13-15H2,1H3/b18-11+",CBEQULMOCCWAQT-WOJGMQOQSA-N,CHEMBL855,CHEMBL855,,0.0,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,,,,,,,,,,0.0
OASIS009,DTXSID2023278,Methapyrilene,DTXCID003278,91-80-5,HNJJXZKZRAWDPF-UHFFFAOYSA-N,"N~1~,N~1~-Dimethyl-N~2~-(pyridin-2-yl)-N~2~-[(thiophen-2-yl)methyl]ethane-1,2-diamine",CN(C)CCN(CC1=CC=CS1)C1=CC=CC=N1,"InChI=1S/C14H19N3S/c1-16(2)9-10-17(12-13-6-5-11-18-13)14-7-3-4-8-15-14/h3-8,11H,9-10,12H2,1-2H3
",dilist_639,,drugmatrix_40,,,tggates_7,,2.0,No,Yes,No,CN(C)CCN(Cc1cccs1)c1ccccn1,"InChI=1S/C14H19N3S/c1-16(2)9-10-17(12-13-6-5-11-18-13)14-7-3-4-8-15-14/h3-8,11H,9-10,12H2,1-2H3",HNJJXZKZRAWDPF-UHFFFAOYSA-N,CHEMBL1411979,CHEMBL1411979,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
OASIS1782,DTXSID30154863,ABT-199,DTXCID0077354,1257044-40-8,LQBVNQSMGBZMKD-UHFFFAOYSA-N,"4-{4-[(4'-Chloro-5,5-dimethyl-3,4,5,6-tetrahydro[1,1'-biphenyl]-2-yl)methyl]piperazin-1-yl}-N-(3-nitro-4-{[(oxan-4-yl)methyl]amino}benzene-1-sulfonyl)-2-[(1H-pyrrolo[2,3-b]pyridin-5-yl)oxy]benzamide",CC1(C)CCC(CN2CCN(CC2)C2=CC(OC3=CN=C4NC=CC4=C3)=C(C=C2)C(=O)NS(=O)(=O)C2=CC(=C(NCC3CCOCC3)C=C2)[N+]([O-])=O)=C(C1)C1=CC=C(Cl)C=C1,"InChI=1S/C45H50ClN7O7S/c1-45(2)15-11-33(39(26-45)31-3-5-34(46)6-4-31)29-51-17-19-52(20-18-51)35-7-9-38(42(24-35)60-36-23-32-12-16-47-43(32)49-28-36)44(54)50-61(57,58)37-8-10-40(41(25-37)53(55)56)48-27-30-13-21-59-22-14-30/h3-10,12,16,23-25,28,30,48H,11,13-15,17-22,26-27,29H2,1-2H3,(H,47,49)(H,50,54)
",,dilirank2_91,,,,,,4.0,No,Yes,Yes,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,"InChI=1S/C45H50ClN7O7S/c1-45(2)15-11-33(39(26-45)31-3-5-34(46)6-4-31)29-51-17-19-52(20-18-51)35-7-9-38(42(24-35)60-36-23-32-12-16-47-43(32)49-28-36)44(54)50-61(57,58)37-8-10-40(41(25-37)53(55)56)48-27-30-13-21-59-22-14-30/h3-10,12,16,23-25,28,30,48H,11,13-15,17-22,26-27,29H2,1-2H3,(H,47,49)(H,50,54)",LQBVNQSMGBZMKD-UHFFFAOYSA-N,CHEMBL3137309,CHEMBL3137309,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
OASIS1253,DTXSID6046474,Ampiroxicam,DTXCID4026474,99464-64-9,LSNWBKACGXCGAJ-UHFFFAOYSA-N,"Ethyl 1-({2-methyl-1,1-dioxo-3-[(pyridin-2-yl)carbamoyl]-1,2-dihydro-1lambda~6~,2-benzothiazin-4-yl}oxy)ethyl carbonate",CCOC(=O)OC(C)OC1=C(N(C)S(=O)(=O)C2=CC=CC=C12)C(=O)NC1=NC=CC=C1,"InChI=1/C20H21N3O7S/c1-4-28-20(25)30-13(2)29-18-14-9-5-6-10-15(14)31(26,27)23(3)17(18)19(24)22-16-11-7-8-12-21-16/h5-13H,4H2,1-3H3,(H,21,22,24)
",dilist_572,,,,,,,4.0,No,Yes,Yes,CCOC(=O)OC(C)OC1=C(C(=O)Nc2ccccn2)N(C)S(=O)(=O)c2ccccc21,"InChI=1S/C20H21N3O7S/c1-4-28-20(25)30-13(2)29-18-14-9-5-6-10-15(14)31(26,27)23(3)17(18)19(24)22-16-11-7-8-12-21-16/h5-13H,4H2,1-3H3,(H,21,22,24)",LSNWBKACGXCGAJ-UHFFFAOYSA-N,CHEMBL1566249,CHEMBL1566249,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
OASIS047,DTXSID4022731,Carbamazepine,DTXCID902731,298-46-4,FFGPTBGBLSHEPO-UHFFFAOYSA-N,"5H-Dibenzo[b,f]azepine-5-carboxamide",NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12,"InChI=1S/C15H12N2O/c16-15(18)17-13-7-3-1-5-11(13)9-10-12-6-2-4-8-14(12)17/h1-10H,(H2,16,18)
",dilist_905,,,,,tggates_43,,2.0,Yes,No,Yes,NC(=O)N1c2ccccc2C=Cc2ccccc21,"InChI=1S/C15H12N2O/c16-15(18)17-13-7-3-1-5-11(13)9-10-12-6-2-4-8-14(12)17/h1-10H,(H2,16,18)",FFGPTBGBLSHEPO-UHFFFAOYSA-N,CHEMBL108,CHEMBL108,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
OASIS1083,DTXSID5021170,Piroxicam,DTXCID401170,36322-90-4,QYSPLQLAKJAUJT-UHFFFAOYSA-N,"4-Hydroxy-2-methyl-1,1-dioxo-N-(pyridin-2-yl)-1,2-dihydro-1lambda~6~,2-benzothiazine-3-carboxamide",CN1C(C(=O)NC2=NC=CC=C2)=C(O)C2=C(C=CC=C2)S1(=O)=O,"InChI=1S/C15H13N3O4S/c1-18-13(15(20)17-12-8-4-5-9-16-12)14(19)10-6-2-3-7-11(10)23(18,21)22/h2-9,19H,1H3,(H,16,17,20)
",dilist_660,,,,,,,4.0,Yes,No,Yes,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,"InChI=1S/C15H13N3O4S/c1-18-13(15(20)17-12-8-4-5-9-16-12)14(19)10-6-2-3-7-11(10)23(18,21)22/h2-9,19H,1H3,(H,16,17,20)",QYSPLQLAKJAUJT-UHFFFAOYSA-N,CHEMBL527,CHEMBL527,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
OASIS807,DTXSID2023145,Indocyanine green,DTXCID703145,3599-32-4,MOFVSTNWEDAEEK-UHFFFAOYSA-M,"Sodium 4-(2-{7-[1,1-dimethyl-3-(4-sulfonatobutyl)-1H-benzo[e]indol-3-ium-2-yl]hepta-2,4,6-trien-1-ylidene}-1,1-dimethyl-1,2-dihydro-3H-benzo[e]indol-3-yl)butane-1-sulfonate",[Na+].CC1(C)C(=CC=CC=CC=CC2=[N+](CCCCS([O-])(=O)=O)C3=C(C4=CC=CC=C4C=C3)C2(C)C)N(CCCCS([O-])(=O)=O)C2=C1C1=CC=CC=C1C=C2,"InChI=1S/C43H48N2O6S2.Na/c1-42(2)38(44(28-14-16-30-52(46,47)48)36-26-24-32-18-10-12-20-34(32)40(36)42)22-8-6-5-7-9-23-39-43(3,4)41-35-21-13-11-19-33(35)25-27-37(41)45(39)29-15-17-31-53(49,50)51;/h5-13,18-27H,14-17,28-31H2,1-4H3,(H-,46,47,48,49,50,51);/q;+1/p-1
",dilist_256,,,,,,,4.0,Yes,No,Yes,CC1(C)C(=CC=CC=CC=CC2=[N+](CCCCS(=O)(=O)[O-])c3ccc4ccccc4c3C2(C)C)N(CCCCS(=O)(=O)O)c2ccc3ccccc3c21,"InChI=1S/C43H48N2O6S2/c1-42(2)38(44(28-14-16-30-52(46,47)48)36-26-24-32-18-10-12-20-34(32)40(36)42)22-8-6-5-7-9-23-39-43(3,4)41-35-21-13-11-19-33(35)25-27-37(41)45(39)29-15-17-31-53(49,50)51/h5-13,18-27H,14-17,28-31H2,1-4H3,(H-,46,47,48,49,50,51)",BDBMLMBYCXNVMC-UHFFFAOYSA-N,CHEMBL1201304,CHEMBL1201304,,,,,,0.0,0.0,,0.0,,0.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,0.0,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0
OASIS640,DTXSID0023406,Oxybutynin,DTXCID503406,5633-20-5,XIQVNETUBQGFHX-UHFFFAOYSA-N,4-(Diethylamino)but-2-yn-1-yl cyclohexyl(hydroxy)phenylacetate,CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,"InChI=1/C22H31NO3/c1-3-23(4-2)17-11-12-18-26-21(24)22(25,19-13-7-5-8-14-19)20-15-9-6-10-16-20/h5,7-8,13-14,20,25H,3-4,6,9-10,15-18H2,1-2H3
",dilist_518,,,,,,,4.0,Yes,No,Yes,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,"InChI=1S/C22H31NO3/c1-3-23(4-2)17-11-12-18-26-21(24)22(25,19-13-7-5-8-14-19)20-15-9-6-10-16-20/h5,7-8,13-14,20,25H,3-4,6,9-10,15-18H2,1-2H3",XIQVNETUBQGFHX-UHFFFAOYSA-N,CHEMBL1231,CHEMBL1231,,0.0,,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,1.0,,,0.0,1.0,0.0
OASIS030,DTXSID1043881,Imipramine,DTXCID9023881,50-49-7,BCGWQEUPMDMJNV-UHFFFAOYSA-N,"3-(10,11-Dihydro-5H-dibenzo[b,f]azepin-5-yl)-N,N-dimethylpropan-1-amine",CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12,"InChI=1S/C19H24N2/c1-20(2)14-7-15-21-18-10-5-3-8-16(18)12-13-17-9-4-6-11-19(17)21/h3-6,8-11H,7,12-15H2,1-2H3
",dilist_637,,,,,tggates_28,,2.0,Yes,No,Yes,CN(C)CCCN1c2ccccc2CCc2ccccc21,"InChI=1S/C19H24N2/c1-20(2)14-7-15-21-18-10-5-3-8-16(18)12-13-17-9-4-6-11-19(17)21/h3-6,8-11H,7,12-15H2,1-2H3",BCGWQEUPMDMJNV-UHFFFAOYSA-N,CHEMBL11,CHEMBL11,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,0.0,0.0,1.0,0.0,,0.0,,,,,,0.0,0.0,1.0,0.0,1.0
OASIS1849,DTXSID601004469,Canagliflozin,DTXCID901431370,842133-18-0,XTNGUQKDFGDXSJ-ZXGKGEBGSA-N,"(1S)-1,5-Anhydro-1-(3-{[5-(4-fluorophenyl)thiophen-2-yl]methyl}-4-methylphenyl)-D-glucitol",CC1=C(CC2=CC=C(S2)C2=CC=C(F)C=C2)C=C(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,"InChI=1S/C24H25FO5S/c1-13-2-3-15(24-23(29)22(28)21(27)19(12-26)30-24)10-16(13)11-18-8-9-20(31-18)14-4-6-17(25)7-5-14/h2-10,19,21-24,26-29H,11-12H2,1H3/t19-,21-,22+,23-,24+/m1/s1
",,dilirank2_92,,,,,,4.0,No,Yes,Yes,Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2ccc(F)cc2)s1,"InChI=1S/C24H25FO5S/c1-13-2-3-15(24-23(29)22(28)21(27)19(12-26)30-24)10-16(13)11-18-8-9-20(31-18)14-4-6-17(25)7-5-14/h2-10,19,21-24,26-29H,11-12H2,1H3/t19-,21-,22+,23-,24+/m1/s1",XTNGUQKDFGDXSJ-ZXGKGEBGSA-N,CHEMBL2048484,CHEMBL2048484,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
OASIS1014,DTXSID4023179,Isradipine,DTXCID203179,75695-93-1,HMJIYCCIJYRONP-UHFFFAOYSA-N,"Methyl propan-2-yl 4-(2,1,3-benzoxadiazol-4-yl)-2,6-dimethyl-1,4-dihydropyridine-3,5-dicarboxylate",COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC2=NON=C12)C(=O)OC(C)C,"InChI=1/C19H21N3O5/c1-9(2)26-19(24)15-11(4)20-10(3)14(18(23)25-5)16(15)12-7-6-8-13-17(12)22-27-21-13/h6-9,16,20H,1-5H3
",dilist_745,,,,,,,4.0,Yes,No,Yes,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,"InChI=1S/C19H21N3O5/c1-9(2)26-19(24)15-11(4)20-10(3)14(18(23)25-5)16(15)12-7-6-8-13-17(12)22-27-21-13/h6-9,16,20H,1-5H3",HMJIYCCIJYRONP-UHFFFAOYSA-N,CHEMBL1648,CHEMBL1648,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,0.0,
OASIS896,DTXSID3022665,Betahistine,DTXCID202665,5638-76-6,UUQMNUMQCIQDMZ-UHFFFAOYSA-N,N-Methyl-2-(pyridin-2-yl)ethan-1-amine,CNCCC1=NC=CC=C1,"InChI=1S/C8H12N2/c1-9-7-5-8-4-2-3-6-10-8/h2-4,6,9H,5,7H2,1H3
",dilist_733,,,,,,,4.0,Yes,No,Yes,CNCCc1ccccn1,"InChI=1S/C8H12N2/c1-9-7-5-8-4-2-3-6-10-8/h2-4,6,9H,5,7H2,1H3",UUQMNUMQCIQDMZ-UHFFFAOYSA-N,CHEMBL24441,CHEMBL24441,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
OASIS910,DTXSID3023059,Flucytosine,DTXCID403059,2022-85-7,XRECTZIEBJDKEO-UHFFFAOYSA-N,4-Amino-5-fluoropyrimidin-2(1H)-one,NC1=NC(=O)NC=C1F,"InChI=1S/C4H4FN3O/c5-2-1-7-4(9)8-3(2)6/h1H,(H3,6,7,8,9)
",dilist_954,,,,,,,4.0,Yes,No,Yes,Nc1nc(=O)[nH]cc1F,"InChI=1S/C4H4FN3O/c5-2-1-7-4(9)8-3(2)6/h1H,(H3,6,7,8,9)",XRECTZIEBJDKEO-UHFFFAOYSA-N,CHEMBL1463,CHEMBL1463,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
OASIS023,DTXSID0022808,Chlorpromazine,DTXCID002808,50-53-3,ZPEIMTDSQAKGNT-UHFFFAOYSA-N,"3-(2-Chloro-10H-phenothiazin-10-yl)-N,N-dimethylpropan-1-amine",CN(C)CCCN1C2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2,"InChI=1S/C17H19ClN2S/c1-19(2)10-5-11-20-14-6-3-4-7-16(14)21-17-9-8-13(18)12-15(17)20/h3-4,6-9,12H,5,10-11H2,1-2H3
",dilist_635,,,,,tggates_21,,2.0,Yes,No,Yes,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,"InChI=1S/C17H19ClN2S/c1-19(2)10-5-11-20-14-6-3-4-7-16(14)21-17-9-8-13(18)12-15(17)20/h3-4,6-9,12H,5,10-11H2,1-2H3",ZPEIMTDSQAKGNT-UHFFFAOYSA-N,CHEMBL71,CHEMBL71,0.0,1.0,,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,0.0,0.0,0.0,1.0,,1.0,0.0,1.0
OASIS1344,DTXSID7044633,Indapamide,DTXCID5024633,26807-65-8,NDDAHWYSQHTHNT-UHFFFAOYSA-N,"4-Chloro-N-(2-methyl-2,3-dihydro-1H-indol-1-yl)-3-sulfamoylbenzamide",CC1CC2=C(C=CC=C2)N1NC(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O,"InChI=1/C16H16ClN3O3S/c1-10-8-11-4-2-3-5-14(11)20(10)19-16(21)12-6-7-13(17)15(9-12)24(18,22)23/h2-7,9-10H,8H2,1H3,(H,19,21)(H2,18,22,23)
",dilist_364,,,,,,,4.0,Yes,No,Yes,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,"InChI=1S/C16H16ClN3O3S/c1-10-8-11-4-2-3-5-14(11)20(10)19-16(21)12-6-7-13(17)15(9-12)24(18,22)23/h2-7,9-10H,8H2,1H3,(H,19,21)(H2,18,22,23)",NDDAHWYSQHTHNT-UHFFFAOYSA-N,CHEMBL406,CHEMBL406,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
OASIS609,DTXSID0022563,Albendazole,DTXCID202563,54965-21-8,HXHWSAZORRCQMX-UHFFFAOYSA-N,Methyl [5-(propylsulfanyl)-1H-benzimidazol-2-yl]carbamate,CCCSC1=CC=C2NC(NC(=O)OC)=NC2=C1,"InChI=1S/C12H15N3O2S/c1-3-6-18-8-4-5-9-10(7-8)14-11(13-9)15-12(16)17-2/h4-5,7H,3,6H2,1-2H3,(H2,13,14,15,16)
",dilist_508,,,,,,,4.0,Yes,No,Yes,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,"InChI=1S/C12H15N3O2S/c1-3-6-18-8-4-5-9-10(7-8)14-11(13-9)15-12(16)17-2/h4-5,7H,3,6H2,1-2H3,(H2,13,14,15,16)",HXHWSAZORRCQMX-UHFFFAOYSA-N,CHEMBL1483,CHEMBL1483,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
